,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,1995-01-07,On Bended Knee,Boyz II Men,1,1,8
2,1995-01-07,Creep,TLC,4,2,9
3,1995-01-07,"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,2,1,17
4,1995-01-07,Another Night,Real McCoy,3,3,20
5,1995-01-07,Always,Bon Jovi,5,4,15
6,1995-01-07,I Wanna Be Down,Brandy,6,6,15
7,1995-01-07,Before I Let You Go,BLACKstreet,8,7,12
8,1995-01-07,Tootsee Roll,69 Boyz,9,8,27
9,1995-01-07,I'll Make Love To You,Boyz II Men,7,1,22
10,1995-01-07,You Want This/70's Love Groove,Janet Jackson,11,8,12
11,1995-01-07,I'm The Only One,Melissa Etheridge,10,10,23
12,1995-01-07,Take A Bow,Madonna,14,12,4
13,1995-01-07,Sukiyaki,4PM,13,13,17
14,1995-01-07,Short Dick Man,20 Fingers Featuring Gillette,15,14,18
15,1995-01-07,Secret,Madonna,12,3,14
16,1995-01-07,You Gotta Be,Des'ree,16,16,19
17,1995-01-07,All I Wanna Do,Sheryl Crow,17,2,23
18,1995-01-07,Practice What You Preach,Barry White,19,18,14
19,1995-01-07,Constantly,Immature,29,19,7
20,1995-01-07,"Turn The Beat Around (From ""The Specialist"")",Gloria Estefan,18,13,16
21,1995-01-07,The Rhythm Of The Night,Corona,22,21,9
22,1995-01-07,You Don't Know How It Feels,Tom Petty,24,22,6
23,1995-01-07,I'll Stand By You,Pretenders,20,16,22
24,1995-01-07,The Sweetest Days,Vanessa Williams,23,23,9
25,1995-01-07,Hold My Hand,Hootie & The Blowfish,25,25,14
26,1995-01-07,100% Pure Love,Crystal Waters,21,11,33
27,1995-01-07,"New Age Girl (From ""Dumb And Dumber"")",Deadeye Dick,31,27,20
28,1995-01-07,Every Day Of The Week,Jade,28,28,7
29,1995-01-07,"December 1963 (Oh, What A Night)",The 4 Seasons,26,14,22
30,1995-01-07,I Belong To You/How Many Ways,Toni Braxton,33,30,15
31,1995-01-07,Flava In Ya Ear,Craig Mack,35,9,22
32,1995-01-07,Living In Danger,Ace Of Base,27,20,12
33,1995-01-07,Be Happy,Mary J. Blige,34,29,10
34,1995-01-07,If You Love Me,Brownstone,41,34,5
35,1995-01-07,Thuggish Ruggish Bone,Bone Thugs-N-Harmony,39,22,17
36,1995-01-07,"What's The Frequency, Kenneth?",R.E.M.,32,21,16
37,1995-01-07,I Never Seen A Man Cry (aka I Seen A Man Die),Scarface,40,37,8
38,1995-01-07,Never Lie,Immature,30,5,24
39,1995-01-07,When Can I See You,Babyface,36,4,30
40,1995-01-07,Playaz Club,Rappin' 4-Tay,42,36,16
41,1995-01-07,"U Will Know (From ""Jason's Lyric"")",B.M.U. (Black Men United),49,28,14
42,1995-01-07,Do You See,Warren G,51,42,6
43,1995-01-07,Foolin' Around,Changing Faces,47,43,8
44,1995-01-07,I Miss You,N2U,44,44,6
45,1995-01-07,Bring The Pain,Method Man,45,45,9
46,1995-01-07,Wild Night,John Mellencamp With Me'Shell Ndegeocello,37,3,33
47,1995-01-07,"Shame (From ""A Low Down Dirty Shame"")",Zhane,38,28,7
48,1995-01-07,Blind Man,Aerosmith,48,48,9
49,1995-01-07,Fa All Y'all,Da Brat,52,37,13
50,1995-01-07,When We Dance,Sting,43,38,11
51,1995-01-07,Far Behind,Candlebox,50,18,20
52,1995-01-07,Mental Picture,Jon Secada,46,46,7
53,1995-01-07,House Of Love,Amy Grant With Vince Gill,56,53,7
54,1995-01-07,The Most Beautifullest Thing In This World,Keith Murray,53,50,12
55,1995-01-07,"Sympathy For The Devil (""Interview With The Vampire"")",Guns N' Roses,62,55,2
56,1995-01-07,"Circle Of Life (From ""The Lion King"")",Elton John,55,18,20
57,1995-01-07,Black Coffee,Heavy D & The Boyz,60,57,10
58,1995-01-07,Kitty Kitty,69 Boyz,66,58,5
59,1995-01-07,Always And Forever,Luther Vandross,59,59,5
60,1995-01-07,Pickup Man,Joe Diffie,68,60,3
61,1995-01-07,Lucas With The Lid Off,Lucas,57,29,15
62,1995-01-07,Dance Naked,John Mellencamp,54,41,11
63,1995-01-07,Juicy/Unbelievable,The Notorious B.I.G.,63,27,20
64,1995-01-07,Mishale,Andru Donalds,64,64,5
65,1995-01-07,Get Ready For This,2 Unlimited,65,65,17
66,1995-01-07,Something's Always Wrong,Toad The Wet Sprocket,58,41,15
67,1995-01-07,Get Down,Craig Mack,73,67,2
68,1995-01-07,Doll Parts,Hole,61,61,5
69,1995-01-07,At Your Best (You Are Love),Aaliyah,67,6,19
70,1995-01-07,Endless Love,Luther Vandross & Mariah Carey,70,2,18
71,1995-01-07,Candy Rain,Soul For Real,,,
72,1995-01-07,Get Over It,Eagles,72,31,11
73,1995-01-07,Strong Enough,Sheryl Crow,81,73,2
74,1995-01-07,Get Up On It,Keith Sweat (Featuring Kut Klose),74,62,13
75,1995-01-07,Redneck Stomp,Jeff Foxworthy,91,75,5
76,1995-01-07,"Girl, You'll Be A Woman Soon (From ""Pulp Fiction"")",Urge Overkill,69,59,8
77,1995-01-07,(I Could Only) Whisper Your Name,"Harry Connick, Jr.",71,70,12
78,1995-01-07,Till You Love Me,Reba McEntire,80,78,4
