,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,2001-01-06,Independent Women Part I,Destiny's Child,1,1,16
2,2001-01-06,He Loves U Not,Dream,2,2,15
3,2001-01-06,It Wasn't Me,"Shaggy Featuring Ricardo ""RikRok"" Ducent",3,2,10
4,2001-01-06,Case Of The Ex (Whatcha Gonna Do),Mya,4,2,21
5,2001-01-06,With Arms Wide Open,Creed,5,1,35
6,2001-01-06,Ms. Jackson,OutKast,6,6,9
7,2001-01-06,The Way You Love Me,Faith Hill,7,7,36
8,2001-01-06,Dance With Me,Debelah Morgan,10,8,24
9,2001-01-06,If You're Gone,matchbox twenty,8,8,12
10,2001-01-06,Liquid Dreams,O-Town,17,10,3
11,2001-01-06,This I Promise You,'N Sync,12,5,15
12,2001-01-06,I Just Wanna Love U (Give It 2 Me),JAY-Z,11,11,11
13,2001-01-06,Again,Lenny Kravitz,16,13,8
14,2001-01-06,Love Don't Cost A Thing,Jennifer Lopez,20,14,5
15,2001-01-06,Kryptonite,3 Doors Down,9,3,40
16,2001-01-06,Most Girls,P!nk,14,4,22
17,2001-01-06,Gotta Tell You,Samantha Mumba,13,4,18
18,2001-01-06,I Wish,R. Kelly,15,15,15
19,2001-01-06,E.I.,Nelly,18,16,14
20,2001-01-06,Pinch Me,Barenaked Ladies,22,15,18
21,2001-01-06,Crazy For This Girl,Evan And Jaron,23,21,10
22,2001-01-06,Stronger,Britney Spears,29,22,6
23,2001-01-06,Danger (Been So Long),Mystikal Featuring Nivea,32,23,4
24,2001-01-06,What's Your Fantasy,Ludacris Featuring Shawnna,24,21,15
25,2001-01-06,So In Love With Two,Mikaila,39,25,7
26,2001-01-06,Don't Tell Me,Madonna,30,26,5
27,2001-01-06,Music,Madonna,27,1,22
28,2001-01-06,Beautiful Day,U2,25,25,14
29,2001-01-06,Shape Of My Heart,Backstreet Boys,19,9,13
30,2001-01-06,Between Me And You,Ja Rule Featuring Christina Milian,21,11,17
31,2001-01-06,My First Love,Avant Featuring KeKe Wyatt,26,26,10
32,2001-01-06,Crazy,K-Ci & JoJo,38,32,5
33,2001-01-06,Bow Wow (That's My Name),Lil Bow Wow,41,33,7
34,2001-01-06,Hemorrhage (In My Hands),Fuel,35,34,11
35,2001-01-06,Just Friends (Sunny),Musiq,31,31,13
36,2001-01-06,Don't Think I'm Not,Kandi,40,24,23
37,2001-01-06,South Side,Moby Featuring Gwen Stefani,59,37,6
38,2001-01-06,Bent,matchbox twenty,37,1,37
39,2001-01-06,Mamacita,Public Announcement,52,39,3
40,2001-01-06,My Next Thirty Years,Tim McGraw,28,27,12
41,2001-01-06,No More (Baby I'ma Do Right),3LW,48,41,10
42,2001-01-06,The Christmas Shoes,NewSong,68,42,2
43,2001-01-06,My Everything,98 Degrees,44,43,5
44,2001-01-06,Without You,Dixie Chicks,33,31,14
45,2001-01-06,I Lost It,Kenny Chesney,36,34,12
46,2001-01-06,Born To Fly,Sara Evans,34,34,12
47,2001-01-06,Project Chick,Cash Money Millionaires,60,47,4
48,2001-01-06,You're A God,Vertical Horizon,46,23,20
49,2001-01-06,Best Of Intentions,Travis Tritt,45,27,21
50,2001-01-06,Promise,Jagged Edge,64,50,3
51,2001-01-06,One Woman Man,Dave Hollister,54,51,5
52,2001-01-06,Put It On Me,Ja Rule Featuring Lil' Mo & Vita,85,52,3
53,2001-01-06,Emotional,Carl Thomas,47,47,7
54,2001-01-06,She Bangs,Ricky Martin,43,12,14
55,2001-01-06,We Danced,Brad Paisley,42,29,13
56,2001-01-06,Tell Her,Lonestar,50,50,8
57,2001-01-06,Angel,Shaggy Featuring Rayvon,81,57,2
58,2001-01-06,The Itch,Vitamin C,57,45,6
59,2001-01-06,Loser,3 Doors Down,61,55,12
60,2001-01-06,It's Over Now,112,65,60,5
61,2001-01-06,911,Wyclef Jean Featuring Mary J. Blige,53,38,14
62,2001-01-06,Just Another Day In Paradise,Phil Vassar,51,35,15
63,2001-01-06,Oklahoma,Billy Gilman,83,63,9
64,2001-01-06,Babylon,David Gray,63,63,6
65,2001-01-06,Where Are You Christmas?,Faith Hill,,,
66,2001-01-06,Ashes By Now,Lee Ann Womack,56,56,5
67,2001-01-06,Still On Your Side,BBMak,69,67,2
68,2001-01-06,You Make Me Sick,P!nk,,,
69,2001-01-06,www.memory,Alan Jackson,49,45,10
70,2001-01-06,Stan,Eminem Featuring Dido,55,51,10
71,2001-01-06,Is That Your Chick,Memphis Bleek Featuring Jay-Z & Missy Elliott,71,71,4
72,2001-01-06,Burn,Jo Dee Messina,58,58,6
73,2001-01-06,Stutter,Joe Featuring Mystikal,,,
74,2001-01-06,Rollin',Limp Bizkit,73,65,9
75,2001-01-06,Butterfly,Crazy Town,,,
76,2001-01-06,X,Xzibit,80,76,2
77,2001-01-06,There Is No Arizona,Jamie O'Neal,67,67,3
78,2001-01-06,Could It Be,Jaheim,87,78,4
79,2001-01-06,Can't Fight The Moonlight,LeAnn Rimes,86,71,18
80,2001-01-06,Thank You In Advance,Boyz II Men,90,80,2
81,2001-01-06,Wild Horses,Garth Brooks,70,70,3
82,2001-01-06,But For The Grace Of God,Keith Urban,72,72,3
83,2001-01-06,The Little Girl,John Michael Montgomery,62,35,18
84,2001-01-06,Meanwhile Back At The Ranch,The Clark Family Experience,82,80,8
85,2001-01-06,You Shouldn't Kiss Me Like This,Toby Keith,77,77,2
86,2001-01-06,Liar,Profyle,75,14,17
87,2001-01-06,This Everyday Love,Rascal Flatts,76,76,3
88,2001-01-06,Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg,92,88,3
89,2001-01-06,Open My Heart,Yolanda Adams,79,57,20
90,2001-01-06,You Should've Told Me,Kelly Price,74,64,16
91,2001-01-06,Original Prankster,The Offspring,78,70,7
92,2001-01-06,Girls Dem Sugar,Beenie Man Featuring Mya,84,54,12
93,2001-01-06,Bouncing Off The Ceiling (Upside Down),A*Teens,,,
94,2001-01-06,My Baby You,Marc Anthony,93,70,17
95,2001-01-06,Lady (Hear Me Tonight),Modjo,,,
96,2001-01-06,A Little Gasoline,Terri Clark,88,75,4
97,2001-01-06,Cha-Cha Slide,Mr. C The Slide Man,,,
98,2001-01-06,I Know,Sunday,98,98,2
99,2001-01-06,Kiss This,Aaron Tippin,97,42,20
100,2001-01-06,All Good?,De La Soul Featuring Chaka Khan,96,96,3
1,2001-01-13,Independent Women Part I,Destiny's Child,1,1,17
