,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,2019-01-05,"Thank U, Next",Ariana Grande,1,1,8
2,2019-01-05,Without Me,Halsey,2,2,12
3,2019-01-05,All I Want For Christmas Is You,Mariah Carey,7,3,30
4,2019-01-05,Sicko Mode,Travis Scott,3,1,21
5,2019-01-05,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,4,4,10
6,2019-01-05,High Hopes,Panic! At The Disco,6,5,21
7,2019-01-05,Happier,Marshmello & Bastille,5,3,19
8,2019-01-05,Jingle Bell Rock,Bobby Helms,13,8,25
9,2019-01-05,Rockin' Around The Christmas Tree,Brenda Lee,11,9,27
10,2019-01-05,A Holly Jolly Christmas,Burl Ives,12,10,10
11,2019-01-05,The Christmas Song (Merry Christmas To You),Nat King Cole,17,11,17
12,2019-01-05,Drip Too Hard,Lil Baby & Gunna,9,4,15
13,2019-01-05,It's The Most Wonderful Time Of The Year,Andy Williams,10,10,10
14,2019-01-05,Girls Like You,Maroon 5 Featuring Cardi B,15,1,31
15,2019-01-05,ZEZE,Kodak Black Featuring Travis Scott & Offset,8,2,11
16,2019-01-05,Rudolph The Red-Nosed Reindeer,Gene Autry,28,16,4
17,2019-01-05,Mo Bamba,Sheck Wes,16,6,18
18,2019-01-05,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,14,11,15
19,2019-01-05,Money,Cardi B,30,13,10
20,2019-01-05,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,32,20,4
21,2019-01-05,Eastside,"benny blanco, Halsey & Khalid",18,16,24
22,2019-01-05,Breathin,Ariana Grande,19,12,19
23,2019-01-05,Better Now,Post Malone,21,3,35
24,2019-01-05,Youngblood,5 Seconds Of Summer,20,7,30
25,2019-01-05,Last Christmas,Wham!,27,25,9
26,2019-01-05,Sleigh Ride,The Ronettes,33,26,3
27,2019-01-05,Lucid Dreams,Juice WRLD,23,2,33
28,2019-01-05,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,35,28,3
29,2019-01-05,Feliz Navidad,Jose Feliciano,34,29,5
30,2019-01-05,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",25,11,13
31,2019-01-05,MIA,Bad Bunny Featuring Drake,26,5,11
32,2019-01-05,(There's No Place Like) Home For The Holidays,Perry Como,41,32,2
