,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,2000-01-08,Smooth,Santana Featuring Rob Thomas,1,1,24
2,2000-01-08,Back At One,Brian McKnight,2,2,20
3,2000-01-08,I Wanna Love You Forever,Jessica Simpson,3,3,13
4,2000-01-08,My Love Is Your Love,Whitney Houston,4,4,19
5,2000-01-08,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",7,5,7
6,2000-01-08,I Knew I Loved You,Savage Garden,5,4,12
7,2000-01-08,Auld Lang Syne,Kenny G,54,7,3
8,2000-01-08,I Need To Know,Marc Anthony,6,3,18
9,2000-01-08,Bring It All To Me,Blaque,9,9,12
10,2000-01-08,U Know What's Up,Donell Jones,8,7,16
11,2000-01-08,What A Girl Wants,Christina Aguilera,11,11,7
12,2000-01-08,Girl On TV,LFO,10,10,8
13,2000-01-08,Blue (Da Ba Dee),Eiffel 65,13,13,5
14,2000-01-08,24/7,Kevon Edmonds,12,10,10
15,2000-01-08,He Can't Love U,Jagged Edge,15,15,5
16,2000-01-08,Then The Morning Comes,Smash Mouth,14,14,11
17,2000-01-08,That's The Way It Is,Celine Dion,17,17,9
18,2000-01-08,The Christmas Song (Chestnuts Roasting On An Open Fire),Christina Aguilera,18,18,4
19,2000-01-08,Waiting For Tonight,Jennifer Lopez,16,8,13
20,2000-01-08,Get It On Tonite,Montell Jordan,21,20,12
21,2000-01-08,Don't Say You Love Me,M2M,30,21,8
22,2000-01-08,Dancin',Guy,19,19,4
23,2000-01-08,Stay The Night,IMx,29,23,14
24,2000-01-08,Meet Virginia,Train,24,21,14
25,2000-01-08,Unpretty,TLC,25,1,29
26,2000-01-08,Learn To Fly,Foo Fighters,22,22,13
27,2000-01-08,Steal My Sunshine,Len,20,9,22
28,2000-01-08,Where My Girls At?,702,31,4,37
29,2000-01-08,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,27,19,27
30,2000-01-08,Big Deal,LeAnn Rimes,23,23,13
31,2000-01-08,Someday,Sugar Ray,36,7,28
32,2000-01-08,Hanginaround,Counting Crows,33,32,10
33,2000-01-08,"4, 5, 6",Sole Featuring JT Money & Kandi,28,21,11
34,2000-01-08,Take A Picture,Filter,34,34,7
35,2000-01-08,Mambo No. 5 (A Little Bit Of...),Lou Bega,32,3,20
36,2000-01-08,Get Gone,Ideal,35,13,21
37,2000-01-08,Black Balloon,Goo Goo Dolls,41,16,27
38,2000-01-08,Got Your Money,Ol' Dirty Bastard Featuring Kelis,38,33,12
39,2000-01-08,Rhythm Divine,Enrique Iglesias,42,39,6
40,2000-01-08,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,47,40,6
41,2000-01-08,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,43,41,5
42,2000-01-08,If You Love Me,Mint Condition,40,30,10
43,2000-01-08,Breathe,Faith Hill,26,26,10
44,2000-01-08,Say My Name,Destiny's Child,56,44,3
45,2000-01-08,Amazed,Lonestar,45,24,23
46,2000-01-08,Shake Your Bon-Bon,Ricky Martin,39,39,8
47,2000-01-08,Satisfy You,Puff Daddy Featuring R. Kelly,44,2,16
48,2000-01-08,Got To Get It,Sisqo Featuring Make It Hot,51,48,8
49,2000-01-08,This Gift,98 Degrees,53,49,2
50,2000-01-08,He Didn't Have To Be,Brad Paisley,37,30,12
51,2000-01-08,All The Small Things,Blink-182,52,51,6
52,2000-01-08,Cowboy Take Me Away,Dixie Chicks,48,48,7
53,2000-01-08,What Do You Say,Reba,46,46,11
54,2000-01-08,Caught Out There,Kelis,58,54,6
55,2000-01-08,My Best Friend,Tim McGraw,50,50,7
56,2000-01-08,When I Said I Do,Clint Black,49,31,13
57,2000-01-08,Higher,Creed,61,52,18
58,2000-01-08,Will 2K,Will Smith Featuring K-Ci,63,25,11
59,2000-01-08,Sexual (Li Da Di),Amber,67,59,22
60,2000-01-08,None Of Ur Friends Business,Ginuwine,68,60,5
