,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,1973-01-06,You're So Vain,Carly Simon,4,1,6
2,1973-01-06,Clair,Gilbert O'Sullivan,2,2,11
3,1973-01-06,Me And Mrs. Jones,Billy Paul,1,1,10
4,1973-01-06,Superstition,Stevie Wonder,16,4,8
5,1973-01-06,Funny Face,Donna Fargo,6,5,15
6,1973-01-06,It Never Rains In Southern California,Albert Hammond,5,5,12
7,1973-01-06,Rockin' Pneumonia - Boogie Woogie Flu,Johnny Rivers,8,7,14
8,1973-01-06,Your Mama Don't Dance,Kenny Loggins & Jim Messina,10,8,9
9,1973-01-06,Superfly,Curtis Mayfield,9,9,8
10,1973-01-06,You Ought To Be With Me,Al Green,3,3,12
11,1973-01-06,Keeper Of The Castle,Four Tops,11,11,9
12,1973-01-06,Living In The Past,Jethro Tull,13,12,10
13,1973-01-06,Crocodile Rock,Elton John,20,13,5
14,1973-01-06,I Am Woman,Helen Reddy,7,1,20
15,1973-01-06,Don't Let Me Be Lonely Tonight,James Taylor,21,15,6
16,1973-01-06,Something's Wrong With Me,Austin Roberts,12,12,13
17,1973-01-06,Walk On Water,Neil Diamond,17,17,9
18,1973-01-06,Sitting,Cat Stevens,18,18,8
19,1973-01-06,Why Can't We Live Together,Timmy Thomas,24,19,7
20,1973-01-06,Sweet Surrender,Bread,15,15,9
21,1973-01-06,Pieces Of April,Three Dog Night,23,21,8
22,1973-01-06,"Hi, Hi, Hi",Wings,27,22,4
23,1973-01-06,I Wanna Be With You,Raspberries,28,23,7
24,1973-01-06,Been To Canaan,Carole King,26,24,7
25,1973-01-06,"Oh, Babe, What Would You Say?",Hurricane Smith,30,25,6
26,1973-01-06,Trouble Man,Marvin Gaye,33,26,4
27,1973-01-06,Papa Was A Rollin' Stone,The Temptations,14,1,13
28,1973-01-06,Separate Ways,Elvis Presley,34,28,6
29,1973-01-06,Smoke Gets In Your Eyes,Blue Haze,31,29,9
30,1973-01-06,The World Is A Ghetto,War,35,30,8
31,1973-01-06,Do It Again,Steely Dan,37,31,8
32,1973-01-06,Love Jones,Brighter Side Of Darkness,46,32,5
33,1973-01-06,I Can See Clearly Now,Johnny Nash,22,1,18
34,1973-01-06,Dancing In The Moonlight,King Harvest,43,34,11
35,1973-01-06,Rocky Mountain High,John Denver,41,35,7
36,1973-01-06,If You Don't Know Me By Now,Harold Melvin And The Blue Notes,19,3,15
37,1973-01-06,Jambalaya (On The Bayou),The Blue Ridge Rangers,49,37,6
38,1973-01-06,"You Turn Me On, I'm A Radio",Joni Mitchell,40,38,9
39,1973-01-06,Corner Of The Sky,Jackson 5,25,18,11
40,1973-01-06,Reelin' & Rockin',Chuck Berry,55,40,6
41,1973-01-06,Daddy's Home,Jermaine Jackson,54,41,5
42,1973-01-06,Harry Hippie,Bobby Womack & Peace,45,42,5
43,1973-01-06,The Relay,The Who,47,43,5
44,1973-01-06,Summer Breeze,Seals & Crofts,29,6,18
45,1973-01-06,Long Dark Road,The Hollies,32,26,10
46,1973-01-06,I'll Be Your Shelter (In Time Of Storm),Luther Ingram,60,46,6
47,1973-01-06,No,Bulldog,44,44,13
48,1973-01-06,Let Us Love,Bill Withers,52,48,5
49,1973-01-06,Do You Want To Dance?,Bette Midler,72,49,3
50,1973-01-06,You're A Lady,Peter Skellern,53,50,7
51,1973-01-06,In Heaven There Is No Beer,Clean Living,51,49,10
52,1973-01-06,Dreidel,Don McLean,66,52,3
53,1973-01-06,I Can't Stand To See You Cry,Smokey Robinson & The Miracles,62,53,4
54,1973-01-06,Don't Expect Me To Be Your Friend,Lobo,81,54,2
55,1973-01-06,Ventura Highway,America,36,8,12
56,1973-01-06,Woman To Woman,Joe Cocker and The Chris Stainton Band,58,56,6
57,1973-01-06,Looking Through The Eyes Of Love,The Partridge Family Starring Shirley Jones Featuring David Cassidy,64,57,4
58,1973-01-06,I'm Stone In Love With You,The Stylistics,38,10,13
59,1973-01-06,You've Got To Take It (If You Want It),The Main Ingredient,67,59,3
60,1973-01-06,I'm Never Gonna Be Alone Anymore,Cornelius Brothers & Sister Rose,69,60,3
61,1973-01-06,Could It Be I'm Falling In Love,The Spinners,79,61,2
62,1973-01-06,Remember (Christmas),Nilsson,70,62,3
63,1973-01-06,Crazy Horses,The Osmonds,39,14,12
64,1973-01-06,Trouble In My Home/I Found My Dad,Joe Simon,50,50,6
65,1973-01-06,"The Cover Of ""Rolling Stone""",Dr. Hook And The Medicine Show,77,65,6
66,1973-01-06,What Am I Crying For?,Dennis Yost And The Classics IV,57,39,12
67,1973-01-06,Peaceful Easy Feeling,Eagles,73,67,2
68,1973-01-06,Anthem,Wayne Newton,75,68,3
69,1973-01-06,Everybody Loves A Love Song,Mac Davis,63,63,7
70,1973-01-06,You're A Lady,Dawn Featuring Tony Orlando,74,70,7
71,1973-01-06,We Need Order,The Chi-lites,61,61,6
72,1973-01-06,Daytime Night-Time,Keith Hampshire,76,72,3
73,1973-01-06,What My Baby Needs Now Is A Little More Lovin',James Brown-Lyn Collins,78,73,3
74,1973-01-06,Last Song,Edward Bear,80,74,4
75,1973-01-06,Lucky Man,"Emerson, Lake & Palmer",86,48,14
76,1973-01-06,"Living Together, Growing Together",The 5th Dimension,,,
77,1973-01-06,Songman,Cashman & West,82,77,2
78,1973-01-06,Mama Weer All Crazee Now,Slade,83,78,8
79,1973-01-06,Big City Miss Ruth Ann,Gallery,88,79,2
80,1973-01-06,Jesus Is Just Alright,The Doobie Brothers,90,80,4
81,1973-01-06,Silly Wasn't I,Valerie Simpson,84,81,5
82,1973-01-06,One Last Time,Glen Campbell,85,82,5
83,1973-01-06,Danny's Song,Anne Murray,,,
84,1973-01-06,You Can Do Magic,Limmie & Family Cookin',89,84,8
85,1973-01-06,"Oh No, Not My Baby",Merry Clayton,87,85,3
86,1973-01-06,I Never Said Goodbye,Engelbert Humperdinck,100,86,2
87,1973-01-06,I'm Sorry,Joey Heatherton,93,87,7
88,1973-01-06,Didn't We,Barbra Streisand,95,88,5
89,1973-01-06,Boogie Woogie Man,Paul Davis,94,89,3
90,1973-01-06,Fever/My Crew,Rita Coolidge,96,90,2
91,1973-01-06,Jesus Was A Capricorn,Kris Kristofferson,91,91,2
92,1973-01-06,Happy,Bobby Darin,,,
93,1973-01-06,Don't Leave Me Starvin' For Your Love (Part 1),Holland-Dozier,,,
94,1973-01-06,But I Do,Bobby Vinton,98,94,2
95,1973-01-06,Choo Choo Mama,Ten Years After,97,95,4
96,1973-01-06,The Red Back Spider,Brownsville Station,99,96,3
97,1973-01-06,She's Got To Be A Saint,Ray Price,,,
98,1973-01-06,Soul Song,Joe Stampley,,,
99,1973-01-06,On And Off (Part 1),Anacostia,,,
100,1973-01-06,Slow Motion (Part 1),Johnny Williams,,,
1,1973-01-13,You're So Vain,Carly Simon,1,1,7
2,1973-01-13,Superstition,Stevie Wonder,4,2,9
3,1973-01-13,Me And Mrs. Jones,Billy Paul,3,1,11
4,1973-01-13,Clair,Gilbert O'Sullivan,2,2,12
5,1973-01-13,Funny Face,Donna Fargo,5,5,16
6,1973-01-13,Your Mama Don't Dance,Kenny Loggins & Jim Messina,8,6,10
7,1973-01-13,Rockin' Pneumonia - Boogie Woogie Flu,Johnny Rivers,7,7,15
8,1973-01-13,Superfly,Curtis Mayfield,9,8,9
9,1973-01-13,Crocodile Rock,Elton John,13,9,6
10,1973-01-13,Keeper Of The Castle,Four Tops,11,10,10
11,1973-01-13,Living In The Past,Jethro Tull,12,11,11
12,1973-01-13,It Never Rains In Southern California,Albert Hammond,6,5,13
13,1973-01-13,Why Can't We Live Together,Timmy Thomas,19,13,8
14,1973-01-13,Don't Let Me Be Lonely Tonight,James Taylor,15,14,7
15,1973-01-13,"Oh, Babe, What Would You Say?",Hurricane Smith,25,15,7
16,1973-01-13,Sitting,Cat Stevens,18,16,9
17,1973-01-13,Trouble Man,Marvin Gaye,26,17,5
18,1973-01-13,"Hi, Hi, Hi",Wings,22,18,5
19,1973-01-13,Pieces Of April,Three Dog Night,21,19,9
20,1973-01-13,I Wanna Be With You,Raspberries,23,20,8
21,1973-01-13,The World Is A Ghetto,War,30,21,9
22,1973-01-13,You Ought To Be With Me,Al Green,10,3,13
23,1973-01-13,Do It Again,Steely Dan,31,23,9
24,1973-01-13,Been To Canaan,Carole King,24,24,8
25,1973-01-13,Love Jones,Brighter Side Of Darkness,32,25,6
26,1973-01-13,Separate Ways,Elvis Presley,28,26,7
27,1973-01-13,Smoke Gets In Your Eyes,Blue Haze,29,27,10
28,1973-01-13,Walk On Water,Neil Diamond,17,17,10
29,1973-01-13,Rocky Mountain High,John Denver,35,29,8
30,1973-01-13,Dancing In The Moonlight,King Harvest,34,30,12
31,1973-01-13,I Am Woman,Helen Reddy,14,1,21
32,1973-01-13,"You Turn Me On, I'm A Radio",Joni Mitchell,38,32,10
33,1973-01-13,Don't Expect Me To Be Your Friend,Lobo,54,33,3
34,1973-01-13,Jambalaya (On The Bayou),The Blue Ridge Rangers,37,34,7
35,1973-01-13,Daddy's Home,Jermaine Jackson,41,35,6
36,1973-01-13,Something's Wrong With Me,Austin Roberts,16,12,14
37,1973-01-13,Reelin' & Rockin',Chuck Berry,40,37,7
38,1973-01-13,Papa Was A Rollin' Stone,The Temptations,27,1,14
39,1973-01-13,The Relay,The Who,43,39,6
40,1973-01-13,Harry Hippie,Bobby Womack & Peace,42,40,6
41,1973-01-13,Could It Be I'm Falling In Love,The Spinners,61,41,3
42,1973-01-13,I'll Be Your Shelter (In Time Of Storm),Luther Ingram,46,42,7
43,1973-01-13,Dreidel,Don McLean,52,43,4
44,1973-01-13,Do You Want To Dance?,Bette Midler,49,44,4
45,1973-01-13,Sweet Surrender,Bread,20,15,10
46,1973-01-13,I Can See Clearly Now,Johnny Nash,33,1,19
47,1973-01-13,Let Us Love,Bill Withers,48,47,6
48,1973-01-13,If You Don't Know Me By Now,Harold Melvin And The Blue Notes,36,3,16
49,1973-01-13,Looking Through The Eyes Of Love,The Partridge Family Starring Shirley Jones Featuring David Cassidy,57,49,5
50,1973-01-13,You're A Lady,Peter Skellern,50,50,8
51,1973-01-13,I Can't Stand To See You Cry,Smokey Robinson & The Miracles,53,51,5
52,1973-01-13,I'm Never Gonna Be Alone Anymore,Cornelius Brothers & Sister Rose,60,52,4
53,1973-01-13,Remember (Christmas),Nilsson,62,53,4
54,1973-01-13,No,Bulldog,47,44,14
55,1973-01-13,"The Cover Of ""Rolling Stone""",Dr. Hook And The Medicine Show,65,55,7
56,1973-01-13,You've Got To Take It (If You Want It),The Main Ingredient,59,56,4
57,1973-01-13,Corner Of The Sky,Jackson 5,39,18,12
58,1973-01-13,Peaceful Easy Feeling,Eagles,67,58,3
59,1973-01-13,Woman To Woman,Joe Cocker and The Chris Stainton Band,56,56,7
60,1973-01-13,Last Song,Edward Bear,74,60,5
61,1973-01-13,In Heaven There Is No Beer,Clean Living,51,49,11
62,1973-01-13,What My Baby Needs Now Is A Little More Lovin',James Brown-Lyn Collins,73,62,4
63,1973-01-13,Long Dark Road,The Hollies,45,26,11
64,1973-01-13,"Living Together, Growing Together",The 5th Dimension,76,64,2
65,1973-01-13,Anthem,Wayne Newton,68,65,4
66,1973-01-13,Lucky Man,"Emerson, Lake & Palmer",75,48,15
67,1973-01-13,Daytime Night-Time,Keith Hampshire,72,67,4
68,1973-01-13,Jesus Is Just Alright,The Doobie Brothers,80,68,5
69,1973-01-13,Big City Miss Ruth Ann,Gallery,79,69,3
