,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,2010-01-02,TiK ToK,Ke$ha,2,1,11
2,2010-01-02,Empire State Of Mind,Jay-Z + Alicia Keys,1,1,15
3,2010-01-02,Bad Romance,Lady Gaga,3,2,8
4,2010-01-02,Replay,Iyaz,4,4,18
5,2010-01-02,Fireflies,Owl City,5,1,18
6,2010-01-02,Sexy Chick,David Guetta Featuring Akon,6,6,20
7,2010-01-02,Whatcha Say,Jason Derulo,7,1,19
8,2010-01-02,Down,Jay Sean Featuring Lil Wayne,10,1,25
9,2010-01-02,Meet Me Halfway,The Black Eyed Peas,8,7,14
10,2010-01-02,3,Britney Spears,9,1,11
11,2010-01-02,Hard,Rihanna Featuring Jeezy,21,11,5
12,2010-01-02,BedRock,Young Money Featuring Lloyd,20,12,4
13,2010-01-02,How Low,Ludacris,13,13,2
14,2010-01-02,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,16,14,7
15,2010-01-02,Paparazzi,Lady Gaga,11,6,17
16,2010-01-02,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",14,8,14
17,2010-01-02,Sweet Dreams,Beyonce,12,10,22
18,2010-01-02,Already Gone,Kelly Clarkson,15,13,21
19,2010-01-02,Party In The U.S.A.,Miley Cyrus,17,2,19
20,2010-01-02,I Gotta Feeling,The Black Eyed Peas,18,1,28
21,2010-01-02,Need You Now,Lady Antebellum,19,5,19
22,2010-01-02,You Belong With Me,Taylor Swift,22,2,35
23,2010-01-02,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,28,23,9
24,2010-01-02,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,24,20,11
25,2010-01-02,Use Somebody,Kings Of Leon,23,4,47
26,2010-01-02,Money To Blow,Birdman Featuring Lil Wayne & Drake,26,26,11
27,2010-01-02,Try Sleeping With A Broken Heart,Alicia Keys,56,27,5
28,2010-01-02,Evacuate The Dancefloor,Cascada,25,25,19
29,2010-01-02,Hell Breaks Loose,Eminem Featuring Dr. Dre,,,
30,2010-01-02,Fifteen,Taylor Swift,27,23,16
31,2010-01-02,Tie Me Down,New Boyz Featuring Ray J,33,31,10
32,2010-01-02,"Hey, Soul Sister",Train,45,32,12
33,2010-01-02,Live Like We're Dying,Kris Allen,36,33,8
34,2010-01-02,Say Aah,Trey Songz Featuring Fabolous,38,34,6
35,2010-01-02,Gangsta Luv,Snoop Dogg Featuring The-Dream,35,35,9
36,2010-01-02,Baby By Me,50 Cent Featuring Ne-Yo,29,28,8
37,2010-01-02,Run This Town,"Jay-Z, Rihanna & Kanye West",32,2,21
38,2010-01-02,Telephone,Lady Gaga Featuring Beyonce,46,30,4
39,2010-01-02,Cowboy Casanova,Carrie Underwood,30,11,14
40,2010-01-02,Give It Up To Me,Shakira Featuring Lil Wayne,34,29,6
41,2010-01-02,According To You,Orianthi,55,41,3
42,2010-01-02,I Invented Sex,Trey Songz Featuring Drake,43,42,9
43,2010-01-02,Do I,Luke Bryan,37,34,16
44,2010-01-02,Fallin' For You,Colbie Caillat,39,12,25
45,2010-01-02,Consider Me Gone,Reba,40,38,12
46,2010-01-02,If You Only Knew,Shinedown,47,42,8
47,2010-01-02,One Time,Justin Bieber,41,20,22
48,2010-01-02,The Truth,Jason Aldean,48,47,7
49,2010-01-02,It Kills Me,Melanie Fiona,54,49,5
50,2010-01-02,Southern Voice,Tim McGraw,50,49,9
51,2010-01-02,Spotlight,Gucci Mane Featuring Usher,42,42,8
52,2010-01-02,White Liar,Miranda Lambert,49,38,10
53,2010-01-02,Russian Roulette,Rihanna,44,9,9
54,2010-01-02,Smile,Uncle Kracker,58,47,20
55,2010-01-02,Empire State Of Mind (Part II) Broken Down,Alicia Keys,,,
56,2010-01-02,Uprising,Muse,66,37,15
57,2010-01-02,I Wanna Make You Close Your Eyes,Dierks Bentley,52,52,12
58,2010-01-02,Life After You,Daughtry,64,58,3
59,2010-01-02,Carry Out,Timbaland Featuring Justin Timberlake,31,31,3
60,2010-01-02,One Less Lonely Girl,Justin Bieber,73,16,10
61,2010-01-02,Papers,Usher,57,31,10
62,2010-01-02,Never Gonna Be Alone,Nickelback,61,61,8
63,2010-01-02,Red Light,David Nail,59,54,13
64,2010-01-02,Why Don't We Just Dance,Josh Turner,75,64,6
65,2010-01-02,I Am,Mary J. Blige,67,65,2
66,2010-01-02,History In The Making,Darius Rucker,70,64,8
67,2010-01-02,Elevator,Eminem,,,
68,2010-01-02,Crawl,Chris Brown,60,60,4
69,2010-01-02,Shut It Down,Pitbull Featuring Akon,83,69,3
70,2010-01-02,In My Head,Jason Derulo,63,63,2
71,2010-01-02,Haven't Met You Yet,Michael Buble,74,57,12
72,2010-01-02,Whataya Want From Me,Adam Lambert,,,
73,2010-01-02,Eight Second Ride,Jake Owen,77,70,7
74,2010-01-02,Someday,Rob Thomas,76,72,7
75,2010-01-02,I Wanna Rock,Snoop Dogg,80,75,2
76,2010-01-02,Bonfire,Craig Morgan,65,57,13
77,2010-01-02,Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,68,36,16
78,2010-01-02,All The Right Moves,OneRepublic,79,53,11
79,2010-01-02,Sex Therapy,Robin Thicke,,,
80,2010-01-02,Body Language,Jesse McCartney Featuring T-Pain,69,35,12
81,2010-01-02,I Will Not Bow,Breaking Benjamin,81,40,16
82,2010-01-02,Break,Three Days Grace,84,82,15
83,2010-01-02,Bad Habits,Maxwell,78,71,13
84,2010-01-02,On Fire,Lil Wayne,62,62,2
85,2010-01-02,Heartbreak Warfare,John Mayer,,85,2
86,2010-01-02,American Saturday Night,Brad Paisley,90,86,3
87,2010-01-02,That's How Country Boys Roll,Billy Currington,85,85,4
88,2010-01-02,Cryin' For Me (Wayman's Song),Toby Keith,91,88,3
89,2010-01-02,Breakeven,The Script,93,89,3
90,2010-01-02,1901,Phoenix,87,87,3
91,2010-01-02,Halfway Gone,Lifehouse,99,91,2
92,2010-01-02,Gettin' You Home,Chris Young,86,33,19
93,2010-01-02,Imma Be,The Black Eyed Peas,,50,3
94,2010-01-02,Hey Daddy (Daddy's Home),Usher Featuring Plies,,,
95,2010-01-02,(If You're Wondering If I Want You To) I Want You To,Weezer,95,81,8
96,2010-01-02,Kings And Queens,Thirty Seconds To Mars,82,82,4
97,2010-01-02,I'm Going In,Drake Featuring Lil Wayne & Young Jeezy,96,40,14
98,2010-01-02,I Get It In,Omarion Featuring Gucci Mane,92,83,7
99,2010-01-02,Drop It Low,Ester Dean Featuring Chris Brown,98,38,15
100,2010-01-02,Video Phone,Beyonce Featuring Lady Gaga,97,65,4
1,2010-01-09,TiK ToK,Ke$ha,1,1,12
2,2010-01-09,Replay,Iyaz,4,2,19
3,2010-01-09,Bad Romance,Lady Gaga,3,2,9
4,2010-01-09,Fireflies,Owl City,5,1,19
5,2010-01-09,Empire State Of Mind,Jay-Z + Alicia Keys,2,1,16
6,2010-01-09,Whatcha Say,Jason Derulo,7,1,20
7,2010-01-09,Down,Jay Sean Featuring Lil Wayne,8,1,26
8,2010-01-09,Party In The U.S.A.,Miley Cyrus,19,2,20
9,2010-01-09,Sexy Chick,David Guetta Featuring Akon,6,6,21
10,2010-01-09,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,14,10,8
11,2010-01-09,Meet Me Halfway,The Black Eyed Peas,9,7,15
12,2010-01-09,BedRock,Young Money Featuring Lloyd,12,12,5
13,2010-01-09,3,Britney Spears,10,1,12
14,2010-01-09,I Gotta Feeling,The Black Eyed Peas,20,1,29
15,2010-01-09,Paparazzi,Lady Gaga,15,6,18
16,2010-01-09,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",16,8,15
17,2010-01-09,One Time,Justin Bieber,47,17,23
18,2010-01-09,Hard,Rihanna Featuring Jeezy,11,11,6
19,2010-01-09,You Belong With Me,Taylor Swift,22,2,36
20,2010-01-09,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,23,20,10
21,2010-01-09,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,24,20,12
22,2010-01-09,Need You Now,Lady Antebellum,21,5,20
23,2010-01-09,How Low,Ludacris,13,13,3
24,2010-01-09,Sweet Dreams,Beyonce,17,10,23
25,2010-01-09,Fifteen,Taylor Swift,30,23,17
26,2010-01-09,Tie Me Down,New Boyz Featuring Ray J,31,26,11
27,2010-01-09,Evacuate The Dancefloor,Cascada,28,25,20
28,2010-01-09,Already Gone,Kelly Clarkson,18,13,22
29,2010-01-09,Cowboy Casanova,Carrie Underwood,39,11,15
30,2010-01-09,One Less Lonely Girl,Justin Bieber,60,16,11
31,2010-01-09,Run This Town,"Jay-Z, Rihanna & Kanye West",37,2,22
32,2010-01-09,Live Like We're Dying,Kris Allen,33,32,9
33,2010-01-09,Money To Blow,Birdman Featuring Lil Wayne & Drake,26,26,12
34,2010-01-09,"Hey, Soul Sister",Train,32,32,13
35,2010-01-09,Use Somebody,Kings Of Leon,25,4,48
36,2010-01-09,According To You,Orianthi,41,36,4
37,2010-01-09,Telephone,Lady Gaga Featuring Beyonce,38,30,5
38,2010-01-09,Fallin' For You,Colbie Caillat,44,12,26
39,2010-01-09,Naturally,Selena Gomez & The Scene,,,
40,2010-01-09,Give It Up To Me,Shakira Featuring Lil Wayne,40,29,7
41,2010-01-09,Gangsta Luv,Snoop Dogg Featuring The-Dream,35,35,10
42,2010-01-09,Say Aah,Trey Songz Featuring Fabolous,34,34,7
43,2010-01-09,Russian Roulette,Rihanna,53,9,10
44,2010-01-09,Smile,Uncle Kracker,54,44,21
45,2010-01-09,Body Language,Jesse McCartney Featuring T-Pain,80,35,13
46,2010-01-09,Baby By Me,50 Cent Featuring Ne-Yo,36,28,9
