,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,1967-01-07,I'm A Believer,The Monkees,1,1,5
2,1967-01-07,Snoopy Vs. The Red Baron,The Royal Guardsmen,2,2,4
3,1967-01-07,Tell It Like It Is,Aaron Neville,7,3,6
4,1967-01-07,Winchester Cathedral,The New Vaudeville Band,3,1,11
5,1967-01-07,Sugar Town,Nancy Sinatra,5,5,8
6,1967-01-07,That's Life,Frank Sinatra,4,4,8
7,1967-01-07,Good Thing,Paul Revere & The Raiders Featuring Mark Lindsay,10,7,6
8,1967-01-07,Words Of Love,The Mamas & The Papas,19,8,6
9,1967-01-07,Standing In The Shadows Of Love,Four Tops,15,9,4
10,1967-01-07,Mellow Yellow,Donovan,6,2,9
11,1967-01-07,Coming Home Soldier,Bobby Vinton,17,11,8
12,1967-01-07,Single Girl,Sandy Posey,12,12,8
13,1967-01-07,(I Know) I'm Losing You,The Temptations,8,8,8
14,1967-01-07,Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels,11,4,14
15,1967-01-07,Tell It To The Rain,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",23,15,5
16,1967-01-07,Talk Talk,The Music Machine,16,16,9
17,1967-01-07,Good Vibrations,The Beach Boys,13,1,12
18,1967-01-07,Cry,Ronnie Dove,18,18,7
19,1967-01-07,A Place In The Sun,Stevie Wonder,9,9,9
20,1967-01-07,Georgy Girl,The Seekers,37,20,6
21,1967-01-07,You Keep Me Hangin' On,The Supremes,14,1,11
22,1967-01-07,Born Free,Roger Williams,20,7,20
23,1967-01-07,I've Passed This Way Before,Jimmy Ruffin,28,23,6
24,1967-01-07,Nashville Cats,The Lovin' Spoonful,33,24,4
25,1967-01-07,I Need Somebody,? (Question Mark) & The Mysterians,22,22,8
26,1967-01-07,Mustang Sally,Wilson Pickett,26,23,7
27,1967-01-07,East West,Herman's Hermits,27,27,6
28,1967-01-07,Color My World,Petula Clark,38,28,3
29,1967-01-07,Help Me Girl,Eric Burdon & The Animals,29,29,7
30,1967-01-07,Happenings Ten Years Time Ago,The Yardbirds,30,30,7
31,1967-01-07,(We Ain't Got) Nothin' Yet,Blues Magoos,41,31,5
32,1967-01-07,(I'm Not Your) Steppin' Stone,The Monkees,32,32,4
33,1967-01-07,Gallant Men,Senator Everett McKinley Dirksen,43,33,3
34,1967-01-07,Try A Little Tenderness,Otis Redding,36,34,6
35,1967-01-07,Lady Godiva,Peter And Gordon,25,6,14
36,1967-01-07,There's Got To Be A Word!,The Innocence,42,36,6
37,1967-01-07,98.6,Keith,47,37,5
38,1967-01-07,Whispers (Gettin' Louder),Jackie Wilson,21,11,12
39,1967-01-07,Where Will The Words Come From,Gary Lewis And The Playboys,51,39,4
40,1967-01-07,Mame,Herb Alpert & The Tijuana Brass,24,19,8
41,1967-01-07,Knight In Rusty Armour,Peter And Gordon,71,41,3
42,1967-01-07,Blue Autumn,Bobby Goldsboro,44,42,5
43,1967-01-07,Stand By Me,Spyder Turner,58,43,4
44,1967-01-07,Pandora's Golden Heebie Jeebies,The Association,35,35,7
45,1967-01-07,I Fooled You This Time,Gene Chandler,49,45,7
46,1967-01-07,I (Who Have Nothing),Terry Knight and The Pack,48,46,9
47,1967-01-07,I Had Too Much To Dream (Last Night),The Electric Prunes,54,47,5
48,1967-01-07,Look What You've Done,Pozo Seco Singers,64,48,4
49,1967-01-07,Papa Was Too,Joe Tex,59,49,4
50,1967-01-07,How Do You Catch A Girl,Sam The Sham and the Pharaohs,61,50,3
51,1967-01-07,"Green, Green Grass Of Home",Tom Jones,74,51,3
52,1967-01-07,Goodnight My Love,The Happenings,56,52,5
53,1967-01-07,Wack Wack,The Young Holt Trio,68,53,4
54,1967-01-07,The Eggplant That Ate Chicago,Dr. West's Medicine Show and Junk Band,52,52,7
55,1967-01-07,You Can Bring Me All Your Heartaches,Lou Rawls,60,55,7
56,1967-01-07,Bad Misunderstanding,The Critters,55,55,6
57,1967-01-07,Karate,The Emperor's,63,57,6
58,1967-01-07,Music To Watch Girls By,Bob Crewe Generation,86,58,2
59,1967-01-07,Another Night,Dionne Warwick,73,59,3
60,1967-01-07,Communication Breakdown,Roy Orbison,72,60,5
61,1967-01-07,Grizzly Bear,The Youngbloods,70,61,4
62,1967-01-07,Baby What I Mean,The Drifters,62,62,6
63,1967-01-07,(Open Up The Door) Let The Good Times In,Dean Martin,67,63,4
64,1967-01-07,It's Now Winters Day,Tommy Roe,84,64,3
65,1967-01-07,Hello Hello,"The Sopwith ""Camel""",91,65,3
66,1967-01-07,Kind Of A Drag,The Buckinghams,90,66,2
67,1967-01-07,"Hey, Leroy, Your Mama's Callin' You",Jimmy Castor,95,67,2
68,1967-01-07,The Girl That Stood Beside Me,Bobby Darin,66,66,5
69,1967-01-07,There's Something On Your Mind,Baby Ray,69,69,6
70,1967-01-07,Just One Smile,Gene Pitney,75,70,3
71,1967-01-07,I'm Gonna Miss You,The Artistics,80,71,4
72,1967-01-07,Wish Me A Rainbow,The Gunter Kallmann Chorus,81,72,3
73,1967-01-07,If You Go Away,Damita Jo,79,73,5
74,1967-01-07,Day Tripper,Ramsey Lewis,78,74,3
75,1967-01-07,Dancing In The Street,The Mamas & The Papas,77,75,4
76,1967-01-07,Pushin' Too Hard,The Seeds,85,76,3
77,1967-01-07,Wild Thing,Senator Bobby Featuring Bill Minkin,,,
78,1967-01-07,Bring It Up,James Brown And The Famous Flames,,,
79,1967-01-07,Are You Lonely For Me,Freddy Scott,88,79,3
80,1967-01-07,Gimme Some Lovin',The Spencer Davis Group,100,80,2
81,1967-01-07,Constant Rain (Chove Chuva),Sergio Mendes & Brasil '66,83,81,3
82,1967-01-07,"Mercy, Mercy, Mercy",Cannonball Adderley,,,
83,1967-01-07,I Dig Girls,J.J. Jackson,89,83,2
84,1967-01-07,I've Got To Have A Reason,The Dave Clark Five,,,
85,1967-01-07,Oh Yeah!,The Joe Cuba Sextet,,,
86,1967-01-07,You Got Me Hummin',Sam & Dave,97,82,5
87,1967-01-07,"Look At Granny Run, Run",Howard Tate,87,87,3
88,1967-01-07,It Takes Two,Marvin Gaye & Kim Weston,,,
89,1967-01-07,Take Me For A Little While,Patti LaBelle And The Blue Belles,93,89,2
90,1967-01-07,Let's Fall In Love,Peaches & Herb,92,90,2
91,1967-01-07,I Got To Go Back (And Watch That Little Girl Dance),The McCoys,,,
92,1967-01-07,Love Me,Bobby Hebb,96,92,2
93,1967-01-07,The Shadow Of Your Smile,Boots Randolph,94,93,3
94,1967-01-07,Walk With Faith In Your Heart,The Bachelors,,,
95,1967-01-07,Tiny Bubbles,Don Ho and the Aliis,98,87,5
96,1967-01-07,Pretty Ballerina,The Left Banke,,,
97,1967-01-07,Fortune Teller,The Hardtimes,99,97,2
98,1967-01-07,Deadend Street,The Kinks,,,
99,1967-01-07,Full Measure,The Lovin' Spoonful,,,
100,1967-01-07,There Goes My Everything,Jack Greene,,,
1,1967-01-14,I'm A Believer,The Monkees,1,1,6
2,1967-01-14,Snoopy Vs. The Red Baron,The Royal Guardsmen,2,2,5
3,1967-01-14,Tell It Like It Is,Aaron Neville,3,3,7
4,1967-01-14,Good Thing,Paul Revere & The Raiders Featuring Mark Lindsay,7,4,7
5,1967-01-14,Sugar Town,Nancy Sinatra,5,5,9
6,1967-01-14,Words Of Love,The Mamas & The Papas,8,6,7
7,1967-01-14,Standing In The Shadows Of Love,Four Tops,9,7,5
8,1967-01-14,Winchester Cathedral,The New Vaudeville Band,4,1,12
9,1967-01-14,That's Life,Frank Sinatra,6,4,9
10,1967-01-14,Georgy Girl,The Seekers,20,10,7
11,1967-01-14,Coming Home Soldier,Bobby Vinton,11,11,9
12,1967-01-14,Tell It To The Rain,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",15,12,6
13,1967-01-14,Mellow Yellow,Donovan,10,2,10
14,1967-01-14,Single Girl,Sandy Posey,12,12,9
15,1967-01-14,Talk Talk,The Music Machine,16,15,10
16,1967-01-14,Nashville Cats,The Lovin' Spoonful,24,16,5
17,1967-01-14,Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels,14,4,15
18,1967-01-14,I've Passed This Way Before,Jimmy Ruffin,23,18,7
19,1967-01-14,(I Know) I'm Losing You,The Temptations,13,8,9
20,1967-01-14,(I'm Not Your) Steppin' Stone,The Monkees,32,20,5
21,1967-01-14,Good Vibrations,The Beach Boys,17,1,13
22,1967-01-14,Cry,Ronnie Dove,18,18,8
23,1967-01-14,Color My World,Petula Clark,28,23,4
24,1967-01-14,(We Ain't Got) Nothin' Yet,Blues Magoos,31,24,6
25,1967-01-14,98.6,Keith,37,25,6
26,1967-01-14,Stand By Me,Spyder Turner,43,26,5
27,1967-01-14,East West,Herman's Hermits,27,27,7
28,1967-01-14,Where Will The Words Come From,Gary Lewis And The Playboys,39,28,5
29,1967-01-14,Try A Little Tenderness,Otis Redding,34,29,7
30,1967-01-14,Gallant Men,Senator Everett McKinley Dirksen,33,30,4
31,1967-01-14,Knight In Rusty Armour,Peter And Gordon,41,31,4
32,1967-01-14,Mustang Sally,Wilson Pickett,26,23,8
33,1967-01-14,A Place In The Sun,Stevie Wonder,19,9,10
34,1967-01-14,There's Got To Be A Word!,The Innocence,36,34,7
35,1967-01-14,Help Me Girl,Eric Burdon & The Animals,29,29,8
