Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1969-01-04,I Heard It Through The Grapevine,Marvin Gaye,1.0,1.0,7.0,Marvin Gaye
2,1969-01-04,For Once In My Life,Stevie Wonder,2.0,2.0,10.0,Stevie Wonder
3,1969-01-04,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,7.0,3.0,5.0,Diana Ross And The Supremes Featuring The Temptations
4,1969-01-04,Soulful Strut,Young-Holt Unlimited,16.0,4.0,6.0,Young-Holt Unlimited
5,1969-01-04,Wichita Lineman,Glen Campbell,4.0,4.0,10.0,Glen Campbell
6,1969-01-04,Cloud Nine,The Temptations,10.0,6.0,8.0,The Temptations
7,1969-01-04,Love Child,Diana Ross & The Supremes,3.0,1.0,12.0,Diana Ross Featuring The Supremes
8,1969-01-04,Stormy,Classics IV Featuring Dennis Yost,5.0,5.0,11.0,Classics IV Featuring Dennis Yost
9,1969-01-04,Who's Making Love,Johnnie Taylor,8.0,5.0,11.0,Johnnie Taylor
10,1969-01-04,Hooked On A Feeling,B.J. Thomas,13.0,10.0,8.0,B.J. Thomas
11,1969-01-04,I Love How You Love Me,Bobby Vinton,9.0,9.0,10.0,Bobby Vinton
12,1969-01-04,Cinnamon,Derek,12.0,12.0,11.0,Derek
13,1969-01-04,Too Weak To Fight,Clarence Carter,23.0,13.0,9.0,Clarence Carter
14,1969-01-04,Lo Mucho Que Te Quiero (The More I Love You),Rene & Rene,26.0,14.0,7.0,Rene & Rene
15,1969-01-04,Going Up The Country,Canned Heat,20.0,15.0,5.0,Canned Heat
16,1969-01-04,"Abraham, Martin And John",Dion,6.0,4.0,11.0,Dion
17,1969-01-04,Crimson And Clover,Tommy James And The Shondells,28.0,17.0,4.0,Tommy James And The Shondells
18,1969-01-04,Son-Of-A Preacher Man,Dusty Springfield,21.0,18.0,6.0,Dusty Springfield
19,1969-01-04,Bring It On Home To Me,Eddie Floyd,17.0,17.0,12.0,Eddie Floyd
20,1969-01-04,See Saw,Aretha Franklin,14.0,14.0,7.0,Aretha Franklin
21,1969-01-04,Papa's Got A Brand New Bag,Otis Redding,24.0,21.0,6.0,Otis Redding
22,1969-01-04,Both Sides Now,Judy Collins,11.0,8.0,9.0,Judy Collins
23,1969-01-04,Hey Jude,The Beatles,15.0,1.0,17.0,The Beatles
24,1969-01-04,Magic Carpet Ride,Steppenwolf,18.0,3.0,14.0,Steppenwolf
25,1969-01-04,This Is My Country,The Impressions,38.0,25.0,6.0,The Impressions
26,1969-01-04,If I Can Dream,Elvis Presley,30.0,26.0,6.0,Elvis Presley
27,1969-01-04,Everyday People,Sly & The Family Stone,42.0,27.0,6.0,Sly Featuring The Family Stone
28,1969-01-04,Hey Jude,Wilson Pickett,43.0,28.0,3.0,Wilson Pickett
29,1969-01-04,Can I Change My Mind,Tyrone Davis,66.0,29.0,3.0,Tyrone Davis
30,1969-01-04,Scarborough Fair,Sergio Mendes & Brasil '66,27.0,16.0,8.0,Sergio Mendes Featuring Brasil '66
31,1969-01-04,My Song,Aretha Franklin,36.0,31.0,6.0,Aretha Franklin
32,1969-01-04,A Ray Of Hope,The Rascals,32.0,32.0,5.0,The Rascals
33,1969-01-04,Stand By Your Man,Tammy Wynette,34.0,33.0,9.0,Tammy Wynette
34,1969-01-04,Hang 'Em High,Booker T. & The MG's,40.0,34.0,9.0,Booker T. Featuring The MG's
35,1969-01-04,There's Gonna Be A Showdown,Archie Bell & The Drells,49.0,35.0,4.0,Archie Bell Featuring The Drells
36,1969-01-04,Chewy Chewy,Ohio Express,19.0,15.0,12.0,Ohio Express
37,1969-01-04,Touch Me,The Doors,72.0,37.0,2.0,The Doors
38,1969-01-04,Worst That Could Happen,Brooklyn Bridge,53.0,38.0,3.0,Brooklyn Bridge
39,1969-01-04,Baby Let's Wait,The Royal Guardsmen,48.0,39.0,8.0,The Royal Guardsmen
40,1969-01-04,I Started A Joke,Bee Gees,41.0,40.0,3.0,Bee Gees
41,1969-01-04,Battle Hymn Of The Republic,Andy Williams with the St. Charles Borromeo Choir,33.0,33.0,12.0,Andy Williams Featuring the St. Charles Borromeo Choir
42,1969-01-04,Bella Linda,The Grass Roots,46.0,42.0,6.0,The Grass Roots
43,1969-01-04,Are You Happy,Jerry Butler,57.0,43.0,5.0,Jerry Butler
44,1969-01-04,Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,50.0,44.0,5.0,The Delfonics
45,1969-01-04,Little Arrows,Leapy Lee,22.0,16.0,13.0,Leapy Lee
46,1969-01-04,My Favorite Things,Herb Alpert & The Tijuana Brass,47.0,46.0,4.0,Herb Alpert Featuring The Tijuana Brass
47,1969-01-04,I've Gotta Be Me,Sammy Davis Jr.,74.0,47.0,4.0,Sammy Davis Jr.
48,1969-01-04,Malinda,Bobby Taylor & The Vancouvers,51.0,48.0,5.0,Bobby Taylor Featuring The Vancouvers
49,1969-01-04,People,The Tymes,39.0,39.0,8.0,The Tymes
50,1969-01-04,I Can't Turn You Loose,The Chambers Brothers,37.0,37.0,7.0,The Chambers Brothers
51,1969-01-04,The Beginning Of My End,The Unifics,71.0,51.0,4.0,The Unifics
52,1969-01-04,Put Your Head On My Shoulder,The Lettermen,44.0,44.0,8.0,The Lettermen
53,1969-01-04,"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,,,,Smokey Robinson Featuring The Miracles
54,1969-01-04,California Dreamin',Bobby Womack,69.0,54.0,5.0,Bobby Womack
