Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1992-01-04,Black Or White,Michael Jackson,1.0,1.0,7.0,Michael Jackson
2,1992-01-04,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,2.0,2.0,16.0,Boyz II Men
3,1992-01-04,All 4 Love,Color Me Badd,3.0,3.0,9.0,Color Me Badd
4,1992-01-04,Can't Let Go,Mariah Carey,6.0,4.0,8.0,Mariah Carey
5,1992-01-04,Set Adrift On Memory Bliss,P.M. Dawn,4.0,1.0,12.0,P.M. Dawn
6,1992-01-04,Finally,CeCe Peniston,8.0,6.0,15.0,CeCe Peniston
7,1992-01-04,When A Man Loves A Woman,Michael Bolton,5.0,1.0,13.0,Michael Bolton
8,1992-01-04,2 Legit 2 Quit,M.C. Hammer,9.0,8.0,9.0,M.C. Hammer
9,1992-01-04,Blowing Kisses In The Wind,Paula Abdul,7.0,6.0,12.0,Paula Abdul
10,1992-01-04,Wildside,Marky Mark & The Funky Bunch,10.0,10.0,9.0,Marky Mark Featuring The Funky Bunch
11,1992-01-04,Addams Groove,M.C. Hammer,20.0,11.0,5.0,M.C. Hammer
12,1992-01-04,Don't Let The Sun Go Down On Me,George Michael/Elton John,19.0,12.0,5.0,George Michael/Elton John
13,1992-01-04,Smells Like Teen Spirit,Nirvana,17.0,13.0,5.0,Nirvana
14,1992-01-04,No Son Of Mine,Genesis,13.0,13.0,10.0,Genesis
15,1992-01-04,Keep Coming Back,Richard Marx,12.0,12.0,10.0,Richard Marx
16,1992-01-04,That's What Love Is For,Amy Grant,11.0,7.0,15.0,Amy Grant
17,1992-01-04,I Love Your Smile,Shanice,25.0,17.0,7.0,Shanice
18,1992-01-04,O.P.P.,Naughty By Nature,15.0,6.0,18.0,Naughty By Nature
19,1992-01-04,Diamonds And Pearls,Prince And The N.P.G.,30.0,19.0,5.0,Prince And The N.P.G.
20,1992-01-04,Don't Cry,Guns N' Roses,18.0,10.0,16.0,Guns N' Roses
21,1992-01-04,Mysterious Ways,U2,26.0,21.0,7.0,U2
22,1992-01-04,Live For Loving You,Gloria Estefan,22.0,22.0,13.0,Gloria Estefan
23,1992-01-04,Broken Arrow,Rod Stewart,24.0,23.0,12.0,Rod Stewart
24,1992-01-04,Can't Stop This Thing We Started,Bryan Adams,21.0,2.0,17.0,Bryan Adams
25,1992-01-04,Let's Talk About Sex,Salt-N-Pepa,16.0,13.0,20.0,Salt-N-Pepa
26,1992-01-04,Cream,Prince And The N.P.G.,14.0,1.0,15.0,Prince And The N.P.G.
27,1992-01-04,The Way I Feel About You,Karyn White,35.0,27.0,6.0,Karyn White
28,1992-01-04,Tell Me What You Want Me To Do,Tevin Campbell,32.0,28.0,9.0,Tevin Campbell
29,1992-01-04,Forever My Lady,Jodeci,28.0,25.0,11.0,Jodeci
