Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1981-01-03,(Just Like) Starting Over,John Lennon,1.0,1.0,10.0,John Lennon
2,1981-01-03,More Than I Can Say,Leo Sayer,2.0,2.0,15.0,Leo Sayer
3,1981-01-03,Love On The Rocks,Neil Diamond,3.0,3.0,10.0,Neil Diamond
4,1981-01-03,Lady,Kenny Rogers,4.0,1.0,14.0,Kenny Rogers
5,1981-01-03,Hungry Heart,Bruce Springsteen,5.0,5.0,9.0,Bruce Springsteen
6,1981-01-03,Every Woman In The World,Air Supply,6.0,6.0,11.0,Air Supply
7,1981-01-03,Guilty,Barbra Streisand & Barry Gibb,7.0,7.0,10.0,Barbra Streisand Featuring Barry Gibb
8,1981-01-03,The Tide Is High,Blondie,8.0,8.0,8.0,Blondie
9,1981-01-03,Hit Me With Your Best Shot,Pat Benatar,9.0,9.0,14.0,Pat Benatar
10,1981-01-03,Tell It Like It Is,Heart,10.0,10.0,7.0,Heart
11,1981-01-03,Passion,Rod Stewart,11.0,11.0,7.0,Rod Stewart
12,1981-01-03,"De Do Do Do, De Da Da Da",The Police,12.0,12.0,11.0,The Police
13,1981-01-03,Master Blaster (Jammin'),Stevie Wonder,13.0,5.0,16.0,Stevie Wonder
14,1981-01-03,Another One Bites The Dust,Queen,14.0,1.0,21.0,Queen
15,1981-01-03,It's My Turn,Diana Ross,15.0,15.0,11.0,Diana Ross
16,1981-01-03,I Made It Through The Rain,Barry Manilow,16.0,16.0,7.0,Barry Manilow
17,1981-01-03,Celebration,Kool & The Gang,17.0,17.0,11.0,Kool Featuring The Gang
18,1981-01-03,Everybody's Got To Learn Sometime,The Korgis,18.0,18.0,13.0,The Korgis
19,1981-01-03,I Love A Rainy Night,Eddie Rabbitt,19.0,19.0,9.0,Eddie Rabbitt
20,1981-01-03,Hey Nineteen,Steely Dan,20.0,20.0,6.0,Steely Dan
21,1981-01-03,Time Is Time,Andy Gibb,21.0,21.0,7.0,Andy Gibb
22,1981-01-03,Woman In Love,Barbra Streisand,22.0,1.0,18.0,Barbra Streisand
23,1981-01-03,Suddenly,Olivia Newton-John & Cliff Richard,23.0,23.0,11.0,Olivia Newton-John Featuring Cliff Richard
24,1981-01-03,I Believe In You,Don Williams,24.0,24.0,15.0,Don Williams
25,1981-01-03,You've Lost That Lovin' Feeling,Daryl Hall John Oates,25.0,12.0,15.0,Daryl Hall John Oates
26,1981-01-03,One Step Closer,The Doobie Brothers,26.0,26.0,7.0,The Doobie Brothers
27,1981-01-03,Whip It,Devo,27.0,14.0,19.0,Devo
28,1981-01-03,Giving It Up For Your Love,Delbert McClinton,28.0,28.0,5.0,Delbert McClinton
29,1981-01-03,Together,Tierra,29.0,29.0,9.0,Tierra
30,1981-01-03,Miss Sun,Boz Scaggs,30.0,30.0,6.0,Boz Scaggs
31,1981-01-03,Never Be The Same,Christopher Cross,31.0,15.0,13.0,Christopher Cross
32,1981-01-03,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,32.0,21.0,17.0,Waylon
