,Week,Song,Artist,Last week,Peak position,Weeks on chart
8,2002-01-12,"Whenever, Wherever",Shakira,7,6,12
9,2002-01-12,A Woman's Worth,Alicia Keys,10,9,12
10,2002-01-12,Differences,Ginuwine,9,4,25
11,2002-01-12,Wherever You Will Go,The Calling,13,11,10
12,2002-01-12,Livin' It Up,Ja Rule Featuring Case,11,6,20
13,2002-01-12,Gone,'N Sync,12,11,17
14,2002-01-12,Superman (It's Not Easy),Five For Fighting,21,14,20
15,2002-01-12,In The End,Linkin Park,15,15,11
16,2002-01-12,Turn Off The Light,Nelly Furtado,17,5,22
17,2002-01-12,Butterflies,Michael Jackson,19,17,9
18,2002-01-12,Rock The Boat,Aaliyah,14,14,19
19,2002-01-12,Fallin',Alicia Keys,29,1,31
20,2002-01-12,Hey Baby,No Doubt Featuring Bounty Killer,20,20,6
21,2002-01-12,We Thuggin',Fat Joe Featuring R. Kelly,18,18,12
22,2002-01-12,Caramel,City High Featuring Eve,22,19,14
23,2002-01-12,Only Time,Enya,23,10,27
24,2002-01-12,I Do!!,Toya,16,16,33
25,2002-01-12,#1,Nelly,25,22,13
26,2002-01-12,I'm Real,Jennifer Lopez Featuring Ja Rule,26,1,28
27,2002-01-12,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,24,20,13
28,2002-01-12,It's Been Awhile,Staind,33,5,40
29,2002-01-12,Drops Of Jupiter (Tell Me),Train,42,5,44
30,2002-01-12,7 Days,Craig David,27,27,6
31,2002-01-12,Where Were You (When The World Stopped Turning),Alan Jackson,38,30,8
32,2002-01-12,Roll Out (My Business),Ludacris,28,28,10
33,2002-01-12,Standing Still,Jewel,34,33,9
34,2002-01-12,"Lights, Camera, Action!",Mr. Cheeks,35,34,14
35,2002-01-12,Hanging By A Moment,Lifehouse,37,2,49
36,2002-01-12,Emotion,Destiny's Child,32,10,16
37,2002-01-12,Break Ya Neck,Busta Rhymes,30,30,10
38,2002-01-12,Good Morning Beautiful,Steve Holy,45,38,7
39,2002-01-12,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,40,39,5
40,2002-01-12,I Wanna Talk About Me,Toby Keith,44,28,14
41,2002-01-12,Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",31,28,8
42,2002-01-12,Run,George Strait,46,34,12
43,2002-01-12,Dig In,Lenny Kravitz,36,31,14
44,2002-01-12,No More Drama,Mary J. Blige,48,44,5
45,2002-01-12,The Whole World,OutKast Featuring Killer Mike,39,39,4
46,2002-01-12,Alive,P.O.D.,41,41,11
47,2002-01-12,The World's Greatest,R. Kelly,51,47,3
48,2002-01-12,Can't Fight The Moonlight,LeAnn Rimes,49,48,26
49,2002-01-12,Wrapped Up In You,Garth Brooks,60,46,12
50,2002-01-12,I'm Tryin',Trace Adkins,56,44,13
51,2002-01-12,Wrapped Around,Brad Paisley,59,48,9
52,2002-01-12,Brotha,Angie Stone,52,52,10
53,2002-01-12,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,53,53,3
54,2002-01-12,Blurry,Puddle Of Mudd,47,47,4
55,2002-01-12,Young'n (Holla Back),Fabolous,55,55,7
56,2002-01-12,Take Away,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",50,50,5
57,2002-01-12,Riding With Private Malone,David Ball,61,36,12
58,2002-01-12,Welcome To Atlanta,Jermaine Dupri & Ludacris,58,58,3
59,2002-01-12,Bring On The Rain,Jo Dee Messina With Tim McGraw,70,56,6
60,2002-01-12,Lifetime,Maxwell,57,22,19
61,2002-01-12,You Gets No Love,Faith Evans,54,38,15
62,2002-01-12,The Long Goodbye,Brooks & Dunn,79,62,4
63,2002-01-12,Everywhere,Michelle Branch,64,12,20
64,2002-01-12,Wish You Were Here,Incubus,63,60,17
65,2002-01-12,The Cowboy In Me,Tim McGraw,,,
66,2002-01-12,Don't You Forget It,Glenn Lewis,69,66,7
67,2002-01-12,Love Of A Woman,Travis Tritt,85,39,18
68,2002-01-12,Let's Stay Home Tonight,Joe,68,68,4
69,2002-01-12,Goodbye,Jagged Edge,67,58,9
70,2002-01-12,Dance With Me,112,74,39,18
71,2002-01-12,Blessed,Martina McBride,,,
72,2002-01-12,Stuck In A Moment You Can't Get Out Of,U2,82,52,16
73,2002-01-12,Nothing In This World,KeKe Wyatt Featuring Avant,75,73,2
74,2002-01-12,Uh Huh,B2K,43,43,2
75,2002-01-12,"Girls, Girls, Girls",JAY-Z,66,17,14
76,2002-01-12,Wasting My Time,Default,78,76,2
77,2002-01-12,Just Let Me Be In Love,Tracy Byrd,,,
78,2002-01-12,Part II,Method Man & Redman,72,72,4
79,2002-01-12,Fade,Staind,71,62,13
80,2002-01-12,From Her Mama (Mama Got A**),Juvenile,65,65,10
81,2002-01-12,Round And Round,Jonell & Method Man,62,62,5
82,2002-01-12,With Me,Lonestar,87,63,12
83,2002-01-12,Defy You,The Offspring,77,77,2
84,2002-01-12,Chop Suey,System Of A Down,76,76,2
85,2002-01-12,Control,Puddle Of Mudd,86,68,14
86,2002-01-12,Drowning,Backstreet Boys,93,28,13
87,2002-01-12,Love Of My Life,Brian McKnight,88,51,18
88,2002-01-12,I'm A Slave 4 U,Britney Spears,84,27,13
89,2002-01-12,Ugly,Bubba Sparxxx,90,15,20
90,2002-01-12,Got Ur Self A...,Nas,91,90,5
91,2002-01-12,You Rock My World,Michael Jackson,98,10,19
92,2002-01-12,Fatty Girl,"Ludacris, LL Cool J & Keith Murray",89,87,11
93,2002-01-12,I'm A Survivor,Reba,,49,17
94,2002-01-12,God Bless The USA,Lee Greenwood,81,16,16
95,2002-01-12,What Am I Gonna Do,Tyrese,99,71,16
96,2002-01-12,Thank You,Lil Bow Wow Featuring Jagged Edge & Fundisha,95,95,2
97,2002-01-12,The Star Spangled Banner,Whitney Houston,80,6,27
98,2002-01-12,Do U Wanna Roll (Dolittle Theme),"R.L., Snoop Dogg & Lil' Kim",96,84,15
99,2002-01-12,Ooohhhwee,Master P Featuring Weebie,97,63,3
100,2002-01-12,Never Too Far/Hero Medley,Mariah Carey,92,81,3
1,2002-01-19,U Got It Bad,Usher,2,1,18
2,2002-01-19,How You Remind Me,Nickelback,1,1,20
3,2002-01-19,Family Affair,Mary J. Blige,3,1,26
4,2002-01-19,Get The Party Started,P!nk,4,4,13
5,2002-01-19,Always On Time,Ja Rule Featuring Ashanti,6,5,10
6,2002-01-19,My Sacrifice,Creed,7,6,13
7,2002-01-19,"Whenever, Wherever",Shakira,8,6,13
8,2002-01-19,Hero,Enrique Iglesias,5,3,17
9,2002-01-19,A Woman's Worth,Alicia Keys,9,9,13
10,2002-01-19,Differences,Ginuwine,10,4,26
11,2002-01-19,Wherever You Will Go,The Calling,11,11,11
12,2002-01-19,In The End,Linkin Park,15,12,12
13,2002-01-19,Gone,'N Sync,13,11,18
14,2002-01-19,Livin' It Up,Ja Rule Featuring Case,12,6,21
15,2002-01-19,Hey Baby,No Doubt Featuring Bounty Killer,20,15,7
16,2002-01-19,Butterflies,Michael Jackson,17,16,10
17,2002-01-19,We Thuggin',Fat Joe Featuring R. Kelly,21,17,13
18,2002-01-19,Rock The Boat,Aaliyah,18,14,20
19,2002-01-19,Superman (It's Not Easy),Five For Fighting,14,14,21
20,2002-01-19,Turn Off The Light,Nelly Furtado,16,5,23
21,2002-01-19,Caramel,City High Featuring Eve,22,19,15
22,2002-01-19,Roll Out (My Business),Ludacris,32,22,11
23,2002-01-19,7 Days,Craig David,30,23,7
24,2002-01-19,#1,Nelly,25,22,14
25,2002-01-19,Fallin',Alicia Keys,19,1,32
26,2002-01-19,I Do!!,Toya,24,16,34
27,2002-01-19,Only Time,Enya,23,10,28
28,2002-01-19,Where Were You (When The World Stopped Turning),Alan Jackson,31,28,9
29,2002-01-19,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,27,20,14
30,2002-01-19,Standing Still,Jewel,33,30,10
31,2002-01-19,Break Ya Neck,Busta Rhymes,37,30,11
32,2002-01-19,I'm Real,Jennifer Lopez Featuring Ja Rule,26,1,29
33,2002-01-19,It's Been Awhile,Staind,28,5,41
34,2002-01-19,"Lights, Camera, Action!",Mr. Cheeks,34,34,15
35,2002-01-19,Good Morning Beautiful,Steve Holy,38,35,8
36,2002-01-19,The Whole World,OutKast Featuring Killer Mike,45,36,5
37,2002-01-19,Emotion,Destiny's Child,36,10,17
38,2002-01-19,Drops Of Jupiter (Tell Me),Train,29,5,45
39,2002-01-19,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,53,39,4
40,2002-01-19,Run,George Strait,42,34,13
41,2002-01-19,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,39,39,6
42,2002-01-19,I Wanna Talk About Me,Toby Keith,40,28,15
43,2002-01-19,Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",41,28,9
44,2002-01-19,No More Drama,Mary J. Blige,44,44,6
45,2002-01-19,Hanging By A Moment,Lifehouse,35,2,50
46,2002-01-19,Can't Fight The Moonlight,LeAnn Rimes,48,46,27
47,2002-01-19,The World's Greatest,R. Kelly,47,47,4
48,2002-01-19,Wrapped Around,Brad Paisley,51,48,10
49,2002-01-19,Take Away,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",56,49,6
50,2002-01-19,I'm Tryin',Trace Adkins,50,44,14
51,2002-01-19,Dig In,Lenny Kravitz,43,31,15
52,2002-01-19,Brotha,Angie Stone,52,52,11
53,2002-01-19,Wrapped Up In You,Garth Brooks,49,46,13
54,2002-01-19,Blurry,Puddle Of Mudd,54,47,5
55,2002-01-19,Young'n (Holla Back),Fabolous,55,55,8
56,2002-01-19,Alive,P.O.D.,46,41,12
57,2002-01-19,Bring On The Rain,Jo Dee Messina With Tim McGraw,59,56,7
58,2002-01-19,Welcome To Atlanta,Jermaine Dupri & Ludacris,58,58,4
59,2002-01-19,The Long Goodbye,Brooks & Dunn,62,59,5
60,2002-01-19,Lifetime,Maxwell,60,22,20
61,2002-01-19,Riding With Private Malone,David Ball,57,36,13
62,2002-01-19,The Cowboy In Me,Tim McGraw,65,62,2
63,2002-01-19,Nothing In This World,KeKe Wyatt Featuring Avant,73,63,3
64,2002-01-19,Don't You Forget It,Glenn Lewis,66,64,8
65,2002-01-19,Goodbye,Jagged Edge,69,58,10
66,2002-01-19,Blessed,Martina McBride,71,66,2
67,2002-01-19,You Gets No Love,Faith Evans,61,38,16
68,2002-01-19,Let's Stay Home Tonight,Joe,68,68,5
69,2002-01-19,Wish You Were Here,Incubus,64,60,18
70,2002-01-19,Just Let Me Be In Love,Tracy Byrd,77,70,2
71,2002-01-19,Some Days You Gotta Dance,Dixie Chicks,,,
72,2002-01-19,In Another World,Joe Diffie,,,
73,2002-01-19,Part II,Method Man & Redman,78,72,5
74,2002-01-19,Love Of A Woman,Travis Tritt,67,39,19
75,2002-01-19,From Her Mama (Mama Got A**),Juvenile,80,65,11
76,2002-01-19,Dance With Me,112,70,39,19
77,2002-01-19,Wasting My Time,Default,76,76,3
78,2002-01-19,Stuck In A Moment You Can't Get Out Of,U2,72,52,17
79,2002-01-19,Fade,Staind,79,62,14
80,2002-01-19,Chop Suey,System Of A Down,84,76,3
81,2002-01-19,Round And Round,Jonell & Method Man,81,62,6
82,2002-01-19,Defy You,The Offspring,83,77,3
83,2002-01-19,Drowning,Backstreet Boys,86,28,14
84,2002-01-19,"Girls, Girls, Girls",JAY-Z,75,17,15
85,2002-01-19,With Me,Lonestar,82,63,13
86,2002-01-19,Uh Huh,B2K,74,43,3
87,2002-01-19,Control,Puddle Of Mudd,85,68,15
88,2002-01-19,Love Of My Life,Brian McKnight,87,51,19
89,2002-01-19,I'm A Slave 4 U,Britney Spears,88,27,14
90,2002-01-19,Got Ur Self A...,Nas,90,90,6
91,2002-01-19,Ooohhhwee,Master P Featuring Weebie,99,63,4
92,2002-01-19,You Rock My World,Michael Jackson,91,10,20
93,2002-01-19,Thank You,Lil Bow Wow Featuring Jagged Edge & Fundisha,96,93,3
94,2002-01-19,What Am I Gonna Do,Tyrese,95,71,17
95,2002-01-19,Fatty Girl,"Ludacris, LL Cool J & Keith Murray",92,87,12
96,2002-01-19,God Bless The USA,Lee Greenwood,94,16,17
97,2002-01-19,I'm A Survivor,Reba,93,49,18
98,2002-01-19,Runaway,NB Ridaz Featuring Angelina,,,
99,2002-01-19,Burn,Mobb Deep Featuring Vita & Noyd,,,
100,2002-01-19,Do U Wanna Roll (Dolittle Theme),"R.L., Snoop Dogg & Lil' Kim",98,84,16
1,2002-01-26,U Got It Bad,Usher,1,1,19
2,2002-01-26,How You Remind Me,Nickelback,2,1,21
3,2002-01-26,Always On Time,Ja Rule Featuring Ashanti,5,3,11
4,2002-01-26,Get The Party Started,P!nk,4,4,14
5,2002-01-26,My Sacrifice,Creed,6,5,14
6,2002-01-26,Family Affair,Mary J. Blige,3,1,27
7,2002-01-26,"Whenever, Wherever",Shakira,7,6,14
8,2002-01-26,A Woman's Worth,Alicia Keys,9,8,14
9,2002-01-26,Wherever You Will Go,The Calling,11,9,12
10,2002-01-26,Hero,Enrique Iglesias,8,3,18
11,2002-01-26,In The End,Linkin Park,12,11,13
12,2002-01-26,Hey Baby,No Doubt Featuring Bounty Killer,15,12,8
13,2002-01-26,Differences,Ginuwine,10,4,27
14,2002-01-26,Butterflies,Michael Jackson,16,14,11
15,2002-01-26,We Thuggin',Fat Joe Featuring R. Kelly,17,15,14
16,2002-01-26,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,39,16,5
17,2002-01-26,Livin' It Up,Ja Rule Featuring Case,14,6,22
18,2002-01-26,Gone,'N Sync,13,11,19
19,2002-01-26,Rock The Boat,Aaliyah,18,14,21
20,2002-01-26,7 Days,Craig David,23,20,8
21,2002-01-26,Superman (It's Not Easy),Five For Fighting,19,14,22
22,2002-01-26,Roll Out (My Business),Ludacris,22,22,12
23,2002-01-26,Caramel,City High Featuring Eve,21,19,16
24,2002-01-26,#1,Nelly,24,22,15
25,2002-01-26,The Whole World,OutKast Featuring Killer Mike,36,25,6
26,2002-01-26,Break Ya Neck,Busta Rhymes,31,26,12
27,2002-01-26,Standing Still,Jewel,30,27,11
28,2002-01-26,Where Were You (When The World Stopped Turning),Alan Jackson,28,28,10
29,2002-01-26,I Do!!,Toya,26,16,35
30,2002-01-26,Good Morning Beautiful,Steve Holy,35,30,9
31,2002-01-26,Fallin',Alicia Keys,25,1,33
32,2002-01-26,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,29,20,15
33,2002-01-26,Turn Off The Light,Nelly Furtado,20,5,24
34,2002-01-26,"Lights, Camera, Action!",Mr. Cheeks,34,34,16
35,2002-01-26,Only Time,Enya,27,10,29
36,2002-01-26,No More Drama,Mary J. Blige,44,36,7
37,2002-01-26,Run,George Strait,40,34,14
38,2002-01-26,It's Been Awhile,Staind,33,5,42
39,2002-01-26,I'm Real,Jennifer Lopez Featuring Ja Rule,32,1,30
40,2002-01-26,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,41,39,7
41,2002-01-26,Drops Of Jupiter (Tell Me),Train,38,5,46
42,2002-01-26,What About Us?,Brandy,,,
43,2002-01-26,Can't Fight The Moonlight,LeAnn Rimes,46,43,28
44,2002-01-26,Wrapped Around,Brad Paisley,48,44,11
45,2002-01-26,Hanging By A Moment,Lifehouse,45,2,51
46,2002-01-26,Young'n (Holla Back),Fabolous,55,46,9
47,2002-01-26,Blurry,Puddle Of Mudd,54,47,6
48,2002-01-26,The World's Greatest,R. Kelly,47,47,5
49,2002-01-26,Take Away,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",49,49,7
50,2002-01-26,I Wanna Talk About Me,Toby Keith,42,28,16
51,2002-01-26,Wrapped Up In You,Garth Brooks,53,46,14
52,2002-01-26,Bring On The Rain,Jo Dee Messina With Tim McGraw,57,52,8
53,2002-01-26,Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",43,28,10
54,2002-01-26,I'm Tryin',Trace Adkins,50,44,15
55,2002-01-26,Emotion,Destiny's Child,37,10,18
56,2002-01-26,The Long Goodbye,Brooks & Dunn,59,56,6
57,2002-01-26,Welcome To Atlanta,Jermaine Dupri & Ludacris,58,57,5
58,2002-01-26,Alive,P.O.D.,56,41,13
59,2002-01-26,The Cowboy In Me,Tim McGraw,62,59,3
60,2002-01-26,Brotha,Angie Stone,52,52,12
61,2002-01-26,Dig In,Lenny Kravitz,51,31,16
62,2002-01-26,Nothing In This World,KeKe Wyatt Featuring Avant,63,62,4
63,2002-01-26,Don't You Forget It,Glenn Lewis,64,63,9
64,2002-01-26,Can't Get You Out Of My Head,Kylie Minogue,,,
65,2002-01-26,Blessed,Martina McBride,66,65,3
66,2002-01-26,Some Days You Gotta Dance,Dixie Chicks,71,66,2
67,2002-01-26,Hey Luv (Anything),Mobb Deep Featuring 112,,,
68,2002-01-26,Just Let Me Be In Love,Tracy Byrd,70,68,3
69,2002-01-26,Wish You Were Here,Incubus,69,60,19
70,2002-01-26,Let's Stay Home Tonight,Joe,68,68,6
71,2002-01-26,Jigga,JAY-Z,,,
72,2002-01-26,In Another World,Joe Diffie,72,72,2
73,2002-01-26,Riding With Private Malone,David Ball,61,36,14
74,2002-01-26,Wasting My Time,Default,77,74,4
75,2002-01-26,Round And Round,Jonell & Method Man,81,62,7
76,2002-01-26,Goodbye,Jagged Edge,65,58,11
77,2002-01-26,I Love You,Faith Evans,,,
78,2002-01-26,Defy You,The Offspring,82,77,4
79,2002-01-26,Stuck In A Moment You Can't Get Out Of,U2,78,52,18
80,2002-01-26,Uh Huh,B2K,86,43,4
81,2002-01-26,Part II,Method Man & Redman,73,72,6
82,2002-01-26,Chop Suey,System Of A Down,80,76,4
83,2002-01-26,Love Of A Woman,Travis Tritt,74,39,20
84,2002-01-26,Drowning,Backstreet Boys,83,28,15
85,2002-01-26,From Her Mama (Mama Got A**),Juvenile,75,65,12
86,2002-01-26,Dance With Me,112,76,39,20
87,2002-01-26,You Gets No Love,Faith Evans,67,38,17
88,2002-01-26,Fade,Staind,79,62,15
89,2002-01-26,Got Ur Self A...,Nas,90,89,7
90,2002-01-26,Control,Puddle Of Mudd,87,68,16
91,2002-01-26,Ooohhhwee,Master P Featuring Weebie,91,63,5
92,2002-01-26,With Me,Lonestar,85,63,14
93,2002-01-26,Thank You,Lil Bow Wow Featuring Jagged Edge & Fundisha,93,93,4
94,2002-01-26,"Girls, Girls, Girls",JAY-Z,84,17,16
95,2002-01-26,Love Of My Life,Brian McKnight,88,51,20
96,2002-01-26,Hush Lil' Lady,Corey Featuring Lil' Romeo,,,
97,2002-01-26,Runaway,NB Ridaz Featuring Angelina,98,97,2
98,2002-01-26,I'm A Survivor,Reba,97,49,19
99,2002-01-26,Burn,Mobb Deep Featuring Vita & Noyd,99,99,2
100,2002-01-26,What Am I Gonna Do,Tyrese,94,71,18
1,2002-02-02,U Got It Bad,Usher,1,1,20
2,2002-02-02,How You Remind Me,Nickelback,2,1,22
3,2002-02-02,Always On Time,Ja Rule Featuring Ashanti,3,3,12
4,2002-02-02,Get The Party Started,P!nk,4,4,15
5,2002-02-02,My Sacrifice,Creed,5,5,15
6,2002-02-02,"Whenever, Wherever",Shakira,7,6,15
7,2002-02-02,In The End,Linkin Park,11,7,14
8,2002-02-02,A Woman's Worth,Alicia Keys,8,8,15
9,2002-02-02,Wherever You Will Go,The Calling,9,9,13
10,2002-02-02,Hey Baby,No Doubt Featuring Bounty Killer,12,10,9
11,2002-02-02,Family Affair,Mary J. Blige,6,1,28
12,2002-02-02,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,16,12,6
13,2002-02-02,Hero,Enrique Iglesias,10,3,19
14,2002-02-02,Butterflies,Michael Jackson,14,14,12
15,2002-02-02,Differences,Ginuwine,13,4,28
16,2002-02-02,7 Days,Craig David,20,16,9
17,2002-02-02,Roll Out (My Business),Ludacris,22,17,13
18,2002-02-02,Caramel,City High Featuring Eve,23,18,17
19,2002-02-02,Livin' It Up,Ja Rule Featuring Case,17,6,23
20,2002-02-02,Rock The Boat,Aaliyah,19,14,22
21,2002-02-02,We Thuggin',Fat Joe Featuring R. Kelly,15,15,15
22,2002-02-02,What About Us?,Brandy,42,22,2
23,2002-02-02,Gone,'N Sync,18,11,20
24,2002-02-02,Superman (It's Not Easy),Five For Fighting,21,14,23
25,2002-02-02,The Whole World,OutKast Featuring Killer Mike,25,25,7
26,2002-02-02,Break Ya Neck,Busta Rhymes,26,26,13
27,2002-02-02,Standing Still,Jewel,27,27,12
28,2002-02-02,No More Drama,Mary J. Blige,36,28,8
29,2002-02-02,Good Morning Beautiful,Steve Holy,30,29,10
30,2002-02-02,Can't Fight The Moonlight,LeAnn Rimes,43,30,29
31,2002-02-02,"Lights, Camera, Action!",Mr. Cheeks,34,31,17
32,2002-02-02,#1,Nelly,24,22,16
