,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,1962-01-06,The Lion Sleeps Tonight,The Tokens,1,1,8
2,1962-01-06,The Twist,Chubby Checker,3,1,26
3,1962-01-06,Run To Him,Bobby Vee,2,2,8
4,1962-01-06,Peppermint Twist - Part I,Joey Dee & the Starliters,6,4,7
5,1962-01-06,Can't Help Falling In Love,Elvis Presley With The Jordanaires,10,5,5
6,1962-01-06,"Happy Birthday, Sweet Sixteen",Neil Sedaka,8,6,8
7,1962-01-06,Goodbye Cruel World,James Darren,4,3,12
8,1962-01-06,Walk On By,Leroy Van Dyke,5,5,10
9,1962-01-06,When I Fall In Love,The Lettermen,13,9,7
10,1962-01-06,Unchain My Heart,Ray Charles and his Orchestra,14,10,6
11,1962-01-06,When The Boy In Your Arms (Is The Boy In Your Heart),Connie Francis,15,11,7
12,1962-01-06,White Christmas,Bing Crosby,20,12,10
13,1962-01-06,Please Mr. Postman,The Marvelettes,7,1,18
14,1962-01-06,'Til,The Angels,17,14,11
15,1962-01-06,I Know (You Don't Love Me No More),Barbara George,26,15,8
16,1962-01-06,I Don't Know Why,Linda Scott,12,12,10
17,1962-01-06,Let There Be Drums,Sandy Nelson,9,7,10
18,1962-01-06,Revenge,Brook Benton,22,18,7
19,1962-01-06,Moon River,Henry Mancini And His Orchestra,11,11,13
20,1962-01-06,There's No Other (Like My Baby),The Crystals,23,20,7
21,1962-01-06,Jingle Bell Rock,Bobby Rydell/Chubby Checker,27,21,4
22,1962-01-06,The Little Drummer Boy,The Harry Simeone Chorale,34,13,24
23,1962-01-06,Rock-A-Hula Baby,Elvis Presley With The Jordanaires,25,23,5
24,1962-01-06,Town Without Pity,Gene Pitney,36,24,10
25,1962-01-06,Gypsy Woman,The Impressions,21,20,12
26,1962-01-06,Baby's First Christmas,Connie Francis,43,26,4
27,1962-01-06,Moon River,Jerry Butler,16,11,13
28,1962-01-06,A Little Bitty Tear,Burl Ives,52,28,3
29,1962-01-06,If You Gotta Make A Fool Of Somebody,James Ray,39,29,7
30,1962-01-06,The Wanderer,Dion,41,30,5
31,1962-01-06,Funny How Time Slips Away,Jimmy Elledge,31,31,8
32,1962-01-06,Cotton Fields,The Highwaymen,37,32,6
33,1962-01-06,Jambalaya (On The Bayou),Fats Domino,35,33,4
34,1962-01-06,Baby It's You,The Shirelles,45,34,3
35,1962-01-06,Your Ma Said You Cried In Your Sleep Last Night,Kenny Dino,24,24,9
36,1962-01-06,Tonight,Ferrante & Teicher,18,8,12
37,1962-01-06,Johnny Will,Pat Boone,40,37,8
38,1962-01-06,Hey! Little Girl,Del Shannon,44,38,6
39,1962-01-06,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,47,39,11
40,1962-01-06,Big Bad John,Jimmy Dean,19,1,14
41,1962-01-06,Jingle Bell Rock,Bobby Helms,49,35,11
42,1962-01-06,Poor Fool,Ike & Tina Turner,46,42,6
43,1962-01-06,"Well, I Told You",The Chantels,32,29,8
44,1962-01-06,Small Sad Sam,Phil McLean,33,33,5
45,1962-01-06,Little Altar Boy,Vic Dana,48,45,6
46,1962-01-06,Norman,Sue Thompson,60,46,5
47,1962-01-06,Rudolph The Red Nosed Reindeer,David Seville And The Chipmunks,51,21,5
48,1962-01-06,Dear Lady Twist,Gary U.S. Bonds,50,48,4
49,1962-01-06,Just Out Of Reach (Of My Two Open Arms),Solomon Burke,30,24,16
50,1962-01-06,Rockin' Around The Christmas Tree,Brenda Lee,58,14,8
51,1962-01-06,Turn On Your Love Light,Bobby Bland,61,51,5
52,1962-01-06,Twist-Her,Bill Black's Combo,65,52,3
53,1962-01-06,Irresistible You,Bobby Darin,63,53,4
54,1962-01-06,Dreamy Eyes,Johnny Tillotson,73,54,14
55,1962-01-06,Dear Ivan,Jimmy Dean,,,
56,1962-01-06,The Gypsy Rover,The Highwaymen,42,42,9
57,1962-01-06,Up A Lazy River,Si Zentner And His Orchestra,67,43,7
58,1962-01-06,Pocketful Of Miracles,Frank Sinatra,64,58,3
59,1962-01-06,Flying Circle,Frank Slay And His Orchestra,69,59,4
60,1962-01-06,Do-Re-Mi,Lee Dorsey,66,60,3
61,1962-01-06,Maria,Roger Williams,68,61,4
62,1962-01-06,Letter Full Of Tears,Gladys Knight And The Pips,70,62,4
63,1962-01-06,Multiplication,Bobby Darin,83,63,3
64,1962-01-06,She's Everything (I Wanted You To Be),Ral Donner,76,64,2
65,1962-01-06,Let's Twist Again,Chubby Checker,29,8,19
66,1962-01-06,"Turn Around, Look At Me",Glen Campbell,62,62,8
67,1962-01-06,Just Got To Know,Jimmy McCracklin,75,67,4
68,1962-01-06,Fool #1,Brenda Lee,28,3,14
69,1962-01-06,Walkin' With My Angel,Bobby Vee,74,69,6
70,1962-01-06,Soothe Me,Sims Twins,53,42,8
71,1962-01-06,It Will Stand,The Showmen,78,67,8
72,1962-01-06,I Understand (Just How You Feel),The G-Clefs,38,9,16
73,1962-01-06,Alvin's Harmonica,David Seville And The Chipmunks,84,3,14
74,1962-01-06,Unsquare Dance,The Dave Brubeck Quartet,82,74,5
75,1962-01-06,Language Of Love,John D. Loudermilk,59,32,9
76,1962-01-06,Please Come Home For Christmas,Charles Brown,85,76,2
77,1962-01-06,Let's Go Trippin',Dick Dale and The Del-Tones,86,77,6
78,1962-01-06,Tuff,Ace Cannon,92,78,2
79,1962-01-06,The Majestic,Dion,54,36,5
80,1962-01-06,I Could Have Loved You So Well,Ray Peterson,89,80,3
81,1962-01-06,Twistin' All Night Long,Danny & The Juniors with Freddy Cannon,,,
82,1962-01-06,Go On Home,Patti Page,91,82,2
83,1962-01-06,Smoky Places,"The Corsairs Featuring Jay ""Bird"" Uzzell",95,83,2
84,1962-01-06,Tears From An Angel,Troy Shondell,96,84,2
85,1962-01-06,Pop Goes The Weasel,Anthony Newley,87,85,3
86,1962-01-06,Lost Someone,James Brown And The Famous Flames,90,86,3
87,1962-01-06,Room Full Of Tears,The Drifters,72,72,3
88,1962-01-06,Maria,Johnny Mathis,,78,7
89,1962-01-06,I Need Some One,The Belmonts,98,89,2
90,1962-01-06,It's All Because,Linda Scott,70,50,8
91,1962-01-06,Crazy,Patsy Cline,57,9,11
92,1962-01-06,Pushin' Your Luck,Sleepy King,93,92,3
93,1962-01-06,The Twist,Ernie Freeman,,,
94,1962-01-06,The Waltz You Saved For Me,Ferlin Husky,,,
95,1962-01-06,Let Me In,The Sensations,,,
96,1962-01-06,The Little Drummer Boy,The Jack Halloran Singers,,,
97,1962-01-06,That's My Pa,Sheb Wooley,,,
98,1962-01-06,Searching,Jack Eubanks,,83,3
99,1962-01-06,Motorcycle,Tico And The Triumphs,,,
100,1962-01-06,Drown In My Own Tears,Don Shirley,,,
1,1962-01-13,The Twist,Chubby Checker,2,1,27
2,1962-01-13,The Lion Sleeps Tonight,The Tokens,1,1,9
3,1962-01-13,Peppermint Twist - Part I,Joey Dee & the Starliters,4,3,8
4,1962-01-13,Can't Help Falling In Love,Elvis Presley With The Jordanaires,5,4,6
5,1962-01-13,I Know (You Don't Love Me No More),Barbara George,15,5,9
6,1962-01-13,"Happy Birthday, Sweet Sixteen",Neil Sedaka,6,6,9
7,1962-01-13,Walk On By,Leroy Van Dyke,8,5,11
8,1962-01-13,Run To Him,Bobby Vee,3,2,9
9,1962-01-13,Unchain My Heart,Ray Charles and his Orchestra,10,9,7
10,1962-01-13,When The Boy In Your Arms (Is The Boy In Your Heart),Connie Francis,11,10,8
11,1962-01-13,Goodbye Cruel World,James Darren,7,3,13
12,1962-01-13,When I Fall In Love,The Lettermen,9,9,8
13,1962-01-13,Please Mr. Postman,The Marvelettes,13,1,19
14,1962-01-13,Let There Be Drums,Sandy Nelson,17,7,11
15,1962-01-13,Revenge,Brook Benton,18,15,8
16,1962-01-13,Baby It's You,The Shirelles,34,16,4
17,1962-01-13,Norman,Sue Thompson,46,17,6
18,1962-01-13,A Little Bitty Tear,Burl Ives,28,18,4
19,1962-01-13,Cotton Fields,The Highwaymen,32,19,7
20,1962-01-13,The Wanderer,Dion,30,20,6
21,1962-01-13,Town Without Pity,Gene Pitney,24,21,11
22,1962-01-13,'Til,The Angels,14,14,12
23,1962-01-13,Jingle Bell Rock,Bobby Rydell/Chubby Checker,21,21,5
24,1962-01-13,Gypsy Woman,The Impressions,25,20,13
25,1962-01-13,There's No Other (Like My Baby),The Crystals,20,20,8
26,1962-01-13,I Don't Know Why,Linda Scott,16,12,11
27,1962-01-13,If You Gotta Make A Fool Of Somebody,James Ray,29,27,8
28,1962-01-13,Small Sad Sam,Phil McLean,44,28,6
29,1962-01-13,Funny How Time Slips Away,Jimmy Elledge,31,29,9
30,1962-01-13,Jambalaya (On The Bayou),Fats Domino,33,30,5
31,1962-01-13,Rock-A-Hula Baby,Elvis Presley With The Jordanaires,23,23,6
32,1962-01-13,Moon River,Henry Mancini And His Orchestra,19,11,14
33,1962-01-13,Dear Lady Twist,Gary U.S. Bonds,48,33,5
34,1962-01-13,Moon River,Jerry Butler,27,11,14
35,1962-01-13,Johnny Will,Pat Boone,37,35,9
36,1962-01-13,Irresistible You,Bobby Darin,53,36,5
37,1962-01-13,Let's Twist Again,Chubby Checker,65,8,20
