,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,1964-01-04,There! I've Said It Again,Bobby Vinton,2,1,6
2,1964-01-04,Louie Louie,The Kingsmen,3,2,9
3,1964-01-04,Dominique,The Singing Nun (Soeur Sourire),1,1,9
4,1964-01-04,Since I Fell For You,Lenny Welch,4,4,11
5,1964-01-04,Forget Him,Bobby Rydell,7,5,9
6,1964-01-04,Popsicles And Icicles,The Murmaids,8,6,7
7,1964-01-04,Talk Back Trembling Lips,Johnny Tillotson,9,7,9
8,1964-01-04,Quicksand,Martha & The Vandellas,12,8,7
9,1964-01-04,The Nitty Gritty,Shirley Ellis,13,9,8
10,1964-01-04,Midnight Mary,Joey Powers,11,10,9
11,1964-01-04,You Don't Have To Be A Baby To Cry,The Caravelles,5,3,10
12,1964-01-04,Drip Drop,Dion Di Muci,6,6,8
13,1964-01-04,Surfin' Bird,The Trashmen,21,13,5
14,1964-01-04,As Usual,Brenda Lee,20,14,4
15,1964-01-04,Wives And Lovers,Jack Jones,15,15,10
16,1964-01-04,Pretty Paper,Roy Orbison,19,16,4
17,1964-01-04,Drag City,Jan & Dean,24,17,5
18,1964-01-04,Be True To Your School,The Beach Boys,10,6,10
19,1964-01-04,Whispering,Nino Tempo & April Stevens,37,19,3
20,1964-01-04,The Boy Next Door,The Secrets,18,18,9
21,1964-01-04,I'm Leaving It Up To You,Dale & Grace,16,1,14
22,1964-01-04,Loddy Lo,Chubby Checker,14,12,10
23,1964-01-04,Kansas City,Trini Lopez,25,23,8
24,1964-01-04,Can I Get A Witness,Marvin Gaye,22,22,12
25,1964-01-04,Everybody,Tommy Roe,17,3,13
26,1964-01-04,That Lucky Old Sun,Ray Charles,32,26,5
27,1964-01-04,Turn Around,Dick and DeeDee,30,27,7
28,1964-01-04,When The Lovelight Starts Shining Through His Eyes,The Supremes,40,28,6
29,1964-01-04,For Your Precious Love,Garnet Mimms & The Enchanters,31,29,7
30,1964-01-04,Have You Heard,The Duprees featuring Joey Vann,23,18,9
31,1964-01-04,Somewhere,The Tymes,42,31,5
32,1964-01-04,Anyone Who Had A Heart,Dionne Warwick,64,32,5
33,1964-01-04,Out Of Limits,The Marketts,38,33,5
34,1964-01-04,Need To Belong,Jerry Butler,39,34,7
35,1964-01-04,Hey Little Cobra,The Rip Chords,46,35,4
36,1964-01-04,I Have A Boyfriend,The Chiffons,41,36,8
37,1964-01-04,In My Room,The Beach Boys,27,23,10
38,1964-01-04,Stewball,"Peter, Paul & Mary",35,35,6
39,1964-01-04,I Gotta Dance To Keep From Crying,The Miracles,45,39,7
40,1964-01-04,Daisy Petal Pickin',Jimmy Gilmer And The Fireballs,52,40,4
41,1964-01-04,For You,Rick Nelson,61,41,2
42,1964-01-04,"Baby, I Love You",The Ronettes,63,42,3
43,1964-01-04,Wonderful Summer,Robin Ward,26,14,10
44,1964-01-04,Hooka Tooka,Chubby Checker,55,44,5
45,1964-01-04,Tra La La La Suzy,Dean And Jean,49,40,10
46,1964-01-04,Baby Don't You Weep,Garnet Mimms & The Enchanters,36,30,8
47,1964-01-04,The Marvelous Toy,The Chad Mitchell Trio,56,47,6
48,1964-01-04,Girls Grow Up Faster Than Boys,The Cookies,51,48,6
49,1964-01-04,You Don't Own Me,Lesley Gore,72,49,2
50,1964-01-04,Walking The Dog,Rufus Thomas,29,10,14
51,1964-01-04,As Long As I Know He's Mine,The Marvelettes,58,47,9
52,1964-01-04,Bad Girl,Neil Sedaka,33,33,8
53,1964-01-04,Long Tall Texan,Murry Kellum,53,51,9
54,1964-01-04,She's A Fool,Lesley Gore,28,5,15
55,1964-01-04,I Can't Stop Talking About You,Steve & Eydie,67,55,3
56,1964-01-04,It's All In The Game,Cliff Richard,60,56,5
57,1964-01-04,Today's Teardrops,Rick Nelson,59,57,6
58,1964-01-04,"Um, Um, Um, Um, Um, Um",Major Lance,,,
59,1964-01-04,Misery,The Dynamics,54,44,10
