,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,1996-01-06,One Sweet Day,Mariah Carey & Boyz II Men,1,1,6
2,1996-01-06,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,2,1,7
3,1996-01-06,Hey Lover,LL Cool J,3,3,8
4,1996-01-06,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,4,1,21
5,1996-01-06,Diggin' On You,TLC,5,5,8
6,1996-01-06,Free As A Bird,The Beatles,10,6,2
7,1996-01-06,Breakfast At Tiffany's,Deep Blue Something,8,7,21
8,1996-01-06,Fantasy,Mariah Carey,6,1,15
9,1996-01-06,Before You Walk Out Of My Life/Like This And Like That,Monica,7,7,12
10,1996-01-06,Name,Goo Goo Dolls,9,8,13
11,1996-01-06,Missing,Everything But The Girl,12,11,22
12,1996-01-06,You'll See,Madonna,11,6,5
13,1996-01-06,One Of Us,Joan Osborne,15,13,5
14,1996-01-06,I Got Id/Long Road,Pearl Jam,13,7,3
15,1996-01-06,You Remind Me Of Something,R. Kelly,16,4,8
16,1996-01-06,Runaway,Janet Jackson,14,3,17
17,1996-01-06,Beautiful Life,Ace Of Base,17,15,9
18,1996-01-06,Tell Me,Groove Theory,18,5,20
19,1996-01-06,Tonite's Tha Night,Kris Kross,21,19,5
20,1996-01-06,Anything,3T,24,20,14
21,1996-01-06,Soon As I Get Home,Faith Evans,22,21,5
22,1996-01-06,Bullet With Butterfly Wings,The Smashing Pumpkins,26,22,9
23,1996-01-06,Back For Good,Take That,19,7,22
24,1996-01-06,Too Hot,Coolio,35,24,5
25,1996-01-06,As I Lay Me Down,Sophie B. Hawkins,20,6,32
26,1996-01-06,Be My Lover,La Bouche,32,26,9
27,1996-01-06,Time,Hootie & The Blowfish,27,27,9
28,1996-01-06,Only Wanna Be With You,Hootie & The Blowfish,23,6,23
29,1996-01-06,Who Can I Run To,Xscape,28,8,13
30,1996-01-06,Kiss From A Rose,Seal,25,1,29
31,1996-01-06,Love U 4 Life,Jodeci,33,31,10
32,1996-01-06,Dreaming Of You,Selena,30,22,11
33,1996-01-06,Set U Free,Planet Soul,34,29,12
34,1996-01-06,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,46,34,2
35,1996-01-06,Carnival,Natalie Merchant,29,10,23
36,1996-01-06,Roll To Me,Del Amitri,31,10,27
37,1996-01-06,No One Else,Total,43,37,4
38,1996-01-06,Blessed,Elton John,38,34,10
39,1996-01-06,Hook,Blues Traveler,39,39,14
40,1996-01-06,The World I Know,Collective Soul,40,40,8
41,1996-01-06,Wonder,Natalie Merchant,41,41,5
42,1996-01-06,"Natural One (From ""Kids"")",Folk Implosion,42,42,5
43,1996-01-06,Run-Around,Blues Traveler,36,8,42
44,1996-01-06,I'd Lie For You (And That's The Truth),Meat Loaf,37,13,12
45,1996-01-06,Just Tah Let U Know,Eazy-E,47,45,3
46,1996-01-06,I Remember,Boyz II Men,56,46,6
47,1996-01-06,Nobody Knows,The Tony Rich Project,49,47,4
48,1996-01-06,Waterfalls,TLC,44,1,31
49,1996-01-06,December,Collective Soul,45,20,35
50,1996-01-06,Get Together,Big Mountain,50,50,4
51,1996-01-06,Cell Therapy,Goodie Mob,51,39,13
52,1996-01-06,We Got It,Immature (Featuring Smooth),65,52,5
53,1996-01-06,Cruisin',D'Angelo,53,53,10
54,1996-01-06,Danger,Blahzay Blahzay,54,46,14
55,1996-01-06,"I Like It, I Love It",Tim McGraw,66,25,20
56,1996-01-06,You Are Not Alone,Michael Jackson,57,1,19
57,1996-01-06,Pretty Girl,Jon B,52,25,19
58,1996-01-06,Where Ever You Are,Terry Ellis,55,52,10
59,1996-01-06,Ridin' Low,L.A.D.,60,59,8
60,1996-01-06,Comedown,Bush,61,30,19
61,1996-01-06,Brokenhearted,Brandy,63,9,18
62,1996-01-06,I'll Be There For You/This House Is Not A Home,The Rembrandts,58,17,15
63,1996-01-06,Let's Play House,Tha Dogg Pound Featuring Michel'le,,,
64,1996-01-06,East 1999,Bone Thugs-N-Harmony,76,64,5
65,1996-01-06,Do You Sleep?,Lisa Loeb & Nine Stories,62,18,16
66,1996-01-06,I Will Remember You (Live),Sarah McLachlan,67,66,9
67,1996-01-06,When Love & Hate Collide,Def Leppard,59,59,6
68,1996-01-06,Come With Me,Shai,64,43,17
69,1996-01-06,Macarena (Bayside Boys Mix),Los Del Rio,68,45,19
70,1996-01-06,"I Miss You (Come Back Home) (From ""New York Undercover"")",Monifah,69,66,11
71,1996-01-06,Sexual Healing,Max-A-Million,70,60,10
72,1996-01-06,Throw Your Hands Up,L.V.,71,65,8
73,1996-01-06,Hooked On You,Silk,74,54,10
74,1996-01-06,(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,Shania Twain,81,74,10
75,1996-01-06,Hurricane,The Click,77,63,9
76,1996-01-06,Incarcerated Scarfaces/Ice Cream,Raekwon,72,37,13
77,1996-01-06,It Matters To Me,Faith Hill,87,77,3
78,1996-01-06,Just A Girl,No Doubt,78,78,4
79,1996-01-06,Runnin',The Pharcyde,75,55,12
80,1996-01-06,Ain't Nuthin' But A She Thing,Salt-N-Pepa,82,38,12
81,1996-01-06,Boom Boom Boom,The Outhere Brothers,80,65,15
82,1996-01-06,Magic Carpet Ride,The Mighty Dub Katz,73,58,13
83,1996-01-06,Rosealia,Better Than Ezra,79,71,7
84,1996-01-06,Fast Life,Kool G Rap,84,74,6
85,1996-01-06,Throw Your Set In The Air,Cypress Hill,83,45,13
86,1996-01-06,Where Do U Want Me To Put It,Solo,,,
87,1996-01-06,Fu-Gee-La,Fugees,89,87,2
88,1996-01-06,A Mover La Colita,Artie The 1 Man Party,91,65,15
89,1996-01-06,Solitude,Edwin McCain,88,72,14
90,1996-01-06,Sentimental,Deborah Cox,85,27,18
91,1996-01-06,We've Got It Goin' On,Backstreet Boys,93,69,11
92,1996-01-06,Automatic Lover (Call For Love),Real McCoy,86,52,12
93,1996-01-06,"Beware Of My Crew (From ""A Thin Line Between Love And Hate"")",L.B.C. Crew Feat. Tray D & South Sentrell,90,82,4
94,1996-01-06,Can't Be Really Gone,Tim McGraw,,,
95,1996-01-06,Sometimes I Miss You So Much (Dedicated To The Christ Consciousness),P.M. Dawn,95,95,3
96,1996-01-06,"The Riddler (From ""Batman Forever"")",Method Man,99,56,9
97,1996-01-06,1st Of Tha Month,Bone Thugs-N-Harmony,96,14,20
98,1996-01-06,You Put A Move On My Heart,Quincy Jones Introducing Tamia,98,98,2
99,1996-01-06,East Side Rendezvous,Frost,92,73,10
100,1996-01-06,Cold World,Genius/GZA Featuring Inspektah Deck,97,97,2
1,1996-01-13,One Sweet Day,Mariah Carey & Boyz II Men,1,1,7
2,1996-01-13,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,2,1,8
3,1996-01-13,Hey Lover,LL Cool J,3,3,9
4,1996-01-13,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,4,1,22
5,1996-01-13,Diggin' On You,TLC,5,5,9
6,1996-01-13,Breakfast At Tiffany's,Deep Blue Something,7,6,22
7,1996-01-13,Fantasy,Mariah Carey,8,1,16
8,1996-01-13,Before You Walk Out Of My Life/Like This And Like That,Monica,9,7,13
9,1996-01-13,Name,Goo Goo Dolls,10,8,14
10,1996-01-13,Missing,Everything But The Girl,11,10,23
11,1996-01-13,You'll See,Madonna,12,6,6
12,1996-01-13,One Of Us,Joan Osborne,13,12,6
13,1996-01-13,Runaway,Janet Jackson,16,3,18
14,1996-01-13,You Remind Me Of Something,R. Kelly,15,4,9
15,1996-01-13,Free As A Bird,The Beatles,6,6,3
16,1996-01-13,I Got Id/Long Road,Pearl Jam,14,7,4
17,1996-01-13,Beautiful Life,Ace Of Base,17,15,10
18,1996-01-13,Tell Me,Groove Theory,18,5,21
19,1996-01-13,Tonite's Tha Night,Kris Kross,19,19,6
20,1996-01-13,Anything,3T,20,20,15
21,1996-01-13,Soon As I Get Home,Faith Evans,21,21,6
22,1996-01-13,Back For Good,Take That,23,7,23
23,1996-01-13,Only Wanna Be With You,Hootie & The Blowfish,28,6,24
24,1996-01-13,Too Hot,Coolio,24,24,6
25,1996-01-13,Be My Lover,La Bouche,26,25,10
26,1996-01-13,As I Lay Me Down,Sophie B. Hawkins,25,6,33
27,1996-01-13,Time,Hootie & The Blowfish,27,27,10
28,1996-01-13,Bullet With Butterfly Wings,The Smashing Pumpkins,22,22,10
29,1996-01-13,Kiss From A Rose,Seal,30,1,30
30,1996-01-13,Set U Free,Planet Soul,33,29,13
31,1996-01-13,Love U 4 Life,Jodeci,31,31,11
32,1996-01-13,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,34,32,3
33,1996-01-13,Carnival,Natalie Merchant,35,10,24
34,1996-01-13,Roll To Me,Del Amitri,36,10,28
35,1996-01-13,Dreaming Of You,Selena,32,22,12
36,1996-01-13,Who Can I Run To,Xscape,29,8,14
37,1996-01-13,No One Else,Total,37,37,5
38,1996-01-13,Nobody Knows,The Tony Rich Project,47,38,5
39,1996-01-13,The World I Know,Collective Soul,40,39,9
40,1996-01-13,"Natural One (From ""Kids"")",Folk Implosion,42,40,6
41,1996-01-13,Wonder,Natalie Merchant,41,41,6
42,1996-01-13,Run-Around,Blues Traveler,43,8,43
43,1996-01-13,Hook,Blues Traveler,39,39,15
44,1996-01-13,Blessed,Elton John,38,34,11
45,1996-01-13,Just Tah Let U Know,Eazy-E,45,45,4
46,1996-01-13,I Remember,Boyz II Men,46,46,7
47,1996-01-13,I'd Lie For You (And That's The Truth),Meat Loaf,44,13,13
48,1996-01-13,December,Collective Soul,49,20,36
