,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,1997-01-04,Un-Break My Heart,Toni Braxton,1,1,11
2,1997-01-04,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,2,2,4
3,1997-01-04,Don't Let Go (Love),En Vogue,3,3,9
4,1997-01-04,No Diggity,BLACKstreet (Featuring Dr. Dre),4,1,13
5,1997-01-04,Nobody,Keith Sweat Featuring Athena Cage,5,3,14
6,1997-01-04,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,7,6,2
7,1997-01-04,Mouth,Merril Bainbridge,6,4,18
8,1997-01-04,I'm Still In Love With You,New Edition,9,8,9
9,1997-01-04,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,10,8,7
10,1997-01-04,Macarena (Bayside Boys Mix),Los Del Rio,12,1,55
11,1997-01-04,It's All Coming Back To Me Now,Celine Dion,8,2,21
12,1997-01-04,Pony,Ginuwine,11,6,18
13,1997-01-04,"Fly Like An Eagle (From ""Space Jam"")",Seal,17,13,3
14,1997-01-04,"Last Night (From ""The Nutty Professor"")",Az Yet,16,9,20
15,1997-01-04,When You Love A Woman,Journey,15,12,11
16,1997-01-04,If It Makes You Happy,Sheryl Crow,14,11,16
17,1997-01-04,Where Do You Go,No Mercy,13,5,27
18,1997-01-04,What Kind Of Man Would I Be,Mint Condition,19,17,18
19,1997-01-04,No Time,Lil' Kim Featuring Puff Daddy,20,19,9
20,1997-01-04,I Love You Always Forever,Donna Lewis,18,2,29
21,1997-01-04,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",21,6,11
22,1997-01-04,Falling,Montell Jordan,22,18,14
23,1997-01-04,Street Dreams,Nas,27,23,9
24,1997-01-04,"You Must Love Me (From ""Evita"")",Madonna,28,18,8
25,1997-01-04,Twisted,Keith Sweat,23,2,29
26,1997-01-04,Cold Rock A Party,MC Lyte,31,26,6
27,1997-01-04,"Tell Me (From ""Eddie"")",Dru Hill,24,18,19
28,1997-01-04,Foolish Games/You Were Meant For Me,Jewel,33,28,6
29,1997-01-04,Change The World,Eric Clapton,25,5,25
30,1997-01-04,This Is Your Night,Amber,26,25,30
31,1997-01-04,Ooh Aah... Just A Little Bit,Gina G,34,31,6
32,1997-01-04,You're Makin' Me High/Let It Flow,Toni Braxton,30,1,31
33,1997-01-04,Come See Me,112,39,33,9
34,1997-01-04,Between You And Me,dc Talk,29,29,8
35,1997-01-04,Steelo,702,36,32,17
36,1997-01-04,ATLiens,OutKast,40,36,6
37,1997-01-04,Counting Blue Cars,Dishwalla,32,15,40
38,1997-01-04,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,41,33,9
39,1997-01-04,Key West Intermezzo (I Saw You First),John Mellencamp,35,14,19
40,1997-01-04,You Learn/You Oughta Know,Alanis Morissette,37,6,24
41,1997-01-04,"Space Jam (From ""Space Jam"")",Quad City DJ's,56,41,3
42,1997-01-04,When You're Gone/Free To Decide,The Cranberries,44,42,7
43,1997-01-04,Let's Make A Night To Remember,Bryan Adams,42,24,19
44,1997-01-04,Bow Down,Westside Connection,45,21,15
45,1997-01-04,My Boo,Ghost Town DJ's,38,31,27
46,1997-01-04,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound,47,46,4
47,1997-01-04,Thirty-Three,The Smashing Pumpkins,49,47,6
48,1997-01-04,Loungin,LL Cool J,43,3,27
49,1997-01-04,Knocks Me Off My Feet,Donell Jones,51,49,10
50,1997-01-04,"Missing You (From ""Set It Off"")","Brandy, Tamia, Gladys Knight & Chaka Khan",54,25,20
51,1997-01-04,If Your Girl Only Knew,Aaliyah,53,11,19
52,1997-01-04,Without Love,Donna Lewis,52,52,4
53,1997-01-04,I Like It,The Blackout Allstars,59,53,5
54,1997-01-04,I'm Not Giving You Up,Gloria Estefan,57,54,5
55,1997-01-04,If We Fall In Love Tonight,Rod Stewart,55,55,8
56,1997-01-04,It's Your Body,Johnny Gill Featuring Roger Troutman,63,56,4
57,1997-01-04,Macarena Christmas,Los Del Rio,66,57,3
58,1997-01-04,Little Bitty,Alan Jackson,60,58,8
59,1997-01-04,When Boy Meets Girl,Total,61,50,11
60,1997-01-04,"How Could You (From ""Bulletproof"")",K-Ci & JoJo,58,53,8
61,1997-01-04,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",LL Cool J,98,61,2
62,1997-01-04,Barely Breathing,Duncan Sheik,62,62,6
63,1997-01-04,Desperately Wanting,Better Than Ezra,64,63,3
64,1997-01-04,I Fell In Love,Rockell,65,64,9
65,1997-01-04,Sittin' On Top Of The World,Da Brat,67,30,13
66,1997-01-04,Hero Of The Day,Metallica,73,66,9
67,1997-01-04,"Bohemian Rhapsody (From ""High School High"")",The Braids,68,42,12
68,1997-01-04,The Moment,Kenny G,69,63,8
69,1997-01-04,Naked Eye,Luscious Jackson,79,69,3
70,1997-01-04,Sugar Honey Ice Tea,Goodfellaz,78,70,4
71,1997-01-04,Hit Me Off,New Edition,87,3,19
72,1997-01-04,Jellyhead,Crush,72,72,21
73,1997-01-04,Bittersweet Me,R.E.M.,70,46,8
74,1997-01-04,Let's Ride,Richie Rich,74,74,6
75,1997-01-04,God Bless The Child,Shania Twain,80,75,2
76,1997-01-04,Tonight Is The Night,Le Click,76,75,18
77,1997-01-04,Nowhere To Go,Melissa Etheridge,77,40,13
78,1997-01-04,Every Light In The House,Trace Adkins,86,78,7
79,1997-01-04,Friends,John Michael Montgomery,89,79,2
80,1997-01-04,I Can Make It Better,Luther Vandross,83,80,3
81,1997-01-04,At Night I Pray,Wild Orchid,81,63,15
82,1997-01-04,All I Want,Susanna Hoffs,82,82,6
83,1997-01-04,I Luv U Baby,The Original,71,66,12
84,1997-01-04,Da' Dip,Freak Nasty,,,
85,1997-01-04,One And One,Robert Miles Featuring Maria Nayler,88,54,14
86,1997-01-04,"That Thing You Do! (From ""That Thing You Do!"")",The Wonders,85,41,13
87,1997-01-04,"What's Love Got To Do With It (From ""Supercop"")",Warren G Featuring Adina Howard,91,32,16
88,1997-01-04,Leavin',The Tony Rich Project,92,88,5
89,1997-01-04,Dance Into The Light,Phil Collins,84,45,11
90,1997-01-04,Luchini aka (This Is It),Camp Lo,,,
91,1997-01-04,Music Makes Me High,Lost Boyz,100,51,14
92,1997-01-04,Get Up,Lost Boyz,,,
93,1997-01-04,Floatin' On Your Love,The Isley Brothers Featuring Angela Winbush,75,47,15
94,1997-01-04,Let's Get The Mood Right,Johnny Gill,93,53,16
95,1997-01-04,Lady,Mista,,,
96,1997-01-04,You Don't Have To Love Me,Monifah,,,
97,1997-01-04,You Can Make History (Young Again),Elton John,90,70,11
98,1997-01-04,The Sound Of My Tears,Deborah Cox,,,
99,1997-01-04,Birmingham,Amanda Marshall,94,43,15
100,1997-01-04,That's How It Is (It's Like That),Redman Featuring K-Solo,95,95,2
1,1997-01-11,Un-Break My Heart,Toni Braxton,1,1,12
2,1997-01-11,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,2,2,5
3,1997-01-11,Don't Let Go (Love),En Vogue,3,3,10
4,1997-01-11,Nobody,Keith Sweat Featuring Athena Cage,5,3,15
5,1997-01-11,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,6,5,3
6,1997-01-11,No Diggity,BLACKstreet (Featuring Dr. Dre),4,1,14
7,1997-01-11,I'm Still In Love With You,New Edition,8,7,10
8,1997-01-11,Mouth,Merril Bainbridge,7,4,19
9,1997-01-11,"Last Night (From ""The Nutty Professor"")",Az Yet,14,9,21
10,1997-01-11,It's All Coming Back To Me Now,Celine Dion,11,2,22
11,1997-01-11,Macarena (Bayside Boys Mix),Los Del Rio,10,1,56
12,1997-01-11,"Fly Like An Eagle (From ""Space Jam"")",Seal,13,12,4
13,1997-01-11,Pony,Ginuwine,12,6,19
14,1997-01-11,When You Love A Woman,Journey,15,12,12
15,1997-01-11,If It Makes You Happy,Sheryl Crow,16,11,17
16,1997-01-11,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,9,8,8
17,1997-01-11,Where Do You Go,No Mercy,17,5,28
18,1997-01-11,No Time,Lil' Kim Featuring Puff Daddy,19,18,10
19,1997-01-11,What Kind Of Man Would I Be,Mint Condition,18,17,19
20,1997-01-11,I Love You Always Forever,Donna Lewis,20,2,30
21,1997-01-11,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",21,6,12
22,1997-01-11,Street Dreams,Nas,23,22,10
23,1997-01-11,"You Must Love Me (From ""Evita"")",Madonna,24,18,9
24,1997-01-11,Cold Rock A Party,MC Lyte,26,24,7
25,1997-01-11,Foolish Games/You Were Meant For Me,Jewel,28,25,7
26,1997-01-11,Twisted,Keith Sweat,25,2,30
27,1997-01-11,Falling,Montell Jordan,22,18,15
28,1997-01-11,"Tell Me (From ""Eddie"")",Dru Hill,27,18,20
29,1997-01-11,You're Makin' Me High/Let It Flow,Toni Braxton,32,1,32
30,1997-01-11,Ooh Aah... Just A Little Bit,Gina G,31,30,7
31,1997-01-11,Change The World,Eric Clapton,29,5,26
32,1997-01-11,This Is Your Night,Amber,30,25,31
33,1997-01-11,Come See Me,112,33,33,10
34,1997-01-11,Steelo,702,35,32,18
35,1997-01-11,ATLiens,OutKast,36,35,7
36,1997-01-11,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,38,33,10
37,1997-01-11,"Space Jam (From ""Space Jam"")",Quad City DJ's,41,37,4
38,1997-01-11,When You're Gone/Free To Decide,The Cranberries,42,38,8
39,1997-01-11,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound,46,39,5
40,1997-01-11,You Learn/You Oughta Know,Alanis Morissette,40,6,25
41,1997-01-11,Bow Down,Westside Connection,44,21,16
42,1997-01-11,Counting Blue Cars,Dishwalla,37,15,41
43,1997-01-11,Key West Intermezzo (I Saw You First),John Mellencamp,39,14,20
44,1997-01-11,Between You And Me,dc Talk,34,29,9
45,1997-01-11,Thirty-Three,The Smashing Pumpkins,47,45,7
46,1997-01-11,Let's Make A Night To Remember,Bryan Adams,43,24,20
47,1997-01-11,Loungin,LL Cool J,48,3,28
48,1997-01-11,My Boo,Ghost Town DJ's,45,31,28
49,1997-01-11,Knocks Me Off My Feet,Donell Jones,49,49,11
50,1997-01-11,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",LL Cool J,61,50,3
51,1997-01-11,If Your Girl Only Knew,Aaliyah,51,11,20
52,1997-01-11,Without Love,Donna Lewis,52,52,5
53,1997-01-11,I Like It,The Blackout Allstars,53,53,6
54,1997-01-11,I'm Not Giving You Up,Gloria Estefan,54,54,6
55,1997-01-11,It's Your Body,Johnny Gill Featuring Roger Troutman,56,55,5
56,1997-01-11,When Boy Meets Girl,Total,59,50,12
57,1997-01-11,"How Could You (From ""Bulletproof"")",K-Ci & JoJo,60,53,9
58,1997-01-11,Barely Breathing,Duncan Sheik,62,58,7
59,1997-01-11,Desperately Wanting,Better Than Ezra,63,59,4
60,1997-01-11,Hero Of The Day,Metallica,66,60,10
