,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,1986-01-04,"Say You, Say Me",Lionel Richie,1,1,9
2,1986-01-04,Party All The Time,Eddie Murphy,2,2,14
3,1986-01-04,Alive & Kicking,Simple Minds,3,3,12
4,1986-01-04,That's What Friends Are For,Dionne & Friends,4,4,9
5,1986-01-04,I Miss You,Klymaxx,5,5,17
6,1986-01-04,Small Town,John Mellencamp,6,6,10
7,1986-01-04,Broken Wings,Mr. Mister,7,1,16
8,1986-01-04,Separate Lives,Phil Collins and Marilyn Martin,8,1,14
9,1986-01-04,Tonight She Comes,The Cars,9,9,10
10,1986-01-04,Election Day,Arcadia,10,6,11
11,1986-01-04,Talk To Me,Stevie Nicks,11,11,8
12,1986-01-04,Sleeping Bag,ZZ Top,12,8,12
13,1986-01-04,Walk Of Life,Dire Straits,13,13,10
14,1986-01-04,Perfect Way,Scritti Politti,14,11,18
15,1986-01-04,Burning Heart,Survivor,15,15,10
16,1986-01-04,My Hometown,Bruce Springsteen,16,16,5
17,1986-01-04,Love Is The Seventh Wave,Sting,17,17,9
18,1986-01-04,Emergency,Kool & The Gang,18,18,11
19,1986-01-04,It's Only Love,Bryan Adams/Tina Turner,19,19,7
20,1986-01-04,I'm Your Man,Wham!,20,20,6
21,1986-01-04,Conga,Miami Sound Machine,21,21,12
22,1986-01-04,Go Home,Stevie Wonder,22,22,7
23,1986-01-04,You're A Friend Of Mine,Clarence Clemons & Jackson Browne,23,23,11
24,1986-01-04,Spies Like Us,Paul McCartney,24,24,7
25,1986-01-04,Never,Heart,25,4,17
26,1986-01-04,We Built This City,Starship,26,1,18
27,1986-01-04,Goodbye,Night Ranger,27,27,9
28,1986-01-04,Everybody Dance,Ta Mara & The Seen,28,28,13
29,1986-01-04,Object Of My Desire,Starpoint,29,25,15
30,1986-01-04,Sidewalk Talk,Jellybean Featuring Catherine Buchanan,30,30,8
31,1986-01-04,"When The Going Gets Tough, The Tough Get Going",Billy Ocean,31,31,6
32,1986-01-04,Sex As A Weapon,Pat Benatar,32,32,7
33,1986-01-04,Face The Face,Pete Townshend,33,33,9
34,1986-01-04,Who's Zoomin' Who,Aretha Franklin,34,7,15
35,1986-01-04,Wrap Her Up,Elton John,35,20,11
36,1986-01-04,How Will I Know,Whitney Houston,36,36,5
37,1986-01-04,A Love Bizarre,Sheila E.,37,37,8
38,1986-01-04,The Sweetest Taboo,Sade,38,38,7
39,1986-01-04,Everything In My Heart,Corey Hart,39,39,6
40,1986-01-04,Lay Your Hands On Me,Thompson Twins,40,6,16
41,1986-01-04,Sun City,Artists United Against Apartheid,41,38,10
42,1986-01-04,Sisters Are Doin' It For Themselves,Eurythmics & Aretha Franklin,42,18,12
43,1986-01-04,The Sun Always Shines on T.V.,a-ha,43,43,6
44,1986-01-04,Living In America,James Brown,44,44,5
45,1986-01-04,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,45,45,12
46,1986-01-04,Life In A Northern Town,The Dream Academy,46,46,6
47,1986-01-04,You Belong To The City,Glenn Frey,47,2,17
48,1986-01-04,The Big Money,Rush,48,48,9
49,1986-01-04,Do It For Love,Sheena Easton,49,29,11
50,1986-01-04,Kyrie,Mr. Mister,50,50,3
51,1986-01-04,To Live And Die In L.A.,Wang Chung,51,41,13
52,1986-01-04,Silent Running (On Dangerous Ground),Mike + The Mechanics,52,52,7
53,1986-01-04,Go,Asia,53,53,5
54,1986-01-04,Digital Display,Ready For The World,54,54,5
55,1986-01-04,Count Me Out,New Edition,55,51,10
56,1986-01-04,Leader Of The Pack,Twisted Sister,56,56,6
57,1986-01-04,Everything Must Change,Paul Young,57,57,7
58,1986-01-04,Part-Time Lover,Stevie Wonder,58,1,18
59,1986-01-04,Too Young,Jack Wagner,59,52,11
60,1986-01-04,You Are My Lady,Freddie Jackson,60,12,18
61,1986-01-04,Miami Vice Theme,Jan Hammer,61,1,18
62,1986-01-04,He'll Never Love You (Like I Do),Freddie Jackson,62,62,4
63,1986-01-04,Somewhere,Barbra Streisand,63,63,4
64,1986-01-04,One Vision,Queen,64,64,5
65,1986-01-04,Sara,Starship,65,65,2
66,1986-01-04,Day By Day,Hooters,66,66,4
