Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1972-01-08,Brand New Key,Melanie,1.0,1.0,11.0,Melanie
2,1972-01-08,American Pie (Parts I & II),Don McLean,2.0,2.0,7.0,Don McLean
3,1972-01-08,Family Affair,Sly & The Family Stone,3.0,1.0,10.0,Sly Featuring The Family Stone
4,1972-01-08,Let's Stay Together,Al Green,14.0,4.0,6.0,Al Green
5,1972-01-08,Got To Be There,Michael Jackson,5.0,4.0,11.0,Michael Jackson
6,1972-01-08,Scorpio,Dennis Coffey & The Detroit Guitar Band,7.0,6.0,11.0,Dennis Coffey Featuring The Detroit Guitar Band
7,1972-01-08,Sunshine,Jonathan Edwards,8.0,7.0,9.0,Jonathan Edwards
8,1972-01-08,I'd Like To Teach The World To Sing (In Perfect Harmony),The New Seekers,12.0,8.0,6.0,The New Seekers
9,1972-01-08,Cherish,David Cassidy,9.0,9.0,10.0,David Cassidy
10,1972-01-08,Hey Girl/I Knew You When,Donny Osmond,10.0,10.0,7.0,Donny Osmond
11,1972-01-08,You Are Everything,The Stylistics,13.0,11.0,10.0,The Stylistics
12,1972-01-08,Sugar Daddy,Jackson 5,21.0,12.0,5.0,Jackson 5
13,1972-01-08,Clean Up Woman,Betty Wright,19.0,13.0,7.0,Betty Wright
14,1972-01-08,I'd Like To Teach The World To Sing (In Perfect Harmony),The Hillside Singers,16.0,14.0,7.0,The Hillside Singers
15,1972-01-08,One Monkey Don't Stop No Show Part I,The Honey Cone,20.0,15.0,8.0,The Honey Cone
16,1972-01-08,Day After Day,Badfinger,17.0,16.0,6.0,Badfinger
17,1972-01-08,Drowning In The Sea Of Love,Joe Simon,18.0,17.0,7.0,Joe Simon
18,1972-01-08,An Old Fashioned Love Song,Three Dog Night,4.0,4.0,9.0,Three Dog Night
19,1972-01-08,Have You Seen Her,The Chi-lites,6.0,3.0,12.0,The Chi-lites
20,1972-01-08,All I Ever Need Is You,Sonny & Cher,11.0,7.0,13.0,Sonny & Cher
21,1972-01-08,Respect Yourself,The Staple Singers,15.0,12.0,13.0,The Staple Singers
22,1972-01-08,Hey Big Brother,Rare Earth,28.0,22.0,7.0,Rare Earth
23,1972-01-08,Anticipation,Carly Simon,36.0,23.0,5.0,Carly Simon
24,1972-01-08,Never Been To Spain,Three Dog Night,43.0,24.0,3.0,Three Dog Night
25,1972-01-08,It's One Of Those Nights (Yes Love),The Partridge Family Starring Shirley Jones Featuring David Cassidy,37.0,25.0,4.0,The Partridge Family Starring Shirley Jones Featuring David Cassidy
26,1972-01-08,Once You Understand,Think,32.0,26.0,6.0,Think
27,1972-01-08,Kiss An Angel Good Mornin',Charley Pride,33.0,27.0,8.0,Charley Pride
28,1972-01-08,An American Trilogy,Mickey Newbury,26.0,26.0,10.0,Mickey Newbury
29,1972-01-08,The Witch Queen Of New Orleans,Redbone,45.0,29.0,8.0,Redbone
30,1972-01-08,"White Lies, Blue Eyes",Bullet,38.0,30.0,10.0,Bullet
31,1972-01-08,Theme From Shaft,Isaac Hayes,23.0,1.0,13.0,Isaac Hayes
32,1972-01-08,Where Did Our Love Go,Donnie Elbert,22.0,15.0,13.0,Donnie Elbert
33,1972-01-08,George Jackson,Bob Dylan,35.0,33.0,6.0,Bob Dylan
34,1972-01-08,Baby I'm - A Want You,Bread,24.0,3.0,12.0,Bread
35,1972-01-08,Levon,Elton John,40.0,35.0,4.0,Elton John
36,1972-01-08,Stones/Crunchy Granola Suite,Neil Diamond,27.0,14.0,9.0,Neil Diamond
37,1972-01-08,That's The Way I Feel About Cha,Bobby Womack & Peace,48.0,37.0,5.0,Bobby Womack Featuring Peace
38,1972-01-08,Make Me The Woman That You Go Home To,Gladys Knight And The Pips,46.0,38.0,4.0,Gladys Knight And The Pips
39,1972-01-08,Superstar (Remember How You Got Where You Are),The Temptations,30.0,18.0,10.0,The Temptations
40,1972-01-08,"Theme From ""Summer Of '42""",Peter Nero,31.0,21.0,13.0,Peter Nero
41,1972-01-08,(I Know) I'm Losing You,Rod Stewart With Faces,29.0,24.0,8.0,Rod Stewart Featuring Faces
42,1972-01-08,Black Dog,Led Zeppelin,55.0,42.0,3.0,Led Zeppelin
43,1972-01-08,Me And Bobby McGee,Jerry Lee Lewis,44.0,43.0,7.0,Jerry Lee Lewis
44,1972-01-08,Behind Blue Eyes,The Who,39.0,34.0,10.0,The Who
45,1972-01-08,Hallelujah,Sweathog,34.0,33.0,9.0,Sweathog
46,1972-01-08,Stay With Me,Faces,56.0,46.0,2.0,Faces
47,1972-01-08,My Boy,Richard Harris,50.0,47.0,8.0,Richard Harris
48,1972-01-08,Looking For A Love,The J. Geils Band,51.0,48.0,6.0,The J. Geils Band
49,1972-01-08,Can I Get A Witness,Lee Michaels,42.0,39.0,8.0,Lee Michaels
50,1972-01-08,Nothing To Hide,Tommy James,41.0,41.0,7.0,Tommy James
51,1972-01-08,Fire And Water,Wilson Pickett,66.0,51.0,3.0,Wilson Pickett
52,1972-01-08,Sour Suite,The Guess Who,52.0,52.0,7.0,The Guess Who
53,1972-01-08,Ain't Nobody Home,B.B. King,54.0,53.0,9.0,B.B. King
54,1972-01-08,Without You,Nilsson,68.0,54.0,4.0,Nilsson
55,1972-01-08,Friends With You,John Denver,53.0,47.0,10.0,John Denver
56,1972-01-08,Don't Say You Don't Remember,Beverly Bremers,67.0,56.0,4.0,Beverly Bremers
57,1972-01-08,Those Were The Days,Carroll O'Connor And Jean Stapleton (As The Bunkers),58.0,57.0,5.0,Carroll O'Connor And Jean Stapleton As The Bunkers
58,1972-01-08,Carolyn,Merle Haggard And The Strangers,59.0,58.0,6.0,Merle Haggard And The Strangers
59,1972-01-08,Daisy Mae,"Hamilton, Joe Frank & Reynolds",62.0,59.0,6.0,Hamilton Featuring Joe Frank Featuring Reynolds
60,1972-01-08,Pretty As You Feel,Jefferson Airplane,60.0,60.0,8.0,Jefferson Airplane
61,1972-01-08,Devil You,Stampeders,61.0,61.0,6.0,Stampeders
62,1972-01-08,No Sad Song,Helen Reddy,63.0,62.0,6.0,Helen Reddy
63,1972-01-08,Everybody Knows About My Good Thing Pt. 1,Little Johnny Taylor,64.0,63.0,5.0,Little Johnny Taylor
64,1972-01-08,Take It Slow (Out In The Country),Lighthouse,65.0,64.0,5.0,Lighthouse
65,1972-01-08,Satisfaction,Smokey Robinson & The Miracles,49.0,49.0,8.0,Smokey Robinson Featuring The Miracles
66,1972-01-08,Show Me How,The Emotions,76.0,66.0,7.0,The Emotions
67,1972-01-08,Precious And Few,Climax,81.0,67.0,2.0,Climax
68,1972-01-08,Superstar/Bless The Beasts And Children,Carpenters,73.0,2.0,19.0,Carpenters
69,1972-01-08,Truckin',Grateful Dead,69.0,64.0,7.0,Grateful Dead
70,1972-01-08,Way Back Home,Jr. Walker & The All Stars,74.0,70.0,5.0,Jr. Walker Featuring The All Stars
71,1972-01-08,After All This Time,Merry Clayton,72.0,71.0,5.0,Merry Clayton
72,1972-01-08,What Am I Living For,Ray Charles,80.0,72.0,3.0,Ray Charles
73,1972-01-08,The Harder I Try (The Bluer I Get),Free Movement,77.0,73.0,5.0,Free Movement
74,1972-01-08,You Make Your Own Heaven And Hell Right Here On Earth,The Undisputed Truth,83.0,74.0,4.0,The Undisputed Truth
75,1972-01-08,Tightrope Ride,The Doors,75.0,71.0,7.0,The Doors
76,1972-01-08,Love Potion Number Nine,The Coasters,78.0,76.0,5.0,The Coasters
77,1972-01-08,Keep On Keeping On,N.F. Porter,79.0,77.0,4.0,N.F. Porter
78,1972-01-08,Get Up And Get Down,The Dramatics,85.0,78.0,5.0,The Dramatics
79,1972-01-08,Under My Wheels,Alice Cooper,86.0,79.0,3.0,Alice Cooper
80,1972-01-08,Together Let's Find Love,The 5th Dimension,90.0,80.0,2.0,The 5th Dimension
81,1972-01-08,So Many People,Chase,82.0,81.0,4.0,Chase
82,1972-01-08,Bang A Gong (Get It On),T. Rex,87.0,82.0,2.0,T. Rex
83,1972-01-08,Another Puff,Jerry Reed,,,,Jerry Reed
84,1972-01-08,The Lion Sleeps Tonight,Robert John,89.0,84.0,2.0,Robert John
85,1972-01-08,Feeling Alright,Joe Cocker,,69.0,7.0,Joe Cocker
86,1972-01-08,Ain't Understanding Mellow,Jerry Butler & Brenda Lee Eager,92.0,86.0,5.0,Jerry Butler Featuring Brenda Lee Eager
87,1972-01-08,Five Hundred Miles,Heaven Bound with Tony Scotti,88.0,87.0,5.0,Heaven Bound Featuring Tony Scotti
88,1972-01-08,Do The Funky Penguin Part I,Rufus Thomas,95.0,88.0,3.0,Rufus Thomas
89,1972-01-08,Tupelo Honey,Van Morrison,99.0,89.0,2.0,Van Morrison
90,1972-01-08,Joy,Apollo featuring Tom Parker,100.0,90.0,2.0,Apollo Featuring Tom Parker
91,1972-01-08,Son Of Shaft,The Bar-Kays,91.0,91.0,3.0,The Bar-Kays
92,1972-01-08,"You Want It, You Got It",Detroit Emeralds,,,,Detroit Emeralds
93,1972-01-08,Pain (Part I),Ohio Players,98.0,93.0,3.0,Ohio Players
94,1972-01-08,Open The Door (Song For Judith),Judy Collins,94.0,94.0,4.0,Judy Collins
95,1972-01-08,Love Gonna Pack Up (And Walk Out),The Persuaders,96.0,95.0,3.0,The Persuaders
96,1972-01-08,If I Could See The Light,The 8th Day,,,,The 8th Day
97,1972-01-08,Keep Playin' That Rock 'N' Roll,Edgar Winter's White Trash,97.0,97.0,4.0,Edgar Winter's White Trash
98,1972-01-08,Floy Joy,The Supremes,,,,The Supremes
99,1972-01-08,Footstompin' Music,Grand Funk Railroad,,,,Grand Funk Railroad
100,1972-01-08,The Road We Didn't Take,Freda Payne,,,,Freda Payne
1,1972-01-15,American Pie (Parts I & II),Don McLean,2.0,1.0,8.0,Don McLean
2,1972-01-15,Brand New Key,Melanie,1.0,1.0,12.0,Melanie
3,1972-01-15,Let's Stay Together,Al Green,4.0,3.0,7.0,Al Green
4,1972-01-15,Sunshine,Jonathan Edwards,7.0,4.0,10.0,Jonathan Edwards
5,1972-01-15,Family Affair,Sly & The Family Stone,3.0,1.0,11.0,Sly Featuring The Family Stone
6,1972-01-15,Scorpio,Dennis Coffey & The Detroit Guitar Band,6.0,6.0,12.0,Dennis Coffey Featuring The Detroit Guitar Band
7,1972-01-15,I'd Like To Teach The World To Sing (In Perfect Harmony),The New Seekers,8.0,7.0,7.0,The New Seekers
8,1972-01-15,Got To Be There,Michael Jackson,5.0,4.0,12.0,Michael Jackson
9,1972-01-15,Hey Girl/I Knew You When,Donny Osmond,10.0,9.0,8.0,Donny Osmond
10,1972-01-15,Clean Up Woman,Betty Wright,13.0,10.0,8.0,Betty Wright
11,1972-01-15,You Are Everything,The Stylistics,11.0,11.0,11.0,The Stylistics
12,1972-01-15,Sugar Daddy,Jackson 5,12.0,12.0,6.0,Jackson 5
13,1972-01-15,I'd Like To Teach The World To Sing (In Perfect Harmony),The Hillside Singers,14.0,13.0,8.0,The Hillside Singers
14,1972-01-15,Day After Day,Badfinger,16.0,14.0,7.0,Badfinger
15,1972-01-15,One Monkey Don't Stop No Show Part I,The Honey Cone,15.0,15.0,9.0,The Honey Cone
16,1972-01-15,Drowning In The Sea Of Love,Joe Simon,17.0,16.0,8.0,Joe Simon
17,1972-01-15,Cherish,David Cassidy,9.0,9.0,11.0,David Cassidy
18,1972-01-15,Never Been To Spain,Three Dog Night,24.0,18.0,4.0,Three Dog Night
19,1972-01-15,An Old Fashioned Love Song,Three Dog Night,18.0,4.0,10.0,Three Dog Night
20,1972-01-15,Hey Big Brother,Rare Earth,22.0,20.0,8.0,Rare Earth
21,1972-01-15,It's One Of Those Nights (Yes Love),The Partridge Family Starring Shirley Jones Featuring David Cassidy,25.0,21.0,5.0,The Partridge Family Starring Shirley Jones Featuring David Cassidy
