Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1993-01-02,I Will Always Love You,Whitney Houston,1.0,1.0,8.0,Whitney Houston
2,1993-01-02,Rump Shaker,Wreckx-N-Effect,2.0,2.0,14.0,Wreckx-N-Effect
3,1993-01-02,If I Ever Fall In Love,Shai,3.0,2.0,12.0,Shai
4,1993-01-02,"In The Still Of The Nite (From ""The Jacksons"")",Boyz II Men,4.0,4.0,6.0,Boyz II Men
5,1993-01-02,Rhythm Is A Dancer,Snap!,6.0,5.0,21.0,Snap!
6,1993-01-02,"I'd Die Without You (From ""Boomerang"")",P.M. Dawn,5.0,3.0,17.0,P.M. Dawn
7,1993-01-02,"Saving Forever For You (From ""Beverly Hills, 90210"")",Shanice,8.0,7.0,11.0,Shanice
8,1993-01-02,Good Enough,Bobby Brown,7.0,7.0,12.0,Bobby Brown
9,1993-01-02,What About Your Friends,TLC,11.0,7.0,18.0,TLC
10,1993-01-02,Real Love,Mary J. Blige,10.0,7.0,19.0,Mary J. Blige
11,1993-01-02,Deeper And Deeper,Madonna,13.0,11.0,5.0,Madonna
12,1993-01-02,To Love Somebody,Michael Bolton,12.0,11.0,12.0,Michael Bolton
13,1993-01-02,How Do You Talk To An Angel,The Heights,9.0,1.0,14.0,The Heights
14,1993-01-02,Love Is On The Way,Saigon Kick,14.0,12.0,18.0,Saigon Kick
15,1993-01-02,When She Cries,Restless Heart,18.0,15.0,8.0,Restless Heart
16,1993-01-02,Flex,Mad Cobra,22.0,16.0,12.0,Mad Cobra
17,1993-01-02,Layla,Eric Clapton,16.0,12.0,14.0,Eric Clapton
18,1993-01-02,Little Miss Can't Be Wrong,Spin Doctors,17.0,17.0,12.0,Spin Doctors
19,1993-01-02,Do You Believe In Us,Jon Secada,15.0,13.0,15.0,Jon Secada
20,1993-01-02,Faithful,Go West,19.0,19.0,9.0,Go West
21,1993-01-02,Back To The Hotel,N2Deep,24.0,21.0,26.0,N2Deep
22,1993-01-02,Walking On Broken Glass,Annie Lennox,20.0,14.0,18.0,Annie Lennox
23,1993-01-02,7,Prince And The New Power Generation,29.0,23.0,6.0,Prince And The New Power Generation
24,1993-01-02,The Last Song,Elton John,26.0,23.0,10.0,Elton John
25,1993-01-02,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,42.0,25.0,3.0,Peabo Bryson Featuring Regina Belle
26,1993-01-02,Here We Go Again!,Portrait,31.0,26.0,8.0,Portrait
27,1993-01-02,Would I Lie To You?,Charles & Eddie,27.0,13.0,20.0,Charles & Eddie
28,1993-01-02,Where You Goin' Now,Damn Yankees,23.0,20.0,13.0,Damn Yankees
29,1993-01-02,Never A Time,Genesis,25.0,25.0,9.0,Genesis
30,1993-01-02,Drive,R.E.M.,28.0,28.0,10.0,R.E.M.
31,1993-01-02,"Give It Up, Turn It Loose",En Vogue,38.0,31.0,5.0,En Vogue
32,1993-01-02,"End Of The Road (From ""Boomerang"")",Boyz II Men,21.0,1.0,25.0,Boyz II Men
33,1993-01-02,Jump Around,House Of Pain,32.0,3.0,28.0,House Of Pain
34,1993-01-02,Walk On The Ocean,Toad The Wet Sprocket,34.0,34.0,8.0,Toad The Wet Sprocket
35,1993-01-02,I Got A Thang 4 Ya!,Lo-Key?,39.0,35.0,8.0,Lo-Key?
36,1993-01-02,Sometimes Love Just Ain't Enough,Patty Smyth,30.0,2.0,21.0,Patty Smyth
37,1993-01-02,Gangsta,Bell Biv DeVoe,41.0,30.0,8.0,Bell Biv DeVoe
38,1993-01-02,Who's Gonna Ride Your Wild Horses,U2,35.0,35.0,9.0,U2
39,1993-01-02,Slow And Sexy,Shabba Ranks (Featuring Johnny Gill),45.0,39.0,11.0,Shabba Ranks Featuring Johnny Gill
40,1993-01-02,I Wish The Phone Would Ring,Expose,33.0,28.0,10.0,Expose
41,1993-01-02,Mr. Wendal,Arrested Development,53.0,41.0,3.0,Arrested Development
42,1993-01-02,Free Your Mind,En Vogue,40.0,8.0,17.0,En Vogue
43,1993-01-02,Keep The Faith,Bon Jovi,37.0,29.0,11.0,Bon Jovi
44,1993-01-02,"Love Shoulda Brought You Home (From ""Boomerang"")",Toni Braxton,46.0,44.0,8.0,Toni Braxton
45,1993-01-02,People Everyday,Arrested Development,36.0,8.0,21.0,Arrested Development
46,1993-01-02,Baby-Baby-Baby,TLC,44.0,2.0,31.0,TLC
47,1993-01-02,It's Gonna Be A Lovely Day,The S.O.U.L. S.Y.S.T.E.M.,43.0,43.0,6.0,The S.O.U.L. S.Y.S.T.E.M.
