Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1968-01-06,Hello Goodbye,The Beatles,1.0,1.0,6.0,The Beatles
2,1968-01-06,Daydream Believer,The Monkees,3.0,1.0,8.0,The Monkees
3,1968-01-06,Judy In Disguise (With Glasses),John Fred And The Playboys,6.0,3.0,7.0,John Fred And The Playboys
4,1968-01-06,I Heard It Through The Grapevine,Gladys Knight And The Pips,2.0,2.0,12.0,Gladys Knight And The Pips
5,1968-01-06,"Woman, Woman",The Union Gap Featuring Gary Puckett,5.0,5.0,8.0,The Union Gap Featuring Gary Puckett
6,1968-01-06,I Second That Emotion,Smokey Robinson & The Miracles,4.0,4.0,10.0,Smokey Robinson Featuring The Miracles
7,1968-01-06,Chain Of Fools,Aretha Franklin,7.0,7.0,5.0,Aretha Franklin
8,1968-01-06,"Bend Me, Shape Me",The American Breed,8.0,8.0,6.0,The American Breed
9,1968-01-06,Boogaloo Down Broadway,The Fantastic Johnny C,9.0,7.0,14.0,The Fantastic Johnny C
10,1968-01-06,Skinny Legs And All,Joe Tex,10.0,10.0,11.0,Joe Tex
11,1968-01-06,Honey Chile,Martha Reeves & The Vandellas,11.0,11.0,8.0,Martha Reeves Featuring The Vandellas
12,1968-01-06,Green Tambourine,The Lemon Pipers,25.0,12.0,4.0,The Lemon Pipers
13,1968-01-06,If I Could Build My Whole World Around You,Marvin Gaye & Tammi Terrell,18.0,13.0,6.0,Marvin Gaye Featuring Tammi Terrell
14,1968-01-06,Summer Rain,Johnny Rivers,15.0,14.0,8.0,Johnny Rivers
15,1968-01-06,Incense And Peppermints,Strawberry Alarm Clock,13.0,1.0,15.0,Strawberry Alarm Clock
16,1968-01-06,You Better Sit Down Kids,Cher,12.0,9.0,11.0,Cher
17,1968-01-06,Next Plane To London,The Rose Garden,17.0,17.0,12.0,The Rose Garden
18,1968-01-06,Different Drum,Stone Poneys Featuring Linda Ronstadt,19.0,18.0,9.0,Stone Poneys Featuring Linda Ronstadt
19,1968-01-06,"The Rain, The Park & Other Things",The Cowsills,14.0,2.0,15.0,The Cowsills
20,1968-01-06,I Say A Little Prayer,Dionne Warwick,16.0,4.0,12.0,Dionne Warwick
21,1968-01-06,Susan,The Buckinghams,29.0,21.0,5.0,The Buckinghams
22,1968-01-06,And Get Away,The Esquires,22.0,22.0,7.0,The Esquires
23,1968-01-06,Wear Your Love Like Heaven,Donovan,23.0,23.0,7.0,Donovan
24,1968-01-06,Monterey,Eric Burdon & The Animals,32.0,24.0,4.0,Eric Burdon Featuring The Animals
25,1968-01-06,It's Wonderful,The Young Rascals,26.0,25.0,5.0,The Young Rascals
26,1968-01-06,She's My Girl,The Turtles,20.0,14.0,9.0,The Turtles
27,1968-01-06,Who Will Answer?,Ed Ames,36.0,27.0,4.0,Ed Ames
28,1968-01-06,Tell Mama,Etta James,40.0,28.0,9.0,Etta James
29,1968-01-06,Come See About Me,Jr. Walker & The All Stars,30.0,29.0,7.0,Jr. Walker Featuring The All Stars
30,1968-01-06,Love Me Two Times,The Doors,38.0,30.0,5.0,The Doors
31,1968-01-06,The Other Man's Grass Is Always Greener,Petula Clark,31.0,31.0,6.0,Petula Clark
32,1968-01-06,Love Power,The Sandpebbles,42.0,32.0,7.0,The Sandpebbles
33,1968-01-06,I Can't Stand Myself (When You Touch Me),James Brown And The Famous Flames,37.0,33.0,5.0,James Brown And The Famous Flames
34,1968-01-06,Keep The Ball Rollin',Jay And The Techniques,28.0,14.0,12.0,Jay And The Techniques
35,1968-01-06,Nobody But Me,The Human Beinz,62.0,35.0,5.0,The Human Beinz
36,1968-01-06,By The Time I Get To Phoenix,Glen Campbell,33.0,26.0,11.0,Glen Campbell
37,1968-01-06,Best Of Both Worlds,Lulu,47.0,37.0,4.0,Lulu
38,1968-01-06,Goin' Out Of My Head/Can't Take My Eyes Off You,The Lettermen,48.0,38.0,5.0,The Lettermen
39,1968-01-06,Am I That Easy To Forget,Engelbert Humperdinck,54.0,39.0,4.0,Engelbert Humperdinck
40,1968-01-06,My Baby Must Be A Magician,The Marvelettes,51.0,40.0,4.0,The Marvelettes
41,1968-01-06,Two Little Kids,Peaches & Herb,56.0,41.0,4.0,Peaches & Herb
42,1968-01-06,Cover Me,Percy Sledge,43.0,42.0,7.0,Percy Sledge
43,1968-01-06,Itchycoo Park,Small Faces,53.0,43.0,9.0,Small Faces
44,1968-01-06,Windy,Wes Montgomery,44.0,44.0,7.0,Wes Montgomery
45,1968-01-06,I'm In Love,Wilson Pickett,45.0,45.0,6.0,Wilson Pickett
46,1968-01-06,In The Misty Moonlight,Dean Martin,46.0,46.0,6.0,Dean Martin
