Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,2003-01-04,Lose Yourself,Eminem,1.0,1.0,14.0,Eminem
2,2003-01-04,Work It,"Missy ""Misdemeanor"" Elliott",2.0,2.0,17.0,"Missy ""Misdemeanor"" Elliott"
3,2003-01-04,Air Force Ones,"Nelly Featuring Kyjuan, Ali & Murphy Lee",5.0,3.0,9.0,Nelly Featuring Kyjuan Featuring Ali Featuring Murphy Lee
4,2003-01-04,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,4.0,4.0,11.0,Jay-Z Featuring Beyonce Knowles
5,2003-01-04,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,3.0,3.0,13.0,Jennifer Lopez Featuring Styles Featuring Jadakiss
6,2003-01-04,Beautiful,Christina Aguilera,6.0,6.0,7.0,Christina Aguilera
7,2003-01-04,"Bump, Bump, Bump",B2K & P. Diddy,7.0,7.0,6.0,B2K & P. Diddy
8,2003-01-04,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,8.0,8.0,22.0,Nivea Featuring Brian Featuring Brandon Casey
9,2003-01-04,Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common,11.0,9.0,18.0,Erykah Badu Featuring Common
10,2003-01-04,Underneath It All,No Doubt Featuring Lady Saw,9.0,3.0,19.0,No Doubt Featuring Lady Saw
11,2003-01-04,Miss You,Aaliyah,15.0,11.0,6.0,Aaliyah
12,2003-01-04,I'm With You,Avril Lavigne,16.0,12.0,5.0,Avril Lavigne
13,2003-01-04,She Hates Me,Puddle Of Mudd,13.0,13.0,13.0,Puddle Of Mudd
14,2003-01-04,The Game Of Love,Santana Featuring Michelle Branch,10.0,5.0,14.0,Santana Featuring Michelle Branch
15,2003-01-04,All I Have,Jennifer Lopez Featuring LL Cool J,25.0,15.0,2.0,Jennifer Lopez Featuring LL Cool J
16,2003-01-04,Landslide,Dixie Chicks,14.0,13.0,16.0,Dixie Chicks
17,2003-01-04,Cry Me A River,Justin Timberlake,29.0,17.0,3.0,Justin Timberlake
18,2003-01-04,Gimme The Light,Sean Paul,12.0,7.0,36.0,Sean Paul
19,2003-01-04,Thugz Mansion,2Pac,19.0,19.0,5.0,2Pac
20,2003-01-04,Family Portrait,P!nk,21.0,20.0,8.0,P!nk
21,2003-01-04,Your Body Is A Wonderland,John Mayer,22.0,21.0,10.0,John Mayer
22,2003-01-04,When The Last Time,Clipse,27.0,19.0,17.0,Clipse
23,2003-01-04,dontchange,Musiq,18.0,17.0,18.0,Musiq
24,2003-01-04,Picture,Kid Rock Featuring Sheryl Crow,34.0,24.0,6.0,Kid Rock Featuring Sheryl Crow
25,2003-01-04,Mesmerize,Ja Rule Featuring Ashanti,67.0,25.0,2.0,Ja Rule Featuring Ashanti
26,2003-01-04,I Should Be...,Dru Hill,36.0,26.0,5.0,Dru Hill
27,2003-01-04,One Last Breath,Creed,24.0,6.0,31.0,Creed
28,2003-01-04,19 Somethin',Mark Wills,31.0,28.0,7.0,Mark Wills
29,2003-01-04,Satisfaction,Eve,45.0,29.0,6.0,Eve
30,2003-01-04,Fabulous,Jaheim Featuring Tha Rayne,37.0,30.0,8.0,Jaheim Featuring Tha Rayne
31,2003-01-04,Hey Ma,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",20.0,3.0,19.0,Cam'Ron Featuring Juelz Santana Featuring Freekey Zekey Featuring Toya
32,2003-01-04,Ignition,R. Kelly,32.0,32.0,9.0,R. Kelly
33,2003-01-04,She'll Leave You With A Smile,George Strait,23.0,23.0,14.0,George Strait
34,2003-01-04,Who's Your Daddy?,Toby Keith,28.0,22.0,14.0,Toby Keith
35,2003-01-04,Luv U Better,LL Cool J,17.0,4.0,20.0,LL Cool J
36,2003-01-04,When I'm Gone,3 Doors Down,38.0,36.0,7.0,3 Doors Down
37,2003-01-04,Dilemma,Nelly Featuring Kelly Rowland,26.0,1.0,26.0,Nelly Featuring Kelly Rowland
38,2003-01-04,These Days,Rascal Flatts,30.0,23.0,14.0,Rascal Flatts
39,2003-01-04,Made You Look,Nas,39.0,39.0,3.0,Nas
40,2003-01-04,Do That...,Baby Featuring P. Diddy,43.0,40.0,8.0,Baby Featuring P. Diddy
41,2003-01-04,Lifestyles Of The Rich And Famous,Good Charlotte,47.0,41.0,4.0,Good Charlotte
42,2003-01-04,Wanksta,50 Cent,49.0,42.0,6.0,50 Cent
43,2003-01-04,Paradise,LL Cool J Featuring Amerie,53.0,43.0,4.0,LL Cool J Featuring Amerie
44,2003-01-04,Disease,matchbox twenty,33.0,29.0,12.0,matchbox twenty
45,2003-01-04,Something,Lasgo,61.0,45.0,10.0,Lasgo
46,2003-01-04,Die Another Day,Madonna,35.0,8.0,12.0,Madonna
47,2003-01-04,Like I Love You,Justin Timberlake,42.0,11.0,18.0,Justin Timberlake
48,2003-01-04,All My Life,Foo Fighters,50.0,43.0,10.0,Foo Fighters
49,2003-01-04,Fall Into Me,Emerson Drive,44.0,44.0,8.0,Emerson Drive
50,2003-01-04,Make It Clap,Busta Rhymes Featuring Spliff Star,62.0,50.0,9.0,Busta Rhymes Featuring Spliff Star
51,2003-01-04,Talkin' To Me,Amerie,51.0,51.0,5.0,Amerie
52,2003-01-04,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",75.0,52.0,2.0,"Missy ""Misdemeanor"" Elliott Featuring Ludacris"
53,2003-01-04,Always,Saliva,63.0,53.0,4.0,Saliva
54,2003-01-04,The Baby,Blake Shelton,57.0,54.0,5.0,Blake Shelton
55,2003-01-04,I Just Wanna Be Mad,Terri Clark,59.0,55.0,9.0,Terri Clark
56,2003-01-04,The Red,Chevelle,64.0,56.0,6.0,Chevelle
57,2003-01-04,You Know You're Right,Nirvana,58.0,45.0,12.0,Nirvana
58,2003-01-04,React,Erick Sermon Featuring Redman,48.0,36.0,12.0,Erick Sermon Featuring Redman
59,2003-01-04,I Care 4 U,Aaliyah,54.0,16.0,20.0,Aaliyah
60,2003-01-04,A Lot Of Things Different,Kenny Chesney,60.0,55.0,6.0,Kenny Chesney
61,2003-01-04,Stole,Kelly Rowland,40.0,27.0,15.0,Kelly Rowland
62,2003-01-04,Red Rag Top,Tim McGraw,52.0,40.0,13.0,Tim McGraw
63,2003-01-04,Sk8er Boi,Avril Lavigne,56.0,10.0,17.0,Avril Lavigne
64,2003-01-04,Fine Again,Seether,72.0,64.0,2.0,Seether
65,2003-01-04,Don't Know Why,Norah Jones,65.0,52.0,15.0,Norah Jones
66,2003-01-04,Tell Me (What's Goin' On),Smilez & Southstar,,,,Smilez & Southstar
67,2003-01-04,You Can't Hide Beautiful,Aaron Lines,68.0,67.0,2.0,Aaron Lines
