Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1978-01-07,How Deep Is Your Love,Bee Gees,1.0,1.0,16.0,Bee Gees
2,1978-01-07,Baby Come Back,Player,6.0,2.0,15.0,Player
3,1978-01-07,Blue Bayou,Linda Ronstadt,3.0,3.0,18.0,Linda Ronstadt
4,1978-01-07,(Every Time I Turn Around) Back In Love Again,LTD,4.0,4.0,13.0,LTD
5,1978-01-07,Here You Come Again,Dolly Parton,8.0,5.0,13.0,Dolly Parton
6,1978-01-07,You Light Up My Life,Debby Boone,2.0,1.0,19.0,Debby Boone
7,1978-01-07,Slip Slidin' Away,Paul Simon,10.0,7.0,13.0,Paul Simon
8,1978-01-07,Sentimental Lady,Bob Welch,9.0,8.0,13.0,Bob Welch
9,1978-01-07,You're In My Heart (The Final Acclaim),Rod Stewart,11.0,9.0,11.0,Rod Stewart
10,1978-01-07,Hey Deanie,Shaun Cassidy,15.0,10.0,9.0,Shaun Cassidy
11,1978-01-07,Come Sail Away,Styx,14.0,11.0,16.0,Styx
12,1978-01-07,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,12.0,12.0,17.0,High Inergy
13,1978-01-07,We Are The Champions,Queen,18.0,13.0,12.0,Queen
14,1978-01-07,Runaround Sue,Leif Garrett,19.0,14.0,9.0,Leif Garrett
15,1978-01-07,It's So Easy,Linda Ronstadt,5.0,5.0,14.0,Linda Ronstadt
16,1978-01-07,Don't It Make My Brown Eyes Blue,Crystal Gayle,7.0,2.0,22.0,Crystal Gayle
17,1978-01-07,Short People,Randy Newman,20.0,17.0,9.0,Randy Newman
18,1978-01-07,Just The Way You Are,Billy Joel,28.0,18.0,9.0,Billy Joel
19,1978-01-07,Serpentine Fire,"Earth, Wind & Fire",24.0,19.0,11.0,"Earth, Wind & Fire"
20,1978-01-07,Turn To Stone,Electric Light Orchestra,27.0,20.0,8.0,Electric Light Orchestra
21,1978-01-07,I Go Crazy,Paul Davis,23.0,21.0,20.0,Paul Davis
22,1978-01-07,My Way,Elvis Presley,22.0,22.0,9.0,Elvis Presley
23,1978-01-07,(Love Is) Thicker Than Water,Andy Gibb,32.0,23.0,10.0,Andy Gibb
24,1978-01-07,The Way I Feel Tonight,Bay City Rollers,26.0,24.0,13.0,Bay City Rollers
25,1978-01-07,Sometimes When We Touch,Dan Hill,40.0,25.0,7.0,Dan Hill
26,1978-01-07,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,30.0,26.0,11.0,Chic
27,1978-01-07,Gettin' Ready For Love,Diana Ross,29.0,27.0,10.0,Diana Ross
28,1978-01-07,Stayin' Alive,Bee Gees,39.0,28.0,5.0,Bee Gees
29,1978-01-07,Desiree,Neil Diamond,35.0,29.0,6.0,Neil Diamond
30,1978-01-07,Point Of Know Return,Kansas,34.0,30.0,9.0,Kansas
31,1978-01-07,Don't Let Me Be Misunderstood,Santa Esmeralda Starring Leroy Gomez,33.0,31.0,10.0,Santa Esmeralda Starring Leroy Gomez
32,1978-01-07,Isn't It Time,The Babys,13.0,13.0,14.0,The Babys
33,1978-01-07,Native New Yorker,Odyssey,36.0,33.0,9.0,Odyssey
34,1978-01-07,Girls' School,Wings,37.0,34.0,8.0,Wings
35,1978-01-07,We're All Alone,Rita Coolidge,16.0,7.0,17.0,Rita Coolidge
36,1978-01-07,Swingtown,The Steve Miller Band,17.0,17.0,13.0,The Steve Miller Band
37,1978-01-07,Emotion,Samantha Sang,41.0,37.0,8.0,Samantha Sang
38,1978-01-07,What's Your Name,Lynyrd Skynyrd,52.0,38.0,6.0,Lynyrd Skynyrd
39,1978-01-07,(You're My) Soul And Inspiration,Donny & Marie Osmond,43.0,39.0,8.0,Donny Featuring Marie Osmond
40,1978-01-07,Peg,Steely Dan,44.0,40.0,8.0,Steely Dan
41,1978-01-07,Bloat On Featuring the Bloaters,Cheech & Chong,42.0,41.0,9.0,Cheech & Chong
42,1978-01-07,As,Stevie Wonder,49.0,39.0,10.0,Stevie Wonder
43,1978-01-07,Tried To Love,Peter Frampton,47.0,43.0,5.0,Peter Frampton
44,1978-01-07,If You're Not Back In Love By Monday,Millie Jackson,48.0,44.0,8.0,Millie Jackson
45,1978-01-07,Lovely Day,Bill Withers,46.0,45.0,5.0,Bill Withers
46,1978-01-07,How Can I Leave You Again,John Denver,53.0,46.0,7.0,John Denver
47,1978-01-07,"Long, Long Way From Home",Foreigner,59.0,47.0,5.0,Foreigner
48,1978-01-07,Wrap Your Arms Around Me,KC And The Sunshine Band,50.0,48.0,6.0,KC And The Sunshine Band
49,1978-01-07,Too Hot Ta Trot,Commodores,56.0,49.0,4.0,Commodores
50,1978-01-07,Ffun,ConFunkShun,75.0,50.0,4.0,ConFunkShun
51,1978-01-07,You Make Loving Fun,Fleetwood Mac,21.0,9.0,13.0,Fleetwood Mac
52,1978-01-07,The Next Hundred Years,Al Martino,64.0,52.0,5.0,Al Martino
53,1978-01-07,Street Corner Serenade,Wet Willie,55.0,53.0,6.0,Wet Willie
54,1978-01-07,"Baby, What A Big Surprise",Chicago,25.0,4.0,16.0,Chicago
55,1978-01-07,Easy To Love,Leo Sayer,66.0,55.0,5.0,Leo Sayer
