Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1976-01-03,Saturday Night,Bay City Rollers,2.0,1.0,13.0,Bay City Rollers
2,1976-01-03,I Write The Songs,Barry Manilow,6.0,2.0,8.0,Barry Manilow
3,1976-01-03,Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,5.0,3.0,10.0,Diana Ross
4,1976-01-03,Love Rollercoaster,Ohio Players,4.0,4.0,8.0,Ohio Players
5,1976-01-03,Let's Do It Again,The Staple Singers,1.0,1.0,11.0,The Staple Singers
6,1976-01-03,Convoy,C.W. McCall,7.0,6.0,5.0,C.W. McCall
7,1976-01-03,Fox On The Run,Sweet,8.0,7.0,8.0,Sweet
8,1976-01-03,That's The Way (I Like It),KC And The Sunshine Band,3.0,1.0,11.0,KC And The Sunshine Band
9,1976-01-03,I Love Music (Part 1),The O'Jays,10.0,9.0,10.0,The O'Jays
10,1976-01-03,"Fly, Robin, Fly",Silver Convention,9.0,1.0,13.0,Silver Convention
11,1976-01-03,Love To Love You Baby,Donna Summer,15.0,11.0,5.0,Donna Summer
12,1976-01-03,Times Of Your Life,Paul Anka,14.0,12.0,8.0,Paul Anka
13,1976-01-03,Walk Away From Love,David Ruffin,17.0,13.0,9.0,David Ruffin
14,1976-01-03,Country Boy (You Got Your Feet In L.A.),Glen Campbell,16.0,14.0,9.0,Glen Campbell
15,1976-01-03,Sing A Song,"Earth, Wind & Fire",19.0,15.0,7.0,"Earth, Wind & Fire"
16,1976-01-03,You Sexy Thing,Hot Chocolate,20.0,16.0,10.0,Hot Chocolate
17,1976-01-03,Rock And Roll All Nite (live),KISS,21.0,17.0,8.0,KISS
18,1976-01-03,Fly Away,John Denver,23.0,18.0,5.0,John Denver
19,1976-01-03,Sky High,Jigsaw,12.0,3.0,19.0,Jigsaw
20,1976-01-03,Evil Woman,Electric Light Orchestra,24.0,20.0,8.0,Electric Light Orchestra
21,1976-01-03,Nights On Broadway,Bee Gees,13.0,7.0,14.0,Bee Gees
22,1976-01-03,Love Machine (Part 1),The Miracles,26.0,22.0,11.0,The Miracles
23,1976-01-03,Over My Head,Fleetwood Mac,27.0,23.0,9.0,Fleetwood Mac
24,1976-01-03,For The Love Of You (Part 1&2),The Isley Brothers,25.0,22.0,8.0,The Isley Brothers
25,1976-01-03,Love Hurts,Nazareth,41.0,25.0,7.0,Nazareth
26,1976-01-03,Winners And Losers,"Hamilton, Joe Frank & Reynolds",30.0,26.0,9.0,Hamilton Featuring Joe Frank Featuring Reynolds
27,1976-01-03,Wake Up Everybody (Part 1),Harold Melvin And The Blue Notes,36.0,27.0,7.0,Harold Melvin And The Blue Notes
28,1976-01-03,Breaking Up Is Hard To Do,Neil Sedaka,34.0,28.0,4.0,Neil Sedaka
29,1976-01-03,Baby Face,The Wing And A Prayer Fife & Drum Corps.,35.0,29.0,8.0,The Wing And A Prayer Fife Featuring Drum Corps.
30,1976-01-03,Somewhere In The Night,Helen Reddy,37.0,30.0,5.0,Helen Reddy
31,1976-01-03,Part Time Love,Gladys Knight And The Pips,22.0,22.0,9.0,Gladys Knight And The Pips
32,1976-01-03,Island Girl,Elton John,32.0,1.0,13.0,Elton John
33,1976-01-03,School Boy Crush,AWB,33.0,33.0,6.0,AWB
34,1976-01-03,50 Ways To Leave Your Lover,Paul Simon,50.0,34.0,3.0,Paul Simon
35,1976-01-03,Hurricane (Part 1),Bob Dylan,42.0,35.0,6.0,Bob Dylan
36,1976-01-03,Let It Shine/He Ain't Heavy...He's My Brother,Olivia Newton-John,43.0,36.0,5.0,Olivia Newton-John
37,1976-01-03,Let's Live Together,The Road Apples,40.0,37.0,11.0,The Road Apples
38,1976-01-03,Full Of Fire,Al Green,28.0,28.0,9.0,Al Green
39,1976-01-03,The Way I Want To Touch You,Captain & Tennille,31.0,4.0,15.0,Captain & Tennille
40,1976-01-03,Squeeze Box,The Who,45.0,40.0,6.0,The Who
41,1976-01-03,Paloma Blanca,George Baker Selection,47.0,41.0,6.0,George Baker Selection
42,1976-01-03,Our Day Will Come,Frankie Valli,11.0,11.0,12.0,Frankie Valli
43,1976-01-03,Down To The Line,Bachman-Turner Overdrive,52.0,43.0,5.0,Bachman-Turner Overdrive
44,1976-01-03,Golden Years,David Bowie,53.0,44.0,4.0,David Bowie
45,1976-01-03,My Little Town,Simon & Garfunkel,29.0,9.0,12.0,Simon & Garfunkel
46,1976-01-03,Woman Tonight,America,46.0,46.0,6.0,America
47,1976-01-03,Fire On The Mountain,The Marshall Tucker Band,38.0,38.0,12.0,The Marshall Tucker Band
48,1976-01-03,This Old Man,Purple Reign,48.0,48.0,7.0,Purple Reign
49,1976-01-03,Volare,Al Martino,39.0,33.0,10.0,Al Martino
50,1976-01-03,Slow Ride,Foghat,57.0,50.0,4.0,Foghat
51,1976-01-03,Play On Love,Jefferson Starship,54.0,51.0,4.0,Jefferson Starship
52,1976-01-03,Free Ride,Tavares,55.0,52.0,5.0,Tavares
53,1976-01-03,Theme From S.W.A.T.,Rhythm Heritage,60.0,53.0,8.0,Rhythm Heritage
54,1976-01-03,The Last Game Of The Season (A Blind Man In The Bleachers),David Geddes,18.0,18.0,8.0,David Geddes
55,1976-01-03,Take It To The Limit,Eagles,62.0,55.0,3.0,Eagles
56,1976-01-03,All By Myself,Eric Carmen,65.0,56.0,3.0,Eric Carmen
57,1976-01-03,Deep Purple,Donny & Marie Osmond,66.0,57.0,4.0,Donny Featuring Marie Osmond
58,1976-01-03,Christmas For Cowboys,John Denver,63.0,58.0,4.0,John Denver
59,1976-01-03,Inseparable,Natalie Cole,64.0,59.0,4.0,Natalie Cole
60,1976-01-03,Let The Music Play,Barry White,70.0,60.0,2.0,Barry White
