Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1960-01-04,El Paso,Marty Robbins,2.0,1.0,9.0,Marty Robbins
2,1960-01-04,Why,Frankie Avalon,1.0,1.0,7.0,Frankie Avalon
3,1960-01-04,The Big Hurt,Miss Toni Fisher,3.0,3.0,8.0,Miss Toni Fisher
4,1960-01-04,Running Bear,Johnny Preston,11.0,4.0,12.0,Johnny Preston
5,1960-01-04,Way Down Yonder In New Orleans,Freddie Cannon,5.0,5.0,7.0,Freddie Cannon
6,1960-01-04,Heartaches By The Number,Guy Mitchell,6.0,1.0,14.0,Guy Mitchell
7,1960-01-04,It's Time To Cry,Paul Anka,4.0,4.0,7.0,Paul Anka
8,1960-01-04,Among My Souvenirs,Connie Francis,7.0,7.0,7.0,Connie Francis
9,1960-01-04,Pretty Blue Eyes,Steve Lawrence,10.0,9.0,7.0,Steve Lawrence
10,1960-01-04,"Go, Jimmy, Go",Jimmy Clanton,19.0,10.0,5.0,Jimmy Clanton
11,1960-01-04,We Got Love,Bobby Rydell,12.0,6.0,13.0,Bobby Rydell
12,1960-01-04,Mack The Knife,Bobby Darin,8.0,1.0,20.0,Bobby Darin
13,1960-01-04,The Village Of St. Bernadette,Andy Williams,28.0,13.0,4.0,Andy Williams
14,1960-01-04,Uh! Oh! Part 2,The Nutty Squirrels,14.0,14.0,9.0,The Nutty Squirrels
15,1960-01-04,Sandy,Larry Hall,16.0,15.0,7.0,Larry Hall
16,1960-01-04,Hound Dog Man,Fabian,9.0,9.0,8.0,Fabian
17,1960-01-04,Scarlet Ribbons (For Her Hair),The Browns,13.0,13.0,10.0,The Browns
18,1960-01-04,Smokie - Part 2,Bill Black's Combo,23.0,18.0,6.0,Bill Black's Combo
19,1960-01-04,Not One Minute More,Della Reese,32.0,19.0,4.0,Della Reese
20,1960-01-04,This Friendly World,Fabian,20.0,12.0,7.0,Fabian
21,1960-01-04,In The Mood,Ernie Fields & Orch.,18.0,4.0,16.0,Ernie Fields Featuring Orch.
22,1960-01-04,The Little Drummer Boy,The Harry Simeone Chorale,15.0,13.0,13.0,The Harry Simeone Chorale
23,1960-01-04,You Got What It Takes,Marv Johnson,27.0,23.0,10.0,Marv Johnson
24,1960-01-04,First Name Initial,Annette With The Afterbeats,29.0,24.0,11.0,Annette Featuring The Afterbeats
25,1960-01-04,So Many Ways,Brook Benton,17.0,6.0,12.0,Brook Benton
26,1960-01-04,Oh! Carol,Neil Sedaka,25.0,9.0,13.0,Neil Sedaka
27,1960-01-04,Be My Guest,Fats Domino,24.0,8.0,11.0,Fats Domino
28,1960-01-04,Tear Drop,Santo & Johnny,30.0,23.0,6.0,Santo & Johnny
29,1960-01-04,Teen Angel,Mark Dinning,50.0,29.0,3.0,Mark Dinning
30,1960-01-04,Come Into My Heart,Lloyd Price and His Orchestra,31.0,20.0,11.0,Lloyd Price and His Orchestra
31,1960-01-04,Mr. Blue,The Fleetwoods,22.0,1.0,18.0,The Fleetwoods
32,1960-01-04,I Wanna Be Loved,Ricky Nelson,26.0,20.0,6.0,Ricky Nelson
33,1960-01-04,Danny Boy,Conway Twitty,33.0,10.0,15.0,Conway Twitty
34,1960-01-04,Don't You Know,Della Reese,21.0,2.0,16.0,Della Reese
