Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1967-01-07,I'm A Believer,The Monkees,1.0,1.0,5.0,The Monkees
2,1967-01-07,Snoopy Vs. The Red Baron,The Royal Guardsmen,2.0,2.0,4.0,The Royal Guardsmen
3,1967-01-07,Tell It Like It Is,Aaron Neville,7.0,3.0,6.0,Aaron Neville
4,1967-01-07,Winchester Cathedral,The New Vaudeville Band,3.0,1.0,11.0,The New Vaudeville Band
5,1967-01-07,Sugar Town,Nancy Sinatra,5.0,5.0,8.0,Nancy Sinatra
6,1967-01-07,That's Life,Frank Sinatra,4.0,4.0,8.0,Frank Sinatra
7,1967-01-07,Good Thing,Paul Revere & The Raiders Featuring Mark Lindsay,10.0,7.0,6.0,Paul Revere Featuring The Raiders Featuring Mark Lindsay
8,1967-01-07,Words Of Love,The Mamas & The Papas,19.0,8.0,6.0,The Mamas Featuring The Papas
9,1967-01-07,Standing In The Shadows Of Love,Four Tops,15.0,9.0,4.0,Four Tops
10,1967-01-07,Mellow Yellow,Donovan,6.0,2.0,9.0,Donovan
11,1967-01-07,Coming Home Soldier,Bobby Vinton,17.0,11.0,8.0,Bobby Vinton
12,1967-01-07,Single Girl,Sandy Posey,12.0,12.0,8.0,Sandy Posey
13,1967-01-07,(I Know) I'm Losing You,The Temptations,8.0,8.0,8.0,The Temptations
14,1967-01-07,Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels,11.0,4.0,14.0,Mitch Ryder And The Detroit Wheels
15,1967-01-07,Tell It To The Rain,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",23.0,15.0,5.0,"The 4 Seasons Featuring the ""Sound of Frankie Valli"""
16,1967-01-07,Talk Talk,The Music Machine,16.0,16.0,9.0,The Music Machine
17,1967-01-07,Good Vibrations,The Beach Boys,13.0,1.0,12.0,The Beach Boys
18,1967-01-07,Cry,Ronnie Dove,18.0,18.0,7.0,Ronnie Dove
19,1967-01-07,A Place In The Sun,Stevie Wonder,9.0,9.0,9.0,Stevie Wonder
20,1967-01-07,Georgy Girl,The Seekers,37.0,20.0,6.0,The Seekers
21,1967-01-07,You Keep Me Hangin' On,The Supremes,14.0,1.0,11.0,The Supremes
22,1967-01-07,Born Free,Roger Williams,20.0,7.0,20.0,Roger Williams
23,1967-01-07,I've Passed This Way Before,Jimmy Ruffin,28.0,23.0,6.0,Jimmy Ruffin
24,1967-01-07,Nashville Cats,The Lovin' Spoonful,33.0,24.0,4.0,The Lovin' Spoonful
25,1967-01-07,I Need Somebody,? (Question Mark) & The Mysterians,22.0,22.0,8.0,? Question Mark Featuring The Mysterians
26,1967-01-07,Mustang Sally,Wilson Pickett,26.0,23.0,7.0,Wilson Pickett
27,1967-01-07,East West,Herman's Hermits,27.0,27.0,6.0,Herman's Hermits
28,1967-01-07,Color My World,Petula Clark,38.0,28.0,3.0,Petula Clark
29,1967-01-07,Help Me Girl,Eric Burdon & The Animals,29.0,29.0,7.0,Eric Burdon Featuring The Animals
30,1967-01-07,Happenings Ten Years Time Ago,The Yardbirds,30.0,30.0,7.0,The Yardbirds
31,1967-01-07,(We Ain't Got) Nothin' Yet,Blues Magoos,41.0,31.0,5.0,Blues Magoos
32,1967-01-07,(I'm Not Your) Steppin' Stone,The Monkees,32.0,32.0,4.0,The Monkees
33,1967-01-07,Gallant Men,Senator Everett McKinley Dirksen,43.0,33.0,3.0,Senator Everett McKinley Dirksen
34,1967-01-07,Try A Little Tenderness,Otis Redding,36.0,34.0,6.0,Otis Redding
35,1967-01-07,Lady Godiva,Peter And Gordon,25.0,6.0,14.0,Peter And Gordon
36,1967-01-07,There's Got To Be A Word!,The Innocence,42.0,36.0,6.0,The Innocence
37,1967-01-07,98.6,Keith,47.0,37.0,5.0,Keith
38,1967-01-07,Whispers (Gettin' Louder),Jackie Wilson,21.0,11.0,12.0,Jackie Wilson
39,1967-01-07,Where Will The Words Come From,Gary Lewis And The Playboys,51.0,39.0,4.0,Gary Lewis And The Playboys
40,1967-01-07,Mame,Herb Alpert & The Tijuana Brass,24.0,19.0,8.0,Herb Alpert Featuring The Tijuana Brass
41,1967-01-07,Knight In Rusty Armour,Peter And Gordon,71.0,41.0,3.0,Peter And Gordon
42,1967-01-07,Blue Autumn,Bobby Goldsboro,44.0,42.0,5.0,Bobby Goldsboro
43,1967-01-07,Stand By Me,Spyder Turner,58.0,43.0,4.0,Spyder Turner
44,1967-01-07,Pandora's Golden Heebie Jeebies,The Association,35.0,35.0,7.0,The Association
45,1967-01-07,I Fooled You This Time,Gene Chandler,49.0,45.0,7.0,Gene Chandler
46,1967-01-07,I (Who Have Nothing),Terry Knight and The Pack,48.0,46.0,9.0,Terry Knight and The Pack
47,1967-01-07,I Had Too Much To Dream (Last Night),The Electric Prunes,54.0,47.0,5.0,The Electric Prunes
48,1967-01-07,Look What You've Done,Pozo Seco Singers,64.0,48.0,4.0,Pozo Seco Singers
49,1967-01-07,Papa Was Too,Joe Tex,59.0,49.0,4.0,Joe Tex
50,1967-01-07,How Do You Catch A Girl,Sam The Sham and the Pharaohs,61.0,50.0,3.0,Sam The Sham and the Pharaohs
51,1967-01-07,"Green, Green Grass Of Home",Tom Jones,74.0,51.0,3.0,Tom Jones
52,1967-01-07,Goodnight My Love,The Happenings,56.0,52.0,5.0,The Happenings
53,1967-01-07,Wack Wack,The Young Holt Trio,68.0,53.0,4.0,The Young Holt Trio
54,1967-01-07,The Eggplant That Ate Chicago,Dr. West's Medicine Show and Junk Band,52.0,52.0,7.0,Dr. West's Medicine Show and Junk Band
55,1967-01-07,You Can Bring Me All Your Heartaches,Lou Rawls,60.0,55.0,7.0,Lou Rawls
56,1967-01-07,Bad Misunderstanding,The Critters,55.0,55.0,6.0,The Critters
57,1967-01-07,Karate,The Emperor's,63.0,57.0,6.0,The Emperor's
58,1967-01-07,Music To Watch Girls By,Bob Crewe Generation,86.0,58.0,2.0,Bob Crewe Generation
59,1967-01-07,Another Night,Dionne Warwick,73.0,59.0,3.0,Dionne Warwick
60,1967-01-07,Communication Breakdown,Roy Orbison,72.0,60.0,5.0,Roy Orbison
61,1967-01-07,Grizzly Bear,The Youngbloods,70.0,61.0,4.0,The Youngbloods
62,1967-01-07,Baby What I Mean,The Drifters,62.0,62.0,6.0,The Drifters
