Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1983-01-08,Maneater,Daryl Hall John Oates,1.0,1.0,13.0,Daryl Hall John Oates
2,1983-01-08,The Girl Is Mine,Michael Jackson And Paul McCartney,3.0,2.0,10.0,Michael Jackson And Paul McCartney
3,1983-01-08,Dirty Laundry,Don Henley,4.0,3.0,11.0,Don Henley
4,1983-01-08,Down Under,Men At Work,8.0,4.0,10.0,Men At Work
5,1983-01-08,Sexual Healing,Marvin Gaye,7.0,5.0,11.0,Marvin Gaye
6,1983-01-08,Mickey,Toni Basil,2.0,1.0,19.0,Toni Basil
7,1983-01-08,Gloria,Laura Branigan,5.0,2.0,27.0,Laura Branigan
8,1983-01-08,Steppin' Out,Joe Jackson,6.0,6.0,21.0,Joe Jackson
9,1983-01-08,Rock This Town,Stray Cats,9.0,9.0,17.0,Stray Cats
10,1983-01-08,Truly,Lionel Richie,10.0,1.0,14.0,Lionel Richie
11,1983-01-08,Heartbreaker,Dionne Warwick,12.0,11.0,14.0,Dionne Warwick
12,1983-01-08,Africa,Toto,14.0,12.0,11.0,Toto
13,1983-01-08,"Baby, Come To Me",Patti Austin A Duet With James Ingram,17.0,13.0,17.0,Patti Austin A Duet Featuring James Ingram
14,1983-01-08,Rock The Casbah,The Clash,15.0,14.0,15.0,The Clash
15,1983-01-08,You And I,Eddie Rabbitt With Crystal Gayle,16.0,15.0,14.0,Eddie Rabbitt Featuring Crystal Gayle
16,1983-01-08,The Other Guy,Little River Band,18.0,16.0,8.0,Little River Band
17,1983-01-08,You Can't Hurry Love,Phil Collins,20.0,17.0,10.0,Phil Collins
18,1983-01-08,The Look Of Love (Part One),ABC,19.0,18.0,18.0,ABC
19,1983-01-08,It's Raining Again,Supertramp Featuring Roger Hodgson,11.0,11.0,11.0,Supertramp Featuring Roger Hodgson
20,1983-01-08,Heart To Heart,Kenny Loggins,22.0,20.0,7.0,Kenny Loggins
21,1983-01-08,Shame On The Moon,Bob Seger & The Silver Bullet Band,30.0,21.0,4.0,Bob Seger Featuring The Silver Bullet Band
22,1983-01-08,Goody Two Shoes,Adam Ant,25.0,22.0,9.0,Adam Ant
23,1983-01-08,Hand To Hold On To,John Cougar,24.0,23.0,10.0,John Cougar
24,1983-01-08,I Do,The J. Geils Band,26.0,24.0,8.0,The J. Geils Band
25,1983-01-08,Love In Store,Fleetwood Mac,27.0,25.0,7.0,Fleetwood Mac
26,1983-01-08,You Got Lucky,Tom Petty And The Heartbreakers,28.0,26.0,9.0,Tom Petty And The Heartbreakers
27,1983-01-08,Shadows Of The Night,Pat Benatar,13.0,13.0,13.0,Pat Benatar
28,1983-01-08,Up Where We Belong,Joe Cocker And Jennifer Warnes,21.0,1.0,21.0,Joe Cocker And Jennifer Warnes
29,1983-01-08,Allentown,Billy Joel,37.0,29.0,7.0,Billy Joel
30,1983-01-08,"Let's Go Dancin' (ooh La, La, La)",Kool & The Gang,31.0,30.0,11.0,Kool Featuring The Gang
31,1983-01-08,Stray Cat Strut,Stray Cats,43.0,31.0,3.0,Stray Cats
32,1983-01-08,Heart Of The Night,Juice Newton,36.0,32.0,7.0,Juice Newton
33,1983-01-08,A Penny For Your Thoughts,Tavares,33.0,33.0,17.0,Tavares
34,1983-01-08,What About Me,Moving Pictures,34.0,34.0,17.0,Moving Pictures
35,1983-01-08,Shock The Monkey,Peter Gabriel,35.0,35.0,12.0,Peter Gabriel
36,1983-01-08,Does It Make You Remember,Kim Carnes,38.0,36.0,10.0,Kim Carnes
37,1983-01-08,Your Love Is Driving Me Crazy,Sammy Hagar,39.0,37.0,5.0,Sammy Hagar
38,1983-01-08,Two Less Lonely People In The World,Air Supply,40.0,38.0,9.0,Air Supply
39,1983-01-08,Missing You,Dan Fogelberg,23.0,23.0,14.0,Dan Fogelberg
40,1983-01-08,Space Age Love Song,A Flock Of Seagulls,42.0,40.0,9.0,A Flock Of Seagulls
41,1983-01-08,Muscles,Diana Ross,41.0,10.0,15.0,Diana Ross
42,1983-01-08,Memory,Barry Manilow,45.0,42.0,8.0,Barry Manilow
43,1983-01-08,On The Wings Of Love,Jeffrey Osborne,29.0,29.0,16.0,Jeffrey Osborne
44,1983-01-08,I Gotta Try,Michael McDonald,44.0,44.0,9.0,Michael McDonald
45,1983-01-08,Bad Boy,Ray Parker Jr.,47.0,45.0,6.0,Ray Parker Jr.
46,1983-01-08,Put It In A Magazine,Sonny Charles,50.0,46.0,9.0,Sonny Charles
47,1983-01-08,All Those Lies,Glenn Frey,49.0,47.0,5.0,Glenn Frey
48,1983-01-08,Right Before Your Eyes,America,48.0,48.0,7.0,America
49,1983-01-08,Do You Really Want To Hurt Me,Culture Club,51.0,49.0,6.0,Culture Club
50,1983-01-08,Twilight Zone,Golden Earring,52.0,50.0,7.0,Golden Earring
51,1983-01-08,I Knew You When,Linda Ronstadt,53.0,51.0,5.0,Linda Ronstadt
52,1983-01-08,Pass The Dutchie,Musical Youth,59.0,52.0,5.0,Musical Youth
53,1983-01-08,On The Loose,Saga,56.0,53.0,6.0,Saga
54,1983-01-08,I Know There's Something Going On,Frida,54.0,54.0,10.0,Frida
55,1983-01-08,The Woman In Me,Donna Summer,60.0,55.0,4.0,Donna Summer
56,1983-01-08,Back On The Chain Gang,Pretenders,63.0,56.0,5.0,Pretenders
57,1983-01-08,Psychobabble,The Alan Parsons Project,57.0,57.0,7.0,The Alan Parsons Project
58,1983-01-08,Everybody Wants You,Billy Squier,32.0,32.0,15.0,Billy Squier
59,1983-01-08,Heart Attack,Olivia Newton-John,46.0,3.0,19.0,Olivia Newton-John
60,1983-01-08,After I Cry Tonight,Lanier & Co.,64.0,60.0,6.0,Lanier & Co.
61,1983-01-08,Papa Was A Rollin' Stone,Wolf,67.0,61.0,5.0,Wolf
62,1983-01-08,Whatcha Gonna Do,Chilliwack,62.0,41.0,12.0,Chilliwack
63,1983-01-08,Give It Up,The Steve Miller Band,68.0,63.0,5.0,The Steve Miller Band
64,1983-01-08,Young Love,Janet Jackson,73.0,64.0,4.0,Janet Jackson
65,1983-01-08,Hungry Like The Wolf,Duran Duran,77.0,65.0,3.0,Duran Duran
66,1983-01-08,Bad Boy/Having A Party,Luther Vandross,55.0,55.0,11.0,Luther Vandross
67,1983-01-08,Be My Lady,Jefferson Starship,58.0,28.0,14.0,Jefferson Starship
68,1983-01-08,The Clapping Song,Pia Zadora,74.0,68.0,5.0,Pia Zadora
69,1983-01-08,Funny How Time Slips Away,The Spinners,75.0,69.0,5.0,The Spinners
70,1983-01-08,Painted Picture,Commodores,72.0,70.0,6.0,Commodores
71,1983-01-08,All Touch,Rough Trade,76.0,71.0,4.0,Rough Trade
72,1983-01-08,Are You Getting Enough Happiness,Hot Chocolate,78.0,72.0,4.0,Hot Chocolate
73,1983-01-08,Shoot For The Moon,Poco,79.0,73.0,4.0,Poco
74,1983-01-08,Eminence Front,The Who,80.0,74.0,3.0,The Who
75,1983-01-08,Forever,Little Steven,81.0,75.0,3.0,Little Steven
76,1983-01-08,"(you're So Square) Baby, I Don't Care",Joni Mitchell,61.0,47.0,8.0,Joni Mitchell
77,1983-01-08,1999,Prince,65.0,44.0,11.0,Prince
78,1983-01-08,Are You Serious,Tyrone Davis,88.0,78.0,3.0,Tyrone Davis
79,1983-01-08,Nowhere To Run,Santana,66.0,66.0,7.0,Santana
80,1983-01-08,"Beg, Borrow Or Steal",Hughes/Thrall,82.0,80.0,4.0,Hughes/Thrall
81,1983-01-08,Take The Time,Michael Stanley Band,89.0,81.0,3.0,Michael Stanley Band
82,1983-01-08,Got To Be There,Chaka Khan,,,,Chaka Khan
83,1983-01-08,Burning Heart,Vandenberg,,,,Vandenberg
84,1983-01-08,What If (I Said I Love You),Unipop,90.0,84.0,3.0,Unipop
85,1983-01-08,Goodbye To You,Scandal Featuring Patty Smyth,85.0,65.0,9.0,Scandal Featuring Patty Smyth
86,1983-01-08,Industrial Disease,Dire Straits,,,,Dire Straits
87,1983-01-08,Heartlight,Neil Diamond,87.0,5.0,18.0,Neil Diamond
88,1983-01-08,Still Taking Chances,Michael Murphey,,,,Michael Murphey
89,1983-01-08,Cross My Heart,Lee Ritenour,69.0,69.0,6.0,Lee Ritenour
90,1983-01-08,Feet Don't Fail Me Now,Utopia,,,,Utopia
91,1983-01-08,Used To Be,Charlene & Stevie Wonder,70.0,46.0,11.0,Charlene Featuring Stevie Wonder
92,1983-01-08,The Elvis Medley,Elvis Presley,71.0,71.0,7.0,Elvis Presley
93,1983-01-08,Pressure,Billy Joel,93.0,20.0,16.0,Billy Joel
94,1983-01-08,Nobody,Sylvia,94.0,15.0,20.0,Sylvia
95,1983-01-08,Who Can It Be Now?,Men At Work,95.0,1.0,27.0,Men At Work
96,1983-01-08,I.g.y. (what A Beautiful World),Donald Fagen,83.0,26.0,14.0,Donald Fagen
97,1983-01-08,Don't Stop Trying,Rodway,97.0,83.0,5.0,Rodway
98,1983-01-08,Southern Cross,"Crosby, Stills & Nash",84.0,18.0,17.0,"Crosby, Stills & Nash"
99,1983-01-08,You Don't Want Me Anymore,Steel Breeze,99.0,16.0,20.0,Steel Breeze
100,1983-01-08,American Heartbeat,Survivor,100.0,17.0,16.0,Survivor
