Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1975-01-04,Lucy In The Sky With Diamonds,Elton John,2.0,1.0,6.0,Elton John
2,1975-01-04,"You're The First, The Last, My Everything",Barry White,3.0,2.0,10.0,Barry White
3,1975-01-04,Kung Fu Fighting,Carl Douglas,4.0,1.0,13.0,Carl Douglas
4,1975-01-04,Junior's Farm/Sally G,Paul McCartney And Wings,6.0,4.0,9.0,Paul McCartney And Wings
5,1975-01-04,Laughter In The Rain,Neil Sedaka,8.0,5.0,12.0,Neil Sedaka
6,1975-01-04,Angie Baby,Helen Reddy,1.0,1.0,12.0,Helen Reddy
7,1975-01-04,Only You,Ringo Starr,9.0,7.0,8.0,Ringo Starr
8,1975-01-04,Boogie On Reggae Woman,Stevie Wonder,10.0,8.0,8.0,Stevie Wonder
9,1975-01-04,Please Mr. Postman,Carpenters,11.0,9.0,7.0,Carpenters
10,1975-01-04,Mandy,Barry Manilow,12.0,10.0,8.0,Barry Manilow
11,1975-01-04,Cat's In The Cradle,Harry Chapin,5.0,1.0,14.0,Harry Chapin
12,1975-01-04,Must Of Got Lost,The J. Geils Band,13.0,12.0,9.0,The J. Geils Band
13,1975-01-04,One Man Woman/One Woman Man,Paul Anka with Odia Coates,14.0,13.0,9.0,Paul Anka Featuring Odia Coates
14,1975-01-04,Bungle In The Jungle,Jethro Tull,16.0,14.0,10.0,Jethro Tull
15,1975-01-04,Morning Side Of The Mountain,Donny & Marie Osmond,19.0,15.0,8.0,Donny Featuring Marie Osmond
16,1975-01-04,Dark Horse,George Harrison,20.0,16.0,7.0,George Harrison
17,1975-01-04,When Will I See You Again,The Three Degrees,7.0,2.0,15.0,The Three Degrees
18,1975-01-04,Never Can Say Goodbye,Gloria Gaynor,18.0,18.0,10.0,Gloria Gaynor
19,1975-01-04,Sha-La-La (Make Me Happy),Al Green,15.0,7.0,15.0,Al Green
20,1975-01-04,Fire,Ohio Players,24.0,20.0,4.0,Ohio Players
21,1975-01-04,Doctor's Orders,Carol Douglas,25.0,21.0,6.0,Carol Douglas
22,1975-01-04,Pick Up The Pieces,AWB,27.0,22.0,5.0,AWB
23,1975-01-04,Some Kind Of Wonderful,Grand Funk,29.0,23.0,4.0,Grand Funk
