Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1986-01-04,"Say You, Say Me",Lionel Richie,1.0,1.0,9.0,Lionel Richie
2,1986-01-04,Party All The Time,Eddie Murphy,2.0,2.0,14.0,Eddie Murphy
3,1986-01-04,Alive & Kicking,Simple Minds,3.0,3.0,12.0,Simple Minds
4,1986-01-04,That's What Friends Are For,Dionne & Friends,4.0,4.0,9.0,Dionne & Friends
5,1986-01-04,I Miss You,Klymaxx,5.0,5.0,17.0,Klymaxx
6,1986-01-04,Small Town,John Mellencamp,6.0,6.0,10.0,John Mellencamp
7,1986-01-04,Broken Wings,Mr. Mister,7.0,1.0,16.0,Mr. Mister
8,1986-01-04,Separate Lives,Phil Collins and Marilyn Martin,8.0,1.0,14.0,Phil Collins and Marilyn Martin
9,1986-01-04,Tonight She Comes,The Cars,9.0,9.0,10.0,The Cars
10,1986-01-04,Election Day,Arcadia,10.0,6.0,11.0,Arcadia
11,1986-01-04,Talk To Me,Stevie Nicks,11.0,11.0,8.0,Stevie Nicks
12,1986-01-04,Sleeping Bag,ZZ Top,12.0,8.0,12.0,ZZ Top
13,1986-01-04,Walk Of Life,Dire Straits,13.0,13.0,10.0,Dire Straits
14,1986-01-04,Perfect Way,Scritti Politti,14.0,11.0,18.0,Scritti Politti
15,1986-01-04,Burning Heart,Survivor,15.0,15.0,10.0,Survivor
16,1986-01-04,My Hometown,Bruce Springsteen,16.0,16.0,5.0,Bruce Springsteen
17,1986-01-04,Love Is The Seventh Wave,Sting,17.0,17.0,9.0,Sting
18,1986-01-04,Emergency,Kool & The Gang,18.0,18.0,11.0,Kool Featuring The Gang
19,1986-01-04,It's Only Love,Bryan Adams/Tina Turner,19.0,19.0,7.0,Bryan Adams/Tina Turner
20,1986-01-04,I'm Your Man,Wham!,20.0,20.0,6.0,Wham!
21,1986-01-04,Conga,Miami Sound Machine,21.0,21.0,12.0,Miami Sound Machine
22,1986-01-04,Go Home,Stevie Wonder,22.0,22.0,7.0,Stevie Wonder
23,1986-01-04,You're A Friend Of Mine,Clarence Clemons & Jackson Browne,23.0,23.0,11.0,Clarence Clemons Featuring Jackson Browne
24,1986-01-04,Spies Like Us,Paul McCartney,24.0,24.0,7.0,Paul McCartney
25,1986-01-04,Never,Heart,25.0,4.0,17.0,Heart
26,1986-01-04,We Built This City,Starship,26.0,1.0,18.0,Starship
27,1986-01-04,Goodbye,Night Ranger,27.0,27.0,9.0,Night Ranger
28,1986-01-04,Everybody Dance,Ta Mara & The Seen,28.0,28.0,13.0,Ta Mara Featuring The Seen
29,1986-01-04,Object Of My Desire,Starpoint,29.0,25.0,15.0,Starpoint
30,1986-01-04,Sidewalk Talk,Jellybean Featuring Catherine Buchanan,30.0,30.0,8.0,Jellybean Featuring Catherine Buchanan
31,1986-01-04,"When The Going Gets Tough, The Tough Get Going",Billy Ocean,31.0,31.0,6.0,Billy Ocean
32,1986-01-04,Sex As A Weapon,Pat Benatar,32.0,32.0,7.0,Pat Benatar
33,1986-01-04,Face The Face,Pete Townshend,33.0,33.0,9.0,Pete Townshend
34,1986-01-04,Who's Zoomin' Who,Aretha Franklin,34.0,7.0,15.0,Aretha Franklin
35,1986-01-04,Wrap Her Up,Elton John,35.0,20.0,11.0,Elton John
36,1986-01-04,How Will I Know,Whitney Houston,36.0,36.0,5.0,Whitney Houston
37,1986-01-04,A Love Bizarre,Sheila E.,37.0,37.0,8.0,Sheila E.
38,1986-01-04,The Sweetest Taboo,Sade,38.0,38.0,7.0,Sade
39,1986-01-04,Everything In My Heart,Corey Hart,39.0,39.0,6.0,Corey Hart
40,1986-01-04,Lay Your Hands On Me,Thompson Twins,40.0,6.0,16.0,Thompson Twins
41,1986-01-04,Sun City,Artists United Against Apartheid,41.0,38.0,10.0,Artists United Against Apartheid
42,1986-01-04,Sisters Are Doin' It For Themselves,Eurythmics & Aretha Franklin,42.0,18.0,12.0,Eurythmics Featuring Aretha Franklin
43,1986-01-04,The Sun Always Shines on T.V.,a-ha,43.0,43.0,6.0,a-ha
44,1986-01-04,Living In America,James Brown,44.0,44.0,5.0,James Brown
45,1986-01-04,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,45.0,45.0,12.0,Baltimora
46,1986-01-04,Life In A Northern Town,The Dream Academy,46.0,46.0,6.0,The Dream Academy
47,1986-01-04,You Belong To The City,Glenn Frey,47.0,2.0,17.0,Glenn Frey
48,1986-01-04,The Big Money,Rush,48.0,48.0,9.0,Rush
49,1986-01-04,Do It For Love,Sheena Easton,49.0,29.0,11.0,Sheena Easton
50,1986-01-04,Kyrie,Mr. Mister,50.0,50.0,3.0,Mr. Mister
51,1986-01-04,To Live And Die In L.A.,Wang Chung,51.0,41.0,13.0,Wang Chung
52,1986-01-04,Silent Running (On Dangerous Ground),Mike + The Mechanics,52.0,52.0,7.0,Mike Featuring The Mechanics
53,1986-01-04,Go,Asia,53.0,53.0,5.0,Asia
54,1986-01-04,Digital Display,Ready For The World,54.0,54.0,5.0,Ready For The World
55,1986-01-04,Count Me Out,New Edition,55.0,51.0,10.0,New Edition
56,1986-01-04,Leader Of The Pack,Twisted Sister,56.0,56.0,6.0,Twisted Sister
57,1986-01-04,Everything Must Change,Paul Young,57.0,57.0,7.0,Paul Young
58,1986-01-04,Part-Time Lover,Stevie Wonder,58.0,1.0,18.0,Stevie Wonder
59,1986-01-04,Too Young,Jack Wagner,59.0,52.0,11.0,Jack Wagner
60,1986-01-04,You Are My Lady,Freddie Jackson,60.0,12.0,18.0,Freddie Jackson
61,1986-01-04,Miami Vice Theme,Jan Hammer,61.0,1.0,18.0,Jan Hammer
62,1986-01-04,He'll Never Love You (Like I Do),Freddie Jackson,62.0,62.0,4.0,Freddie Jackson
63,1986-01-04,Somewhere,Barbra Streisand,63.0,63.0,4.0,Barbra Streisand
64,1986-01-04,One Vision,Queen,64.0,64.0,5.0,Queen
65,1986-01-04,Sara,Starship,65.0,65.0,2.0,Starship
66,1986-01-04,Day By Day,Hooters,66.0,66.0,4.0,Hooters
67,1986-01-04,Caravan Of Love,"Isley, Jasper, Isley",67.0,67.0,5.0,"Isley, Jasper, Isley"
68,1986-01-04,Love Theme From St. Elmo's Fire (Instrumental),David Foster,68.0,15.0,20.0,David Foster
69,1986-01-04,Head Over Heels,Tears For Fears,69.0,3.0,17.0,Tears For Fears
70,1986-01-04,Can You Feel The Beat,Lisa Lisa And Clult Jam With Full Force,70.0,69.0,8.0,Lisa Lisa And Clult Jam Featuring Full Force
71,1986-01-04,Everyday,James Taylor,71.0,61.0,9.0,James Taylor
72,1986-01-04,Morning Desire,Kenny Rogers,72.0,72.0,7.0,Kenny Rogers
73,1986-01-04,One Of The Living,Tina Turner,73.0,15.0,14.0,Tina Turner
74,1986-01-04,Beat's So Lonely,Charlie Sexton,74.0,74.0,4.0,Charlie Sexton
75,1986-01-04,Running Up That Hill,Kate Bush,75.0,30.0,18.0,Kate Bush
76,1986-01-04,The Heart Is Not So Smart,El DeBarge With DeBarge,76.0,76.0,5.0,El DeBarge Featuring DeBarge
77,1986-01-04,Secret,Orchestral Manoeuvres In The Dark,77.0,77.0,4.0,Orchestral Manoeuvres In The Dark
78,1986-01-04,Own The Night,Chaka Khan,78.0,78.0,3.0,Chaka Khan
79,1986-01-04,Be Near Me,ABC,79.0,9.0,20.0,ABC
80,1986-01-04,Secret Lovers,Atlantic Starr,80.0,80.0,2.0,Atlantic Starr
81,1986-01-04,I Knew The Bride (When She Use To Rock And Roll),Nick Lowe And His Cowboy Outfit,81.0,81.0,6.0,Nick Lowe And His Cowboy Outfit
82,1986-01-04,Don't Say No Tonight,Eugene Wilde,82.0,82.0,5.0,Eugene Wilde
83,1986-01-04,Small Town Girl,John Cafferty & The Beaver Brown Band,83.0,64.0,9.0,John Cafferty Featuring The Beaver Brown Band
84,1986-01-04,Dangerous,Loverboy,84.0,65.0,8.0,Loverboy
85,1986-01-04,Let's Go All The Way,Sly Fox,85.0,85.0,2.0,Sly Fox
86,1986-01-04,Stacy,Fortune,86.0,86.0,3.0,Fortune
87,1986-01-04,Baby Talk,Alisha,87.0,87.0,3.0,Alisha
88,1986-01-04,Good Friends,Joni Mitchell,88.0,88.0,2.0,Joni Mitchell
89,1986-01-04,Let Me Down Easy,Roger Daltrey,89.0,89.0,2.0,Roger Daltrey
90,1986-01-04,Tears Are Falling,KISS,90.0,51.0,12.0,KISS
91,1986-01-04,Strength,The Alarm,91.0,91.0,2.0,The Alarm
92,1986-01-04,Saving All My Love For You,Whitney Houston,92.0,1.0,21.0,Whitney Houston
93,1986-01-04,Lovin' Every Minute Of It,Loverboy,93.0,9.0,20.0,Loverboy
94,1986-01-04,And She Was,Talking Heads,94.0,54.0,18.0,Talking Heads
95,1986-01-04,Freedom,The Pointer Sisters,95.0,59.0,10.0,The Pointer Sisters
96,1986-01-04,Soul Kiss,Olivia Newton-John,96.0,20.0,14.0,Olivia Newton-John
97,1986-01-04,Take On Me,a-ha,97.0,1.0,26.0,a-ha
98,1986-01-04,Fortress Around Your Heart,Sting,98.0,8.0,20.0,Sting
99,1986-01-04,Girls Are More Fun,Ray Parker Jr.,99.0,34.0,14.0,Ray Parker Jr.
100,1986-01-04,Lonely Ol' Night,John Mellencamp,100.0,6.0,20.0,John Mellencamp
1,1986-01-11,"Say You, Say Me",Lionel Richie,1.0,1.0,10.0,Lionel Richie
2,1986-01-11,Party All The Time,Eddie Murphy,2.0,2.0,15.0,Eddie Murphy
3,1986-01-11,That's What Friends Are For,Dionne & Friends,4.0,3.0,10.0,Dionne & Friends
4,1986-01-11,Alive & Kicking,Simple Minds,3.0,3.0,13.0,Simple Minds
5,1986-01-11,I Miss You,Klymaxx,5.0,5.0,18.0,Klymaxx
6,1986-01-11,Small Town,John Mellencamp,6.0,6.0,11.0,John Mellencamp
7,1986-01-11,Tonight She Comes,The Cars,9.0,7.0,11.0,The Cars
8,1986-01-11,Talk To Me,Stevie Nicks,11.0,8.0,9.0,Stevie Nicks
9,1986-01-11,Broken Wings,Mr. Mister,7.0,1.0,17.0,Mr. Mister
10,1986-01-11,Walk Of Life,Dire Straits,13.0,10.0,11.0,Dire Straits
11,1986-01-11,Separate Lives,Phil Collins and Marilyn Martin,8.0,1.0,15.0,Phil Collins and Marilyn Martin
12,1986-01-11,Burning Heart,Survivor,15.0,12.0,11.0,Survivor
13,1986-01-11,My Hometown,Bruce Springsteen,16.0,13.0,6.0,Bruce Springsteen
14,1986-01-11,I'm Your Man,Wham!,20.0,14.0,7.0,Wham!
15,1986-01-11,Election Day,Arcadia,10.0,6.0,12.0,Arcadia
16,1986-01-11,It's Only Love,Bryan Adams/Tina Turner,19.0,16.0,8.0,Bryan Adams/Tina Turner
17,1986-01-11,Love Is The Seventh Wave,Sting,17.0,17.0,10.0,Sting
18,1986-01-11,Go Home,Stevie Wonder,22.0,18.0,8.0,Stevie Wonder
19,1986-01-11,Spies Like Us,Paul McCartney,24.0,19.0,8.0,Paul McCartney
20,1986-01-11,Conga,Miami Sound Machine,21.0,20.0,13.0,Miami Sound Machine
21,1986-01-11,Sleeping Bag,ZZ Top,12.0,8.0,13.0,ZZ Top
22,1986-01-11,You're A Friend Of Mine,Clarence Clemons & Jackson Browne,23.0,22.0,12.0,Clarence Clemons Featuring Jackson Browne
23,1986-01-11,Perfect Way,Scritti Politti,14.0,11.0,19.0,Scritti Politti
24,1986-01-11,Emergency,Kool & The Gang,18.0,18.0,12.0,Kool Featuring The Gang
25,1986-01-11,Goodbye,Night Ranger,27.0,25.0,10.0,Night Ranger
26,1986-01-11,"When The Going Gets Tough, The Tough Get Going",Billy Ocean,31.0,26.0,7.0,Billy Ocean
27,1986-01-11,Everybody Dance,Ta Mara & The Seen,28.0,27.0,14.0,Ta Mara Featuring The Seen
28,1986-01-11,Sidewalk Talk,Jellybean Featuring Catherine Buchanan,30.0,28.0,9.0,Jellybean Featuring Catherine Buchanan
29,1986-01-11,Sex As A Weapon,Pat Benatar,32.0,29.0,8.0,Pat Benatar
30,1986-01-11,Face The Face,Pete Townshend,33.0,30.0,10.0,Pete Townshend
31,1986-01-11,How Will I Know,Whitney Houston,36.0,31.0,6.0,Whitney Houston
32,1986-01-11,Object Of My Desire,Starpoint,29.0,25.0,16.0,Starpoint
33,1986-01-11,The Sweetest Taboo,Sade,38.0,33.0,8.0,Sade
34,1986-01-11,A Love Bizarre,Sheila E.,37.0,34.0,9.0,Sheila E.
35,1986-01-11,Everything In My Heart,Corey Hart,39.0,35.0,7.0,Corey Hart
36,1986-01-11,Living In America,James Brown,44.0,36.0,6.0,James Brown
37,1986-01-11,The Sun Always Shines on T.V.,a-ha,43.0,37.0,7.0,a-ha
38,1986-01-11,Life In A Northern Town,The Dream Academy,46.0,38.0,7.0,The Dream Academy
39,1986-01-11,Kyrie,Mr. Mister,50.0,39.0,4.0,Mr. Mister
40,1986-01-11,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,45.0,40.0,13.0,Baltimora
41,1986-01-11,Never,Heart,25.0,4.0,18.0,Heart
42,1986-01-11,We Built This City,Starship,26.0,1.0,19.0,Starship
43,1986-01-11,Wrap Her Up,Elton John,35.0,20.0,12.0,Elton John
44,1986-01-11,Silent Running (On Dangerous Ground),Mike + The Mechanics,52.0,44.0,8.0,Mike Featuring The Mechanics
45,1986-01-11,The Big Money,Rush,48.0,45.0,10.0,Rush
46,1986-01-11,Who's Zoomin' Who,Aretha Franklin,34.0,7.0,16.0,Aretha Franklin
47,1986-01-11,Lay Your Hands On Me,Thompson Twins,40.0,6.0,17.0,Thompson Twins
48,1986-01-11,Go,Asia,53.0,48.0,6.0,Asia
49,1986-01-11,You Belong To The City,Glenn Frey,47.0,2.0,18.0,Glenn Frey
50,1986-01-11,Digital Display,Ready For The World,54.0,50.0,6.0,Ready For The World
