Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1997-01-04,Un-Break My Heart,Toni Braxton,1.0,1.0,11.0,Toni Braxton
2,1997-01-04,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,2.0,2.0,4.0,R. Kelly
3,1997-01-04,Don't Let Go (Love),En Vogue,3.0,3.0,9.0,En Vogue
4,1997-01-04,No Diggity,BLACKstreet (Featuring Dr. Dre),4.0,1.0,13.0,BLACKstreet Featuring Dr. Dre
5,1997-01-04,Nobody,Keith Sweat Featuring Athena Cage,5.0,3.0,14.0,Keith Sweat Featuring Athena Cage
6,1997-01-04,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,7.0,6.0,2.0,Whitney Houston
7,1997-01-04,Mouth,Merril Bainbridge,6.0,4.0,18.0,Merril Bainbridge
8,1997-01-04,I'm Still In Love With You,New Edition,9.0,8.0,9.0,New Edition
9,1997-01-04,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,10.0,8.0,7.0,Barbra Streisand Featuring Bryan Adams
10,1997-01-04,Macarena (Bayside Boys Mix),Los Del Rio,12.0,1.0,55.0,Los Del Rio
11,1997-01-04,It's All Coming Back To Me Now,Celine Dion,8.0,2.0,21.0,Celine Dion
12,1997-01-04,Pony,Ginuwine,11.0,6.0,18.0,Ginuwine
13,1997-01-04,"Fly Like An Eagle (From ""Space Jam"")",Seal,17.0,13.0,3.0,Seal
14,1997-01-04,"Last Night (From ""The Nutty Professor"")",Az Yet,16.0,9.0,20.0,Az Yet
15,1997-01-04,When You Love A Woman,Journey,15.0,12.0,11.0,Journey
16,1997-01-04,If It Makes You Happy,Sheryl Crow,14.0,11.0,16.0,Sheryl Crow
17,1997-01-04,Where Do You Go,No Mercy,13.0,5.0,27.0,No Mercy
18,1997-01-04,What Kind Of Man Would I Be,Mint Condition,19.0,17.0,18.0,Mint Condition
19,1997-01-04,No Time,Lil' Kim Featuring Puff Daddy,20.0,19.0,9.0,Lil' Kim Featuring Puff Daddy
20,1997-01-04,I Love You Always Forever,Donna Lewis,18.0,2.0,29.0,Donna Lewis
21,1997-01-04,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",21.0,6.0,11.0,"Babyface Featuring LL Cool J Featuring Howard Hewett, Jody Watley Featuring Jeffrey Daniels"
22,1997-01-04,Falling,Montell Jordan,22.0,18.0,14.0,Montell Jordan
23,1997-01-04,Street Dreams,Nas,27.0,23.0,9.0,Nas
24,1997-01-04,"You Must Love Me (From ""Evita"")",Madonna,28.0,18.0,8.0,Madonna
25,1997-01-04,Twisted,Keith Sweat,23.0,2.0,29.0,Keith Sweat
26,1997-01-04,Cold Rock A Party,MC Lyte,31.0,26.0,6.0,MC Lyte
27,1997-01-04,"Tell Me (From ""Eddie"")",Dru Hill,24.0,18.0,19.0,Dru Hill
28,1997-01-04,Foolish Games/You Were Meant For Me,Jewel,33.0,28.0,6.0,Jewel
29,1997-01-04,Change The World,Eric Clapton,25.0,5.0,25.0,Eric Clapton
30,1997-01-04,This Is Your Night,Amber,26.0,25.0,30.0,Amber
31,1997-01-04,Ooh Aah... Just A Little Bit,Gina G,34.0,31.0,6.0,Gina G
32,1997-01-04,You're Makin' Me High/Let It Flow,Toni Braxton,30.0,1.0,31.0,Toni Braxton
33,1997-01-04,Come See Me,112,39.0,33.0,9.0,112
34,1997-01-04,Between You And Me,dc Talk,29.0,29.0,8.0,dc Talk
35,1997-01-04,Steelo,702,36.0,32.0,17.0,702
36,1997-01-04,ATLiens,OutKast,40.0,36.0,6.0,OutKast
37,1997-01-04,Counting Blue Cars,Dishwalla,32.0,15.0,40.0,Dishwalla
38,1997-01-04,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,41.0,33.0,9.0,Nate Dogg Featuring Snoop Doggy Dogg
39,1997-01-04,Key West Intermezzo (I Saw You First),John Mellencamp,35.0,14.0,19.0,John Mellencamp
40,1997-01-04,You Learn/You Oughta Know,Alanis Morissette,37.0,6.0,24.0,Alanis Morissette
