Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,2004-01-03,Hey Ya!,OutKast,1.0,1.0,12.0,OutKast
2,2004-01-03,The Way You Move,OutKast Featuring Sleepy Brown,2.0,2.0,15.0,OutKast Featuring Sleepy Brown
3,2004-01-03,Milkshake,Kelis,3.0,3.0,14.0,Kelis
4,2004-01-03,You Don't Know My Name,Alicia Keys,5.0,4.0,8.0,Alicia Keys
5,2004-01-03,Stand Up,Ludacris Featuring Shawnna,4.0,1.0,18.0,Ludacris Featuring Shawnna
6,2004-01-03,Walked Outta Heaven,Jagged Edge,6.0,6.0,18.0,Jagged Edge
7,2004-01-03,Suga Suga,Baby Bash Featuring Frankie J,8.0,7.0,20.0,Baby Bash Featuring Frankie J
8,2004-01-03,Here Without You,3 Doors Down,7.0,5.0,19.0,3 Doors Down
9,2004-01-03,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,18.0,9.0,5.0,Twista Featuring Kanye West Featuring Jamie Foxx
10,2004-01-03,"Me, Myself And I",Beyonce,17.0,10.0,8.0,Beyonce
11,2004-01-03,It's My Life,No Doubt,14.0,11.0,10.0,No Doubt
12,2004-01-03,Someday,Nickelback,16.0,12.0,20.0,Nickelback
13,2004-01-03,Baby Boy,Beyonce Featuring Sean Paul,12.0,1.0,21.0,Beyonce Featuring Sean Paul
14,2004-01-03,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,9.0,3.0,16.0,Chingy Featuring Ludacris Featuring Snoop Dogg
15,2004-01-03,Damn!,YoungBloodZ Featuring Lil Jon,13.0,4.0,22.0,YoungBloodZ Featuring Lil Jon
16,2004-01-03,Step In The Name Of Love,R. Kelly,11.0,9.0,20.0,R. Kelly
17,2004-01-03,Change Clothes,JAY-Z,10.0,10.0,8.0,JAY-Z
18,2004-01-03,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,15.0,2.0,36.0,Lil Jon Featuring The East Side Boyz Featuring Ying Yang Twins
19,2004-01-03,Read Your Mind,Avant,19.0,19.0,14.0,Avant
20,2004-01-03,Runnin (Dying To Live),Tupac Featuring The Notorious B.I.G.,20.0,19.0,12.0,Tupac Featuring The Notorious B.I.G.
21,2004-01-03,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,22.0,8.0,24.0,Santana Featuring Alex Band Or Chad Kroeger
22,2004-01-03,Headstrong,Trapt,25.0,16.0,37.0,Trapt
23,2004-01-03,White Flag,Dido,26.0,23.0,16.0,Dido
24,2004-01-03,Numb,Linkin Park,27.0,24.0,9.0,Linkin Park
25,2004-01-03,Stunt 101,G Unit,21.0,13.0,10.0,G Unit
26,2004-01-03,Wat Da Hook Gon Be,Murphy Lee Featuring Jermaine Dupri,23.0,17.0,13.0,Murphy Lee Featuring Jermaine Dupri
27,2004-01-03,Gigolo,Nick Cannon Featuring R. Kelly,33.0,27.0,8.0,Nick Cannon Featuring R. Kelly
28,2004-01-03,So Far Away,Staind,28.0,24.0,23.0,Staind
29,2004-01-03,Perfect,Simple Plan,24.0,24.0,10.0,Simple Plan
30,2004-01-03,The First Cut Is The Deepest,Sheryl Crow,30.0,30.0,11.0,Sheryl Crow
31,2004-01-03,There Goes My Life,Kenny Chesney,29.0,29.0,9.0,Kenny Chesney
32,2004-01-03,Salt Shaker,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,34.0,32.0,8.0,Ying Yang Twins Featuring Lil Jon Featuring The East Side Boyz
33,2004-01-03,Through The Wire,Kanye West,39.0,33.0,6.0,Kanye West
34,2004-01-03,Remember When,Alan Jackson,44.0,34.0,4.0,Alan Jackson
35,2004-01-03,Bright Lights,matchbox twenty,31.0,23.0,15.0,matchbox twenty
36,2004-01-03,The Voice Within,Christina Aguilera,36.0,36.0,6.0,Christina Aguilera
37,2004-01-03,Why Can't I?,Liz Phair,32.0,32.0,16.0,Liz Phair
