Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1959-01-05,The Chipmunk Song,The Chipmunks With David Seville,1.0,1.0,6.0,The Chipmunks Featuring David Seville
2,1959-01-05,Smoke Gets In Your Eyes,The Platters,2.0,2.0,8.0,The Platters
3,1959-01-05,"To Know Him, Is To Love Him",The Teddy Bears,3.0,1.0,16.0,The Teddy Bears
4,1959-01-05,Problems,The Everly Brothers,5.0,2.0,9.0,The Everly Brothers
5,1959-01-05,One Night,Elvis Presley,4.0,4.0,9.0,Elvis Presley
6,1959-01-05,My Happiness,Connie Francis,13.0,6.0,5.0,Connie Francis
7,1959-01-05,Tom Dooley,The Kingston Trio,6.0,1.0,15.0,The Kingston Trio
8,1959-01-05,A Lover's Question,Clyde McPhatter,9.0,8.0,13.0,Clyde McPhatter
9,1959-01-05,Gotta Travel On,Billy Grammer,11.0,9.0,7.0,Billy Grammer
10,1959-01-05,Whole Lotta Loving,Fats Domino,10.0,10.0,8.0,Fats Domino
11,1959-01-05,Lonesome Town,Ricky Nelson,7.0,7.0,12.0,Ricky Nelson
12,1959-01-05,Beep Beep,The Playmates,8.0,4.0,10.0,The Playmates
13,1959-01-05,Bimbombey,Jimmie Rodgers,15.0,11.0,9.0,Jimmie Rodgers
14,1959-01-05,I Got Stung,Elvis Presley,14.0,8.0,10.0,Elvis Presley
15,1959-01-05,Donna,Ritchie Valens,18.0,15.0,7.0,Ritchie Valens
16,1959-01-05,The Little Drummer Boy,The Harry Simeone Chorale,29.0,16.0,3.0,The Harry Simeone Chorale
17,1959-01-05,Queen Of The Hop,Bobby Darin,17.0,9.0,14.0,Bobby Darin
18,1959-01-05,16 Candles,The Crests,25.0,18.0,7.0,The Crests
19,1959-01-05,It's Only Make Believe,Conway Twitty,12.0,1.0,17.0,Conway Twitty
20,1959-01-05,Lonely Teardrops,Jackie Wilson,16.0,16.0,7.0,Jackie Wilson
21,1959-01-05,The Diary,Neil Sedaka,32.0,21.0,5.0,Neil Sedaka
22,1959-01-05,Manhattan Spiritual,Reg Owen & His Orchestra,22.0,22.0,5.0,Reg Owen Featuring His Orchestra
23,1959-01-05,Goodbye Baby,Jack Scott,30.0,23.0,4.0,Jack Scott
24,1959-01-05,Love Is All We Need,Tommy Edwards,19.0,15.0,11.0,Tommy Edwards
25,1959-01-05,I'll Wait For You,Frankie Avalon,23.0,15.0,12.0,Frankie Avalon
26,1959-01-05,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,31.0,15.0,10.0,Duane Eddy His Twangy Guitar And The Rebels
27,1959-01-05,Lucky Ladybug,Billy & Lillie,56.0,27.0,3.0,Billy & Lillie
28,1959-01-05,Philadelphia U.S.A.,The Nu Tornados,27.0,26.0,8.0,The Nu Tornados
29,1959-01-05,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,33.0,29.0,6.0,Paul Anka-Geo. Hamilton IV-Johnny Nash
30,1959-01-05,That Old Black Magic,Louis Prima And Keely Smith,24.0,18.0,10.0,Louis Prima And Keely Smith
31,1959-01-05,Love You Most Of All,Sam Cooke,26.0,26.0,8.0,Sam Cooke
32,1959-01-05,Poor Boy,The Royaltones,21.0,17.0,12.0,The Royaltones
33,1959-01-05,The All American Boy,Bill Parsons,39.0,33.0,3.0,Bill Parsons
34,1959-01-05,I Got A Feeling,Ricky Nelson,20.0,10.0,13.0,Ricky Nelson
35,1959-01-05,C'mon Everybody,Eddie Cochran,48.0,35.0,7.0,Eddie Cochran
36,1959-01-05,Stagger Lee,Lloyd Price,53.0,36.0,5.0,Lloyd Price
37,1959-01-05,(All of a Sudden) My Heart Sings,Paul Anka,43.0,37.0,3.0,Paul Anka
38,1959-01-05,I Cried A Tear,LaVern Baker,34.0,34.0,5.0,LaVern Baker
39,1959-01-05,The World Outside,The Four Coins,40.0,21.0,9.0,The Four Coins
40,1959-01-05,Don't Pity Me,Dion & The Belmonts,55.0,40.0,3.0,Dion Featuring The Belmonts
41,1959-01-05,Peek-A-Boo,The Cadillacs,50.0,35.0,5.0,The Cadillacs
42,1959-01-05,Topsy II,Cozy Cole,28.0,3.0,20.0,Cozy Cole
43,1959-01-05,It's All In The Game,Tommy Edwards,38.0,1.0,21.0,Tommy Edwards
44,1959-01-05,Turvy II,Cozy Cole,36.0,36.0,6.0,Cozy Cole
45,1959-01-05,Jingle Bell Rock,Bobby Helms,35.0,35.0,3.0,Bobby Helms
46,1959-01-05,The Wedding,June Valli,51.0,46.0,7.0,June Valli
